total_population,fips_state,fips_distid,district_name,state_abbr,child_poverty_estimate,child_population_5_17,leaid,pct_child_poverty
1877,34,14730,Sea Girt Borough School District,NJ,6,194,3414730,3.09
2073,34,14760,Sea Isle City School District,NJ,8,118,3414760,6.78
2552,34,14790,Seaside Heights Borough School District,NJ,29,178,3414790,16.29
1502,34,14820,Seaside Park Borough School District,NJ,3,36,3414820,8.33
22528,34,14850,Secaucus Town School District,NJ,298,3038,3414850,9.81
6651,34,14880,Shamong Township School District,NJ,22,785,3414880,2.8
19477,34,14940,Shore Regional School District,NJ,55,939,3414940,5.86
4209,34,14970,Shrewsbury Borough School District,NJ,17,501,3414970,3.39
5678,34,15000,Somerdale Borough School District,NJ,74,524,3415000,14.12
10644,34,15030,Somers Point City School District,NJ,119,802,3415030,14.84
11774,34,9,Somerset Hills Regional School District,NJ,88,2201,3400009,4
12779,34,15090,Somerville Borough School District,NJ,126,1595,3415090,7.9
9705,34,15120,South Amboy City School District,NJ,147,1390,3415120,10.58
5033,34,15180,South Bound Brook Borough School District,NJ,68,630,3415180,10.79
48512,34,15210,South Brunswick Township School District,NJ,400,9037,3415210,4.43
2766,34,15240,South Hackensack Township School District,NJ,54,416,3415240,12.98
3502,34,15270,South Harrison Township School District,NJ,21,366,3415270,5.74
7802,34,769,South Hunterdon Regional School District,NJ,52,849,3400769,6.12
45078,34,15330,South Orange-Maplewood School District,NJ,306,8186,3415330,3.74
25098,34,15360,South Plainfield Borough School District,NJ,238,4024,3415360,5.91
16621,34,15390,South River Borough School District,NJ,275,2619,3415390,10.5
10622,34,15420,Southampton Township School District,NJ,39,732,3415420,5.33
37827,34,15480,Southern Regional School District,NJ,110,2777,3415480,3.96
20037,34,15510,Sparta Township School District,NJ,92,3670,3415510,2.51
10950,34,15540,Spotswood Borough School District,NJ,89,1510,3415540,5.89
2806,34,15570,Spring Lake Borough School District,NJ,13,301,3415570,4.32
4920,34,15600,Spring Lake Heights Borough School District,NJ,32,582,3415600,5.5
17740,34,15630,Springfield Township School District,NJ,102,2687,3415630,3.8
3341,34,15660,Springfield Township School District,NJ,10,265,3415660,3.77
29928,34,15690,Stafford Township School District,NJ,106,2505,3415690,4.23
3605,34,15720,Stanhope Borough School District,NJ,19,309,3415720,6.15
17238,34,2880,Sterling High School School District,NJ,99,867,3402880,11.42
4093,34,15750,Stillwater Township School District,NJ,11,287,3415750,3.83
784,34,15810,Stone Harbor Borough School District,NJ,2,68,3415810,2.94
1325,34,15840,Stow Creek Township School District,NJ,13,133,3415840,9.77
7121,34,15870,Stratford Borough School District,NJ,82,750,3415870,10.93
23462,34,15900,Summit City School District,NJ,158,4967,3415900,3.18
13122,34,15960,Sussex-Wantage Regional School District,NJ,101,1280,3415960,7.89
15768,34,15990,Swedesboro-Woolwich School District,NJ,74,1891,3415990,3.91
6976,34,16020,Tabernacle Township School District,NJ,24,747,3416020,3.21
42235,34,16080,Teaneck Township School District,NJ,412,7053,3416080,5.84
15778,34,16110,Tenafly Borough School District,NJ,124,3854,3416110,3.22
5996,34,16170,Tewksbury Township School District,NJ,14,630,3416170,2.22
20741,34,4,The Chathams School District,NJ,51,4262,3400004,1.2
20380,34,16200,Tinton Falls Borough School District,NJ,101,1669,3416200,6.05
117216,34,16230,Toms River Regional School District,NJ,1554,19633,3416230,7.92
11118,34,16260,Totowa Borough School District,NJ,89,1081,3416260,8.23
91997,34,16290,Trenton City School District,NJ,4864,17184,3416290,28.31
3741,34,16320,Tuckerton Borough School District,NJ,22,242,3416320,9.09
5758,34,16350,Union Beach Borough School District,NJ,69,861,3416350,8.01
69661,34,16380,Union City School District,NJ,3343,11107,3416380,30.1
6646,34,16440,Union Township School District,NJ,13,484,3416440,2.69
61681,34,16500,Union Township School District,NJ,694,8673,3416500,8
7721,34,16530,Upper Deerfield Township School District,NJ,150,976,3416530,15.37
9062,34,16560,Upper Freehold Regional School District,NJ,51,1645,3416560,3.1
3487,34,16590,Upper Pittsgrove Township School District,NJ,52,503,3416590,10.34
8553,34,16620,Upper Saddle River Borough School District,NJ,39,1208,3416620,3.23
12356,34,16650,Upper Township School District,NJ,108,2075,3416650,5.2
9364,34,16680,Ventnor City School District,NJ,142,990,3416680,14.34
22861,34,16710,Vernon Township School District,NJ,178,3404,3416710,5.23
14872,34,16740,Verona Borough School District,NJ,49,2546,3416740,1.92
61382,34,16800,Vineland City School District,NJ,1635,11311,3416800,14.45
31692,34,16830,Voorhees Township School District,NJ,218,3278,3416830,6.65
10299,34,16860,Waldwick Borough School District,NJ,52,1780,3416860,2.92
26686,34,16890,Wall Township School District,NJ,155,3997,3416890,3.88
12152,34,16920,Wallington Borough School District,NJ,172,1464,3416920,11.75
18975,34,16870,Wallkill Valley Regional School District,NJ,49,784,3416870,6.25
11369,34,16950,Wanaque Borough School District,NJ,55,1006,3416950,5.47
25077,34,16970,Warren Hills Regional School District,NJ,135,1675,3416970,8.06
16481,34,16980,Warren Township School District,NJ,50,1947,3416980,2.57
7459,34,17010,Washington Borough School District,NJ,66,580,3417010,11.38
713,34,17040,Washington Township School District,NJ,5,75,3417040,6.67
50205,34,17070,Washington Township School District,NJ,472,8348,3417070,5.65
18689,34,17130,Washington Township School District,NJ,46,2172,3417130,2.12
6634,34,17160,Washington Township School District,NJ,31,511,3417160,6.07
6675,34,17190,Watchung Borough School District,NJ,27,693,3417190,3.9
32018,34,17220,Watchung Hills Regional School District,NJ,46,1752,3417220,2.63
10630,34,17250,Waterford Township School District,NJ,157,1565,3417250,10.03
55098,34,17280,Wayne Township School District,NJ,436,8979,3417280,4.86
17466,34,17310,Weehawken Township School District,NJ,238,2004,3417310,11.88
2355,34,17340,Wenonah Borough School District,NJ,4,211,3417340,1.9
995,34,17400,West Cape May Borough School District,NJ,5,31,3417400,16.13
22894,34,17430,West Deptford Township School District,NJ,228,3244,3417430,7.03
23585,34,17460,West Essex Regional School District,NJ,63,1978,3417460,3.19
8639,34,17490,West Long Branch Borough School District,NJ,84,800,3417490,10.5
24976,34,17520,West Milford Township School District,NJ,154,3583,3417520,4.3
39631,34,17550,West Morris Regional School District,NJ,44,2538,3417550,1.73
53739,34,17580,West New York Town School District,NJ,2068,7281,3417580,28.4
49850,34,17610,West Orange Town School District,NJ,617,7885,3417610,7.82
532,34,17670,West Wildwood Borough School District,NJ,3,42,3417670,7.14
54720,34,17700,West Windsor-Plainsboro Regional School District,NJ,266,10381,3417700,2.56
9391,34,17730,Westampton Township School District,NJ,49,1045,3417730,4.69
32047,34,17760,Westfield Town School District,NJ,103,7152,3417760,1.44
4398,34,17790,Westville Borough School District,NJ,57,349,3417790,16.33
21060,34,17820,Westwood Regional School District,NJ,95,3146,3417820,3.02
2658,34,17850,Weymouth Township School District,NJ,29,273,3417850,10.62
7437,34,17880,Wharton Borough School District,NJ,64,700,3417880,9.14
4707,34,17910,White Township School District,NJ,31,453,3417910,6.84
5082,34,17940,Wildwood City School District,NJ,206,657,3417940,31.35
3056,34,17970,Wildwood Crest Borough School District,NJ,45,306,3417970,14.71
32832,34,18000,Willingboro Township School District,NJ,550,4914,3418000,11.19
1469,34,18030,Winfield Township School District,NJ,5,173,3418030,2.89
40708,34,18060,Winslow Township School District,NJ,959,6549,3418060,14.64
10380,34,18300,Wood-Ridge Borough School District,NJ,61,1563,3418300,3.9
2097,34,18090,Woodbine Borough School District,NJ,83,322,3418090,25.78
106876,34,18120,Woodbridge Township School District,NJ,1323,16032,3418120,8.25
10276,34,18150,Woodbury City School District,NJ,302,1662,3418150,18.17
3195,34,18180,Woodbury Heights Borough School District,NJ,12,254,3418180,4.72
6275,34,18210,Woodcliff Lake Borough School District,NJ,11,785,3418210,1.4
13517,34,17640,Woodland Park Borough School District,NJ,180,1320,3417640,13.64
1590,34,18240,Woodland Township School District,NJ,6,109,3418240,5.5
2960,34,18270,Woodlynne Borough School District,NJ,165,625,3418270,26.4
7987,34,18330,Woodstown-Pilesgrove Regional School District,NJ,125,1391,3418330,8.99
16982,34,18360,Wyckoff Township School District,NJ,37,2258,3418360,1.64
45530,35,30,Alamogordo Public Schools,NM,1531,6401,3500030,23.92
677359,35,60,Albuquerque Public Schools,NM,15259,100025,3500060,15.26
878,35,90,Animas Public Schools,NM,58,118,3500090,49.15
19298,35,120,Artesia Public Schools,NM,629,3906,3500120,16.1
16508,35,150,Aztec Municipal Schools,NM,420,2780,3500150,15.11
30029,35,180,Belen Consolidated Schools,NM,1163,4952,3500180,23.49
26812,35,210,Bernalillo Public Schools,NM,511,3703,3500210,13.8
15863,35,240,Bloomfield Municipal Schools,NM,652,2971,3500240,21.95
4573,35,270,Capitan Municipal Schools,NM,108,527,3500270,20.49
40340,35,300,Carlsbad Municipal Schools,NM,1224,7610,3500300,16.08
1486,35,330,Carrizozo Municipal Schools,NM,53,181,3500330,29.28
29313,35,390,Central Consolidated Schools,NM,1765,5506,3500390,32.06
2796,35,420,Chama Valley Independent Schools,NM,94,388,3500420,24.23
3296,35,480,Cimarron Public Schools,NM,75,381,3500480,19.69
3409,35,510,Clayton Public Schools,NM,135,529,3500510,25.52
3430,35,540,Cloudcroft Municipal Schools,NM,81,420,3500540,19.29
44195,35,570,Clovis Municipal Schools,NM,1818,8220,3500570,22.12
7380,35,600,Cobre Consolidated Schools,NM,299,1043,3500600,28.67
412,35,630,Corona Municipal Schools,NM,19,48,3500630,39.58
4136,35,660,Cuba Independent Schools,NM,158,672,3500660,23.51
25878,35,690,Deming Public Schools,NM,1555,4815,3500690,32.29
501,35,720,Des Moines Municipal Schools,NM,14,100,3500720,14
4223,35,750,Dexter Consolidated Schools,NM,101,672,3500750,15.03
576,35,790,Dora Consolidated Schools,NM,49,118,3500790,41.53
3709,35,810,Dulce Independent Schools,NM,266,891,3500810,29.85
377,35,840,Elida Municipal Schools,NM,13,78,3500840,16.67
36819,35,900,Española Municipal Schools,NM,1082,5869,3500900,18.44
4450,35,930,Estancia Municipal Schools,NM,245,684,3500930,35.82
3390,35,960,Eunice Municipal Schools,NM,52,705,3500960,7.38
59133,35,990,Farmington Municipal Schools,NM,1513,11118,3500990,13.61
446,35,1020,Floyd Municipal Schools,NM,18,88,3501020,20.45
1657,35,1050,Fort Sumner Municipal Schools,NM,81,282,3501050,28.72
69332,35,1080,Gadsden Independent Schools,NM,3670,14010,3501080,26.2
61893,35,1110,Gallup-McKinley County Schools,NM,3889,12666,3501110,30.7
288,35,1140,Grady Municipal Schools,NM,7,45,3501140,15.56
26458,35,1170,Grants-Cibola County Schools,NM,1442,4647,3501170,31.03
1955,35,1200,Hagerman Municipal Schools,NM,68,390,3501200,17.44
5136,35,1230,Hatch Valley Municipal Schools,NM,188,1133,3501230,16.59
51736,35,1260,Hobbs Municipal Schools,NM,2144,10926,3501260,19.62
885,35,1290,Hondo Valley Public Schools,NM,42,141,3501290,29.79
257,35,1320,House Municipal Schools,NM,6,35,3501320,17.14
2329,35,1350,Jal Public Schools,NM,50,492,3501350,10.16
1380,35,1380,Jemez Mountain Public Schools,NM,53,202,3501380,26.24
5364,35,1410,Jemez Valley Public Schools,NM,89,777,3501410,11.45
656,35,1470,Lake Arthur Municipal Schools,NM,18,126,3501470,14.29
166630,35,1500,Las Cruces Public Schools,NM,6321,26025,3501500,24.29
12291,35,1530,Las Vegas City Public Schools,NM,498,1511,3501530,32.96
1160,35,1590,Logan Municipal Schools,NM,27,140,3501590,19.29
3088,35,1620,Lordsburg Municipal Schools,NM,155,529,3501620,29.3
19675,35,1650,Los Alamos Public Schools,NM,82,3171,3501650,2.59
52927,35,1680,Los Lunas Public Schools,NM,1703,9214,3501680,18.48
1958,35,1710,Loving Municipal Schools,NM,57,445,3501710,12.81
16475,35,1740,Lovington Public Schools,NM,544,3695,3501740,14.72
2692,35,1770,Magdalena Municipal Schools,NM,317,499,3501770,63.53
387,35,1800,Maxwell Municipal Schools,NM,18,65,3501800,27.69
1058,35,1830,Melrose Public Schools,NM,31,190,3501830,16.32
2755,35,1980,Mesa Vista Consolidated Schools,NM,85,318,3501980,26.73
3443,35,1860,Mora Independent Schools,NM,93,423,3501860,21.99
23380,35,1890,Moriarty Municipal Schools,NM,581,3536,3501890,16.43
219,35,1920,Mosquero Municipal Schools,NM,6,16,3501920,37.5
1866,35,1950,Mountainair Public Schools,NM,77,250,3501950,30.8
4607,35,2010,Pecos Independent Schools,NM,194,538,3502010,36.06
2964,35,2040,Peñasco Independent Schools,NM,72,392,3502040,18.37
9917,35,2070,Pojoaque Valley Public Schools,NM,175,1456,3502070,12.02
17085,35,2100,Portales Municipal Schools,NM,790,3001,3502100,26.32
2178,35,2130,Quemado Independent Schools,NM,75,185,3502130,40.54
3912,35,2160,Questa Independent Schools,NM,73,450,3502160,16.22
6998,35,2190,Raton Public Schools,NM,250,920,3502190,27.17
1842,35,2220,Reserve Independent Schools,NM,54,177,3502220,30.51
112446,35,10,Rio Rancho Public Schools,NM,1896,19760,3500010,9.6
56675,35,2250,Roswell Independent Schools,NM,2599,10428,3502250,24.92
370,35,2280,Roy Municipal Schools,NM,9,44,3502280,20.45
12793,35,2310,Ruidoso Municipal Schools,NM,398,1753,3502310,22.7
397,35,2340,San Jon Municipal Schools,NM,7,65,3502340,10.77
130523,35,2370,Santa Fe Public Schools,NM,2077,14406,3502370,14.42
4277,35,2400,Santa Rosa Consolidated Schools,NM,118,630,3502400,18.73
20161,35,2430,Silver City Consolidated Schools,NM,633,2618,3502430,24.18
11064,35,2460,Socorro Consolidated Schools,NM,485,1619,3502460,29.96
1642,35,2490,Springer Municipal Schools,NM,32,171,3502490,18.71
26860,35,2520,Taos Municipal Schools,NM,554,3068,3502520,18.06
1228,35,2550,Tatum Municipal Schools,NM,26,248,3502550,10.48
1947,35,2580,Texico Municipal Schools,NM,53,425,3502580,12.47
11389,35,2610,Truth or Consequences Schools,NM,458,1418,3502610,32.3
6553,35,2640,Tucumcari Public Schools,NM,352,1057,3502640,33.3
9019,35,2670,Tularosa Municipal Schools,NM,443,1690,3502670,26.21
515,35,1,Vaughn Municipal Schools,NM,54,91,3500001,59.34
500,35,2730,Wagon Mound Public Schools,NM,15,52,3502730,28.85
9464,35,1560,West Las Vegas Public Schools,NM,391,1147,3501560,34.09
7055,35,2800,Zuni Public Schools,NM,448,1355,3502800,33.06
6630,36,2370,Addison Central School District,NY,278,1259,3602370,22.08
8487,36,5040,Adirondack Central School District,NY,212,1307,3605040,16.22
3594,36,2400,Afton Central School District,NY,78,537,3602400,14.53
9232,36,2430,Akron Central School District,NY,96,1404,3602430,6.84
100836,36,2460,Albany City School District,NY,2684,11813,3602460,22.72
13824,36,2520,Albion Central School District,NY,291,1765,3602520,16.49
12826,36,2550,Alden Central School District,NY,85,1789,3602550,4.75
5020,36,2580,Alexander Central School District,NY,80,834,3602580,9.59
3497,36,2670,Alexandria Central School District,NY,58,541,3602670,10.72
7265,36,2700,Alfred-Almond Central School District,NY,71,580,3602700,12.24
8690,36,15,Allegany-Limestone Central School District,NY,226,1175,3600015,19.23
7239,36,2820,Altmar-Parish-Williamstown Central School District,NY,241,1220,3602820,19.75
2247,36,2880,Amagansett Union Free School District,NY,6,300,3602880,2
24184,36,2920,Amherst Central School District,NY,320,3526,3602920,9.08
27594,36,2940,Amityville Union Free School District,NY,379,3628,3602940,10.45
25354,36,2970,Amsterdam City School District,NY,984,4012,3602970,24.53
1024,36,3000,Andes Central School District,NY,6,63,3603000,9.52
2010,36,3030,Andover Central School District,NY,36,289,3603030,12.46
11340,36,3180,Ardsley Union Free School District,NY,55,2294,3603180,2.4
3742,36,3210,Argyle Central School District,NY,66,472,3603210,13.98
2831,36,3240,Arkport Central School District,NY,59,407,3603240,14.5
57908,36,3270,Arlington Central School District,NY,421,8488,3603270,4.96
11367,36,3420,Attica Central School District,NY,166,1370,3603420,12.12
8866,36,16170,AuSable Valley Central School District,NY,164,1152,3616170,14.24
31915,36,3480,Auburn City School District,NY,822,4239,3603480,19.39
18444,36,16,Averill Park Central School District,NY,143,2801,3600016,5.11
3281,36,3630,Avoca Central School District,NY,91,535,3603630,17.01
6954,36,3660,Avon Central School District,NY,75,931,3603660,8.06
11968,36,3720,Babylon Union Free School District,NY,60,1744,3603720,3.44
5035,36,3810,Bainbridge-Guilford Central School District,NY,107,787,3603810,13.6
34322,36,3840,Baldwin Union Free School District,NY,331,5359,3603840,6.18
37284,36,3870,Baldwinsville Central School District,NY,347,6050,3603870,5.74
32081,36,3930,Ballston Spa Central School District,NY,313,4219,3603930,7.42
4693,36,3960,Barker Central School District,NY,76,793,3603960,9.58
18390,36,3990,Batavia City School District,NY,420,2565,3603990,16.37
10331,36,4050,Bath Central School District,NY,270,1488,3604050,18.15
35567,36,4080,Bay Shore Union Free School District,NY,509,5914,3604080,8.61
13927,36,4110,Bayport-Blue Point Union Free School District,NY,64,2137,3604110,2.99
27870,36,4140,Beacon City School District,NY,208,2890,3604140,7.2
5614,36,4200,Beaver River Central School District,NY,113,982,3604200,11.51
28940,36,19950,Bedford Central School District,NY,342,4431,3619950,7.72
12994,36,4290,Beekmantown Central School District,NY,256,1983,3604290,12.91
2293,36,4350,Belfast Central School District,NY,81,372,3604350,21.77
3170,36,4370,Belleville Henderson Central School District,NY,80,565,3604370,14.16
12652,36,4410,Bellmore Union Free School District,NY,31,1036,3604410,2.99
71028,36,19020,Bellmore-Merrick Central High School District,NY,148,5993,3619020,2.47
4711,36,4530,Bemus Point Central School District,NY,72,709,3604530,10.16
6340,36,4620,Berlin Central School District,NY,87,835,3604620,10.42
6367,36,4650,Berne-Knox-Westerlo Central School District,NY,72,856,3604650,8.41
29096,36,4710,Bethlehem Central School District,NY,129,4705,3604710,2.74
19490,36,4740,Bethpage Union Free School District,NY,124,3000,3604740,4.13
48512,36,4870,Binghamton City School District,NY,1466,6188,3604870,23.69
6881,36,24630,Blind Brook-Rye Union Free School District,NY,17,1385,3624630,1.23
4331,36,12,Bolivar-Richburg Central School District,NY,118,702,3600012,16.81
1699,36,5010,Bolton Central School District,NY,19,133,3605010,14.29
3895,36,1189,Boquet Valley Central School District at Elizabethtown-Lewis-Westport,NY,39,454,3601189,8.59
1848,36,5220,Bradford Central School District,NY,67,282,3605220,23.76
5733,36,27960,Brasher Falls Central School District,NY,172,1045,3627960,16.46
90706,36,5280,Brentwood Union Free School District,NY,1979,15956,3605280,12.4
21877,36,5310,Brewster Central School District,NY,251,3057,3605310,8.21
7475,36,5340,Briarcliff Manor Union Free School District,NY,18,1300,3605340,1.38
2466,36,5370,Bridgehampton Union Free School District,NY,11,330,3605370,3.33
24660,36,5460,Brighton Central School District,NY,190,3774,3605460,5.03
10890,36,5,Broadalbin-Perth Central School District,NY,174,1689,3600005,10.3
25866,36,5580,Brockport Central School District,NY,409,3567,3605580,11.47
4179,36,5610,Brocton Central School District,NY,107,570,3605610,18.77
6669,36,5640,Bronxville Union Free School District,NY,23,1513,3605640,1.52
1210,36,5670,Brookfield Central School District,NY,30,232,3605670,12.93
23728,36,15780,Brookhaven-Comsewogue Union Free School District,NY,219,3479,3615780,6.29
8393,36,5520,Brunswick Central School District (Brittonkill),NY,83,1198,3605520,6.93
4902,36,5820,Brushton-Moira Central School District,NY,173,917,3605820,18.87
277289,36,5850,Buffalo City School District,NY,12303,45130,3605850,27.26
19765,36,5940,Burnt Hills-Ballston Lake Central School District,NY,110,3432,3605940,3.21
11882,36,6060,Byram Hills Central School District,NY,54,2400,3606060,2.25
7067,36,6090,Byron-Bergen Central School District,NY,88,996,3606090,8.84
9535,36,6160,Cairo-Durham Central School District,NY,137,1193,3606160,11.48
5570,36,6180,Caledonia-Mumford Central School District,NY,63,831,3606180,7.58
6156,36,6210,Cambridge Central School District,NY,94,845,3606210,11.12
12701,36,6240,Camden Central School District,NY,351,2076,3606240,16.91
5101,36,20,Campbell-Savona Central School District,NY,124,808,3600020,15.35
6517,36,6300,Canajoharie Central School District,NY,232,1201,3606300,19.32
27110,36,6330,Canandaigua City School District,NY,346,3623,3606330,9.55
1546,36,6360,Canaseraga Central School District,NY,45,242,3606360,18.6
9326,36,6390,Canastota Central School District,NY,160,1367,3606390,11.7
4920,36,6420,Candor Central School District,NY,74,761,3606420,9.72
5607,36,124,Canisteo-Greenwood Central School District,NY,147,916,3600124,16.05
12282,36,6470,Canton Central School District,NY,117,1310,3606470,8.93
9568,36,6540,Carle Place Union Free School District,NY,63,1445,3606540,4.36
29632,36,6570,Carmel Central School District,NY,237,3946,3606570,6.01
17487,36,6630,Carthage Central School District,NY,395,3406,3606630,11.6
6219,36,6660,Cassadaga Valley Central School District,NY,201,946,3606660,21.25
5543,36,6690,Cato-Meridian Central School District,NY,85,937,3606690,9.07
11712,36,6720,Catskill Central School District,NY,239,1334,3606720,17.92
6402,36,24,Cattaraugus-Little Valley Central School District,NY,302,1072,3600024,28.17
9907,36,6780,Cazenovia Central School District,NY,76,1446,3606780,5.26
8064,36,6840,Center Moriches Union Free School District,NY,68,1290,3606840,5.27
40226,36,6870,Central Islip Union Free School District,NY,823,6536,3606870,12.59
24835,36,6900,Central Square Central School District,NY,555,3831,3606900,14.49
13730,36,1087,Central Valley Central School District,NY,332,2105,3601087,15.77
16862,36,6990,Chappaqua Central School District,NY,49,3593,3606990,1.36
3050,36,7050,Charlotte Valley Central School District,NY,66,413,3607050,15.98
3003,36,7080,Chateaugay Central School District,NY,79,517,3607080,15.28
9004,36,7110,Chatham Central School District,NY,113,1071,3607110,10.55
5153,36,18,Chautauqua Lake Central School District,NY,147,695,3600018,21.15
2838,36,7170,Chazy Union Free School District,NY,38,463,3607170,8.21
21280,36,7230,Cheektowaga Central School District,NY,480,2694,3607230,17.82
18788,36,18600,Cheektowaga-Maryvale Union Free School District,NY,331,2352,3618600,14.07
11379,36,27000,Cheektowaga-Sloan Union Free School District,NY,244,1544,3627000,15.8
9130,36,7260,Chenango Forks Central School District,NY,131,1508,3607260,8.69
12073,36,7290,Chenango Valley Central School District,NY,158,1792,3607290,8.82
4062,36,6,Cherry Valley-Springfield Central School District,NY,66,548,3600006,12.04
6844,36,7380,Chester Union Free School District,NY,79,1025,3607380,7.71
13282,36,7470,Chittenango Central School District,NY,123,1900,3607470,6.47
27701,36,7530,Churchville-Chili Central School District,NY,318,4302,3607530,7.39
3232,36,7560,Cincinnatus Central School District,NY,78,515,3607560,15.15
30273,36,7590,Clarence Central School District,NY,175,5216,3607590,3.36
50568,36,20340,Clarkstown Central School District,NY,419,8702,3620340,4.81
12149,36,7680,Cleveland Hill Union Free School District,NY,229,1561,3607680,14.67
1933,36,7710,Clifton-Fine Central School District,NY,37,248,3607710,14.92
11567,36,7770,Clinton Central School District,NY,103,1366,3607770,7.54
5486,36,7860,Clyde-Savannah Central School District,NY,158,1012,3607860,15.61
3144,36,7890,Clymer Central School District,NY,113,651,3607890,17.36
13372,36,10,Cobleskill-Richmondville Central School District,NY,225,1680,3600010,13.39
18442,36,7980,Cohoes City School District,NY,395,2140,3607980,18.46
8518,36,8010,Cold Spring Harbor Central School District,NY,37,1834,3608010,2.02
2455,36,8100,Colton-Pierrepont Central School District,NY,31,364,3608100,8.52
37448,36,8130,Commack Union Free School District,NY,157,6371,3608130,2.46
39182,36,8160,Connetquot Central School District,NY,232,5737,3608160,4.04
6322,36,8250,Cooperstown Central School District,NY,51,677,3608250,7.53
2712,36,8280,Copenhagen Central School District,NY,67,500,3608280,13.4
31798,36,8310,Copiague Union Free School District,NY,543,4791,3608310,11.33
7763,36,8370,Corinth Central School District,NY,122,1114,3608370,10.95
32200,36,8400,Corning City School District,NY,697,4964,3608400,14.04
17848,36,8430,Cornwall Central School District,NY,122,3283,3608430,3.72
22635,36,8460,Cortland City School District,NY,454,2475,3608460,18.34
11806,36,8490,Coxsackie-Athens Central School District,NY,149,1177,3608490,12.66
9686,36,8580,Croton-Harmon Union Free School District,NY,47,1699,3608580,2.77
2012,36,8610,Crown Point Central School District,NY,32,267,3608610,11.99
6339,36,32010,Cuba-Rushford Central School District,NY,205,967,3632010,21.2
4554,36,21450,Dalton-Nunda Central School District (Keshequa),NY,75,613,3621450,12.23
9725,36,8790,Dansville Central School District,NY,198,1407,3608790,14.07
2232,36,8850,DeRuyter Central School District,NY,57,333,3608850,17.12
26647,36,8880,Deer Park Union Free School District,NY,308,4156,3608880,7.41
7707,36,8910,Delaware Academy Central School District at Delhi,NY,69,743,3608910,9.29
15801,36,9030,Depew Union Free School District,NY,190,2077,3609030,9.15
3350,36,9060,Deposit Central School District,NY,94,508,3609060,18.5
9800,36,9120,Dobbs Ferry Union Free School District,NY,52,1743,3609120,2.98
4850,36,1,Dolgeville Central School District,NY,127,785,3600001,16.18
9781,36,9210,Dover Union Free School District,NY,140,1411,3609210,9.92
1794,36,9240,Downsville Central School District,NY,16,188,3609240,8.51
12222,36,9330,Dryden Central School District,NY,228,1713,3609330,13.31
4912,36,9360,Duanesburg Central School District,NY,30,721,3609360,4.16
6040,36,9390,Dundee Central School District,NY,235,1081,3609390,21.74
13835,36,9420,Dunkirk City School District,NY,798,2112,3609420,37.78
12951,36,9540,East Aurora Union Free School District,NY,69,2076,3609540,3.32
6741,36,4920,East Bloomfield Central School District,NY,74,911,3604920,8.12
31240,36,9630,East Greenbush Central School District,NY,290,4693,3609630,6.18
11548,36,9660,East Hampton Union Free School District,NY,93,1568,3609660,5.93
27063,36,9690,East Irondequoit Central School District,NY,475,3204,3609690,14.83
25451,36,9720,East Islip Union Free School District,NY,145,3964,3609720,3.66
52190,36,9840,East Meadow Union Free School District,NY,379,7764,3609840,4.88
6558,36,9870,East Moriches Union Free School District,NY,37,1102,3609870,3.36
5590,36,9900,East Quogue Union Free School District,NY,42,849,3609900,4.95
139378,36,27810,East Ramapo Central School District (Spring Valley),NY,13449,39016,3627810,34.47
8736,36,9930,East Rochester Union Free School District,NY,143,1141,3609930,12.53
10021,36,9960,East Rockaway Union Free School District,NY,55,1352,3609960,4.07
21765,36,9990,East Syracuse-Minoa Central School District,NY,297,3239,3609990,9.17
9105,36,10050,East Williston Union Free School District,NY,52,1809,3610050,2.87
20167,36,10080,Eastchester Union Free School District,NY,79,3188,3610080,2.48
19185,36,125,Eastport-South Manor Central School District,NY,124,3077,3600125,4.03
9804,36,10170,Eden Central School District,NY,61,1515,3610170,4.03
7838,36,10200,Edgemont Union Free School District,NY,33,1810,3610200,1.82
1418,36,10230,Edinburg Common School District,NY,13,111,3610230,11.71
2964,36,10260,Edmeston Central School District,NY,72,426,3610260,16.9
3197,36,3,Edwards-Knox Central School District,NY,91,534,3600003,17.04
2484,36,10380,Elba Central School District,NY,33,425,3610380,7.76
4672,36,10410,Eldred Central School District,NY,98,595,3610410,16.47
12551,36,10500,Ellenville Central School District,NY,334,1607,3610500,20.78
3107,36,10530,Ellicottville Central School District,NY,73,461,3610530,15.84
42794,36,10560,Elmira City School District,NY,1511,6452,3610560,23.42
6461,36,10590,Elmira Heights Central School District,NY,172,991,3610590,17.36
52726,36,10620,Elmont Union Free School District,NY,371,3835,3610620,9.67
9616,36,10650,Elmsford Union Free School District,NY,107,1264,3610650,8.47
13637,36,10680,Elwood Union Free School District,NY,95,2190,3610680,4.34
16606,36,16560,Evans-Brant Central School District (Lake Shore),NY,192,2308,3616560,8.32
4792,36,10860,Fabius-Pompey Central School District,NY,38,807,3610860,4.71
40682,36,10890,Fairport Central School District,NY,320,6142,3610890,5.21
6770,36,10920,Falconer Central School District,NY,218,1155,3610920,18.87
12323,36,10950,Fallsburg Central School District,NY,692,1843,3610950,37.55
41148,36,10980,Farmingdale Union Free School District,NY,273,5682,3610980,4.8
26047,36,18330,Fayetteville-Manlius Central School District,NY,140,4820,3618330,2.9
5177,36,11070,Fillmore Central School District,NY,164,853,3611070,19.23
1052,36,21540,Fire Island Union Free School District,NY,5,100,3621540,5
