total_population,fips_state,fips_distid,district_name,state_abbr,child_poverty_estimate,child_population_5_17,leaid,pct_child_poverty
2282,6,38340,Sundale Union Elementary School District,CA,63,377,0638340,16.71
2194,6,38430,Sunnyside Union Elementary School District,CA,88,364,0638430,24.18
95950,6,38460,Sunnyvale Elementary School District,CA,427,7696,0638460,5.55
939,6,21,Sunol Glen Unified School District,CA,4,109,0600021,3.67
1084,6,38520,Surprise Valley Joint Unified School District,CA,29,119,0638520,24.37
9526,6,38550,Susanville Elementary School District,CA,220,1247,0638550,17.64
7543,6,38610,Sutter Union High School District,CA,39,504,0638610,7.74
491743,6,38640,Sweetwater Union High School District,CA,5342,42310,0638640,12.63
78707,6,38670,Sylvan Union Elementary School District,CA,1442,9788,0638670,14.73
18672,6,38700,Taft City School District,CA,760,2498,0638700,30.42
19602,6,38730,Taft Union High School District,CA,355,1307,0638730,27.16
33279,6,38770,Tahoe-Truckee Unified School District,CA,187,4820,0638770,3.88
115824,6,38790,Tamalpais Union High School District,CA,278,5177,0638790,5.37
35869,6,38880,Tehachapi Unified School District,CA,693,5918,0638880,11.71
169697,6,28,Temecula Valley Unified School District,CA,1864,34134,0600028,5.46
34666,6,38980,Temple City Unified School District,CA,637,5316,0638980,11.98
11352,6,39000,Templeton Unified School District,CA,143,1943,0639000,7.36
5671,6,39060,Terra Bella Union Elementary School District,CA,208,865,0639060,24.05
12671,6,39180,Thermalito Union School District,CA,360,1545,0639180,23.3
2159,6,39210,Three Rivers Union Elementary School District,CA,32,167,0639210,19.16
3252,6,39300,Tipton Elementary School District,CA,110,545,0639300,20.18
143175,6,39420,Torrance Unified School District,CA,1545,21397,0639420,7.22
106260,6,47,Tracy Unified School District,CA,2248,17774,0600047,12.65
1207,6,39600,Traver Joint Elementary School District,CA,49,208,0639600,23.56
32388,6,39630,Travis Unified School District,CA,317,5637,0639630,5.62
864,6,39690,Tres Pinos Union Elementary School District,CA,2,96,0639690,2.08
2043,6,39720,Trinidad Union Elementary School District,CA,30,171,0639720,17.54
8435,6,1331,Trinity Alps Unified School District,CA,265,889,0601331,29.81
382,6,39750,Trinity Center Elementary School District,CA,5,21,0639750,23.81
1713,6,39840,Trona Joint Unified School District,CA,72,285,0639840,25.26
71093,6,39870,Tulare City Elementary School District,CA,2825,11043,0639870,25.58
89073,6,39930,Tulare Joint Union High School District,CA,1411,6188,0639930,22.8
1969,6,39940,Tulelake Basin Joint Unified School District,CA,75,402,0639940,18.66
85271,6,158,Turlock Unified School District,CA,2519,14473,0600158,17.4
142607,6,40150,Tustin Unified School District,CA,2235,23632,0640150,9.46
5358,6,40200,Twain Harte School District,CA,61,419,0640200,14.56
5601,6,40230,Twin Hills Union Elementary School District,CA,28,381,0640230,7.35
2423,6,12,Twin Ridges Elementary School District,CA,38,183,0600012,20.77
206951,6,1332,Twin Rivers Unified School District,CA,7803,35741,0601332,21.83
1511,6,40260,Two Rock Union Elementary School District,CA,7,146,0640260,4.79
39248,6,40300,Ukiah Unified School District,CA,876,6843,0640300,12.8
46935,6,40320,Union Elementary School District,CA,169,6281,0640320,2.69
2595,6,40380,Union Hill Elementary School District,CA,37,209,0640380,17.7
78884,6,16,Upland Unified School District,CA,1423,12639,0600016,11.26
9379,6,1442,Upper Lake Unified School District,CA,435,1058,0601442,41.12
89028,6,40590,Vacaville Unified School District,CA,1293,14216,0640590,9.1
93142,6,91135,Val Verde Unified School District,CA,2462,19538,0691135,12.6
6161,6,40650,Valle Lindo Elementary School District,CA,97,559,0640650,17.35
9904,6,40680,Vallecito Union Elementary School District,CA,133,736,0640680,18.07
2344,6,40710,Vallecitos Elementary School District,CA,29,196,0640710,14.8
130117,6,40740,Vallejo City Unified School District,CA,3007,19220,0640740,15.65
27418,6,69,Valley Center-Pauma Unified School District,CA,331,4315,0600069,7.67
1899,6,40800,Valley Home Joint Elementary School District,CA,16,213,0640800,7.51
120914,6,40980,Ventura Unified School District,CA,1861,17463,0640980,10.66
111499,6,41040,Victor Elementary School District,CA,3039,12848,0641040,23.65
186147,6,36972,Victor Valley Union High School District,CA,4096,19146,0636972,21.39
3602,6,41130,Vineland Elementary School District,CA,260,602,0641130,43.19
164017,6,41160,Visalia Unified School District,CA,7311,33687,0641160,21.7
153422,6,41190,Vista Unified School District,CA,2561,23671,0641190,10.82
550,6,41220,Vista del Mar Union Elementary School District,CA,11,44,0641220,25
53812,6,41250,Walnut Creek Elementary School District,CA,202,3950,0641250,5.11
54881,6,41280,Walnut Valley Unified School District,CA,877,8676,0641280,10.11
2192,6,42,Warner Unified School District,CA,17,202,0600042,8.42
28121,6,41400,Wasco Union Elementary School District,CA,1039,4046,0641400,25.68
31405,6,41430,Wasco Union High School District,CA,474,2079,0641430,22.8
2756,6,41460,Washington Colony Elementary School District,CA,93,346,0641460,26.88
18234,6,1415,Washington Unified School District,CA,1019,2680,0601415,38.02
56133,6,41580,Washington Unified School District,CA,1422,9275,0641580,15.33
7020,6,41610,Washington Union Elementary School District,CA,16,488,0641610,3.28
10395,6,63,Waterford Unified School District,CA,292,2291,0600063,12.75
6447,6,41790,Waugh Elementary School District,CA,24,531,0641790,4.52
880,6,41820,Waukena Joint Union Elementary School District,CA,38,157,0641820,24.2
16525,6,41880,Weaver Union Elementary School District,CA,864,2904,0641880,29.75
3851,6,41980,Weed Union Elementary School District,CA,60,361,0641980,16.62
260996,6,32550,West Contra Costa Unified School District,CA,5031,38148,0632550,13.19
59285,6,42000,West Covina Unified School District,CA,1190,9036,0642000,13.17
1621,6,42060,West Park Elementary School District,CA,74,208,0642060,35.58
804,6,42270,West Side Union Elementary School District,CA,2,28,0642270,7.14
47053,6,2670,West Sonoma County Union High School District,CA,128,2010,0602670,6.37
61304,6,42140,Western Placer Unified School District,CA,482,9404,0642140,5.13
84690,6,42150,Westminster School District,CA,1521,8590,0642150,17.71
2280,6,42180,Westmorland Union Elementary School District,CA,145,372,0642180,38.98
832,6,42210,Westside Elementary School District,CA,18,153,0642210,11.76
72533,6,42120,Westside Union Elementary School District,CA,791,8247,0642120,9.59
1515,6,42300,Westwood Unified School District,CA,44,228,0642300,19.3
8691,6,42330,Wheatland Elementary School District,CA,124,1102,0642330,11.25
17710,6,42350,Wheatland Union High School District,CA,73,962,0642350,7.59
722,6,42420,Whitmore Union Elementary School District,CA,7,51,0642420,13.73
65098,6,42450,Whittier City Elementary School District,CA,839,6766,0642450,12.4
215623,6,42480,Whittier Union High School District,CA,1252,12191,0642480,10.27
279398,6,42510,William S. Hart Union High School District,CA,1722,24000,0642510,7.18
6304,6,42540,Williams Unified School District,CA,166,1348,0642540,12.31
13467,6,42560,Willits Unified School District,CA,339,2266,0642560,14.96
715,6,42600,Willow Creek Elementary School District,CA,14,66,0642600,21.21
330,6,42630,Willow Grove Union Elementary School District,CA,4,35,0642630,11.43
9319,6,42710,Willows Unified School District,CA,277,1822,0642710,15.2
3098,6,42750,Wilmar Union Elementary School District,CA,12,191,0642750,6.28
10488,6,42810,Wilsona Elementary School District,CA,362,1422,0642810,25.46
27898,6,34,Windsor Unified School District,CA,287,4462,0600034,6.43
588,6,42900,Winship Robbins Elementary School District,CA,2,77,0642900,2.6
9652,6,42930,Winters Joint Unified School District,CA,165,1742,0642930,9.47
12532,6,42960,Winton School District,CA,405,2011,0642960,20.14
14602,6,1428,Wiseburn Unified School District,CA,130,2246,0601428,5.79
12715,6,1418,Woodlake Unified School District,CA,667,2291,0601418,29.11
69246,6,43080,Woodland Joint Unified School District,CA,1342,11647,0643080,11.52
3106,6,43140,Woodside Elementary School District,CA,7,375,0643140,1.87
2675,6,43170,Woodville Elementary School District,CA,172,448,0643170,38.39
18204,6,43200,Wright Elementary School District,CA,142,1484,0643200,9.57
24074,6,160,Yosemite Unified School District,CA,311,2337,0600160,13.31
9552,6,43380,Yreka Union Elementary School District,CA,257,1061,0643380,24.22
17241,6,43410,Yreka Union High School District,CA,169,861,0643410,19.63
77425,6,43470,Yuba City Unified School District,CA,2254,14069,0643470,16.02
64064,6,43560,Yucaipa-Calimesa Joint Unified School District,CA,1178,11304,0643560,10.42
124792,8,1920,Academy School District 20,CO,907,23558,0801920,3.85
251757,8,6900,Adams 12 Five Star Schools,CO,3809,43462,0806900,8.76
42672,8,1950,Adams County School District 14,CO,1278,8611,0801950,14.84
239435,8,2340,Adams-Arapahoe School District 28J,CO,6241,39492,0802340,15.8
893,8,1980,Agate School District 300,CO,19,132,0801980,14.39
1139,8,2010,Aguilar Reorganized School District 6,CO,34,130,0802010,26.15
2498,8,2040,Akron School District R-1,CO,75,408,0802040,18.38
15617,8,2070,Alamosa School District RE-11J,CO,632,2815,0802070,22.45
13490,8,2190,Archuleta County School District 50-JT,CO,262,1710,0802190,15.32
521,8,2220,Arickaree School District R-2,CO,12,64,0802220,18.75
1174,8,2260,Arriba-Flagler School District C-20,CO,25,186,0802260,13.44
12647,8,2280,Aspen School District 1,CO,57,1326,0802280,4.3
8138,8,2310,Ault-Highland School District RE-9,CO,74,1506,0802310,4.91
9984,8,2400,Bayfield School District 10 JT-R,CO,106,1445,0802400,7.34
7423,8,2430,Bennett School District 29-J,CO,105,1363,0802430,7.7
500,8,2460,Bethune School District R-5,CO,21,114,0802460,18.42
2079,8,6600,Big Sandy School District 100J,CO,40,354,0806600,11.3
240871,8,2490,Boulder Valley School District RE-2,CO,1746,28883,0802490,6.05
635,8,2520,Branson Reorganized School District 82,CO,7,36,0802520,19.44
952,8,2550,Briggsdale School District RE-10,CO,14,178,0802550,7.87
8378,8,2610,Brush School District RE-2J,CO,254,1503,0802610,16.9
10054,8,2640,Buena Vista School District R-31,CO,111,1021,0802640,10.87
928,8,5640,Buffalo School District RE-4,CO,18,164,0805640,10.98
4092,8,2670,Burlington School District RE-6J,CO,155,801,0802670,19.35
2696,8,2700,Byers School District 32J,CO,38,494,0802700,7.69
3288,8,2730,Calhan School District RJ-1,CO,55,559,0802730,9.84
230,8,2760,Campo School District RE-6,CO,10,47,0802760,21.28
1857,8,6360,Centennial School District R-1,CO,78,240,0806360,32.5
3060,8,2850,Center School District 26-JT,CO,123,574,0802850,21.43
751,8,2880,Cheraw School District 31,CO,27,141,0802880,19.15
331246,8,2910,Cherry Creek School District 5,CO,4520,57905,0802910,7.81
1234,8,1,Cheyenne County School District RE-5,CO,51,241,0800001,21.16
23466,8,2940,Cheyenne Mountain School District 12,CO,160,3787,0802940,4.22
9076,8,3000,Clear Creek School District RE-1,CO,78,839,0803000,9.3
249093,8,3060,Colorado Springs School District 11,CO,3728,32930,0803060,11.32
933,8,3150,Creede School District,CO,12,93,0803150,12.9
5090,8,3180,Cripple Creek-Victor School District RE-1,CO,53,477,0803180,11.11
5439,8,3210,Crowley County School District RE-1-J,CO,114,463,0803210,24.62
5162,8,7200,Custer County School District C-1,CO,80,541,0807200,14.79
1014,8,3240,De Beque School District 49-JT,CO,8,154,0803240,5.19
1522,8,3270,Deer Trail School District 26J,CO,25,345,0803270,7.25
32627,8,3330,Delta County School District 50J,CO,740,4577,0803330,16.17
729019,8,3360,Denver County School District 1,CO,15338,90216,0803360,17
2601,8,3420,Dolores County School District RE-2,CO,77,327,0803420,23.55
4029,8,3390,Dolores School District RE-4A,CO,245,611,0803390,40.1
397019,8,3450,Douglas County School District RE-1,CO,1831,67304,0803450,2.72
42007,8,3480,Durango School District 9-R,CO,446,5049,0803480,8.83
46150,8,3540,Eagle County School District RE 50,CO,485,6718,0803540,7.22
12913,8,4320,East Grand School District 2,CO,121,1348,0804320,8.98
8521,8,5130,East Otero School District R-1,CO,392,1489,0805130,26.33
432,8,3630,Edison School District 54-JT,CO,13,98,0803630,13.27
1832,8,3690,Elbert School District 200,CO,19,276,0803690,6.88
18388,8,3720,Elizabeth School District,CO,153,2953,0803720,5.18
5825,8,3750,Ellicott School District 22,CO,117,1231,0803750,9.5
27852,8,3780,Englewood School District 1,CO,259,2629,0803780,9.85
12242,8,3810,Estes Park School District R-3,CO,67,1229,0803810,5.45
17867,8,4050,Fort Morgan School District RE-3,CO,665,3570,0804050,18.63
38710,8,4080,Fountain School District 8,CO,724,7823,0804080,9.25
2110,8,4110,Fowler School District R-4J,CO,86,338,0804110,25.44
30204,8,2790,Fremont RE-1,CO,633,3905,0802790,16.21
16935,8,3960,Fremont RE-2,CO,281,1644,0803960,17.09
3490,8,3120,Fremont RE-3,CO,51,354,0803120,14.41
928,8,3930,Frenchman School District RE-3,CO,15,164,0803930,9.15
7341,8,4380,Garfield County School District 16,CO,130,1403,0804380,9.27
28192,8,6240,Garfield School District RE-2,CO,573,5492,0806240,10.43
1358,8,4740,Genoa-Hugo School District C-113,CO,41,234,0804740,17.52
3142,8,4230,Gilpin County School District RE-1,CO,15,259,0804230,5.79
776,8,4290,Granada School District RE-1,CO,30,169,0804290,17.75
145867,8,4410,Greeley School District 6,CO,3785,24763,0804410,15.28
17281,8,4470,Gunnison Watershed School District RE-1J,CO,142,2019,0804470,7.03
2034,8,4500,Hanover School District 28,CO,45,353,0804500,12.75
80243,8,4530,Harrison School District 2,CO,1901,12105,0804530,15.7
1495,8,4560,Haxtun School District RE-2J,CO,37,297,0804560,12.46
2968,8,4590,Hayden School District RE-1,CO,35,458,0804590,7.64
570,8,6510,Hi-Plains School District R-23,CO,21,106,0806510,19.81
714,8,4620,Hinsdale County School District RE-1,CO,8,70,0804620,11.43
1586,8,4650,Hoehne Reorganized School District 3,CO,40,238,0804650,16.81
1369,8,4680,Holly School District RE-3,CO,37,279,0804680,13.26
3196,8,4710,Holyoke School District RE-1J,CO,94,591,0804710,15.91
5499,8,7080,Huerfano School District RE-1,CO,178,662,0807080,26.89
603,8,18,Idalia School District RJ-3,CO,13,138,0800018,9.42
5487,8,4770,Ignacio School District 11-JT,CO,141,880,0804770,16.02
586286,8,4800,Jefferson County School District R-1,CO,5670,76704,0804800,7.39
25715,8,4830,Johnstown-Milliken School District RE-5J,CO,280,4862,0804830,5.76
1498,8,4860,Julesburg School District RE-1,CO,59,226,0804860,26.11
348,8,4890,Karval School District RE-23,CO,4,54,0804890,7.41
261,8,4980,Kim Reorganized School District 88,CO,9,44,0804980,20.45
1127,8,3510,Kiowa County School District No. RE-1,CO,41,207,0803510,19.81
3254,8,5010,Kiowa School District C-2,CO,42,539,0805010,7.79
478,8,5040,Kit Carson School District R-1,CO,20,126,0805040,15.87
1489,8,5160,La Veta School District RE-2,CO,41,133,0805160,30.83
7369,8,5190,Lake County School District R-1,CO,176,1057,0805190,16.65
8962,8,5220,Lamar School District RE-2,CO,439,1730,0805220,25.38
4954,8,5250,Las Animas School District RE-1,CO,150,524,0805250,28.63
38208,8,5820,Lewis-Palmer School District 38,CO,195,7282,0805820,2.68
500,8,19,Liberty School District J-4,CO,11,73,0800019,15.07
3434,8,5280,Limon School District RE-4J,CO,95,466,0805280,20.39
99629,8,5310,Littleton School District 6,CO,597,15046,0805310,3.97
244,8,5340,Lone Star School District 101,CO,2,47,0805340,4.26
3477,8,5460,Mancos School District RE-6,CO,86,438,0805460,19.63
8498,8,5490,Manitou Springs School District 14,CO,65,891,0805490,7.3
746,8,5520,Manzanola School District 3J,CO,23,117,0805520,19.66
