destinationtable,rcdts,level,school_name,district,city,county,district_type,school_type,grades_served,percent_of_kindergartners_rated_on_14_required_measures,percent_of_kindergartners_demonstrating_readiness_in_zero_devel,percent_of_kindergartners_demonstrating_readiness_in_one_develo,percent_of_kindergartners_demonstrating_readiness_in_two_develo,percent_of_kindergartners_demonstrating_readiness_in_all_three_,percent_of_kindergartners_demonstrating_readiness_in_all_thre_1,percent_of_kindergartners_demonstrating_readiness_in_all_thre_2,percent_of_kindergartners_demonstrating_readiness_in_all_thre_3,percent_of_kindergartners_demonstrating_readiness_in_all_thre_4,percent_of_kindergartners_demonstrating_readiness_in_all_thre_5,percent_of_kindergartners_demonstrating_readiness_in_all_thre_6,percent_of_kindergartners_demonstrating_readiness_in_all_thre_7,percent_of_kindergartners_demonstrating_readiness_in_all_thre_8,percent_of_kindergartners_demonstrating_readiness_in_all_thre_9,percent_of_kindergartners_demonstrating_readiness_in_all_thr_10,percent_of_kindergartners_demonstrating_readiness_in_all_thr_11,percent_of_kindergartners_demonstrating_readiness_in_all_thr_12,percent_of_kindergartners_demonstrating_readiness_in_all_thr_13,percent_of_kindergartners_demonstrating_readiness_in_all_thr_14,percent_of_kindergartners_demonstrating_readiness_in_all_thr_15,percent_of_kindergartners_demonstrating_readiness_in_all_thr_16,percent_of_kindergartners_demonstrating_readiness_in_social_and,percent_of_kindergartners_demonstrating_readiness_in_language_a,percent_of_kindergartners_demonstrating_readiness_in_math
KIDS1,34-049-1030-02-2002,School,Laura B Sprague School,Lincolnshire-Prairieview SD 103,Lincolnshire,Lake,Elementary District,Elementary School,PK - 2,95,14.2,20.1,25.4,40.3,38.2,*,*,45.3,,*,*,*,41.1,39.7,,*,*,*,*,,79.9,67.2,44.8
KIDS1,05-016-0740-02-1001,School,Lincoln Hall Middle School,Lincolnwood SD 74,Lincolnwood,Cook,Elementary District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,05-016-0740-02-2003,School,Rutledge Hall Elem School,Lincolnwood SD 74,Lincolnwood,Cook,Elementary District,Elementary School,3 - 5,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,05-016-0740-02-2004,School,Todd Hall Elem School,Lincolnwood SD 74,Lincolnwood,Cook,Elementary District,Elementary School,PK - 2,90.8,37.1,18,,37.1,45.5,*,*,*,,*,*,*,42.9,31.9,,*,*,*,*,,53.9,50.6,40.4
KIDS1,06-016-0920-02-2001,School,Lindop Elem School,Lindop SD 92,Broadview,Cook,Elementary District,Elementary School,PK - 8,100,,31.4,,,,*,*,,,,*,,,,,*,*,*,*,*,74.3,51.4,
KIDS1,24-047-0900-04-2001,School,Lisbon Grade School,Lisbon CCSD 90,Newark,Kendall,Elementary District,Elementary School,K - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-2020-26-2006,School,Lisle Elementary School,Lisle CUSD 202,Lisle,Dupage,Unit District,Elementary School,PK - 5,91,33,20.9,22,24.2,29.8,*,*,*,,,*,,26.7,21.7,,*,*,*,*,*,50.5,53.8,33
KIDS1,19-022-2020-26-0001,School,Lisle High School,Lisle CUSD 202,Lisle,Dupage,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-2020-26-1002,School,Lisle Jr High School,Lisle CUSD 202,Lisle,Dupage,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,03-068-0120-26-2004,School,Litchfield Early Childhood Center,Litchfield CUSD 12,Litchfield,Montgomery,Unit District,Elementary School,K - 1,95.8,39.7,,20.6,27.9,28.8,*,*,,,,,,33.3,,,*,*,,*,*,50,50,36.8
KIDS1,03-068-0120-26-2006,School,Litchfield Elementary School,Litchfield CUSD 12,Litchfield,Montgomery,Unit District,Elementary School,2 - 5,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,03-068-0120-26-1002,School,Litchfield Middle School,Litchfield CUSD 12,Litchfield,Montgomery,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,03-068-0120-26-0001,School,Litchfield Senior High School,Litchfield CUSD 12,Litchfield,Montgomery,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,03-068-0120-26-3001,School,Prekindergarten at Litchfield Early Childhood Center,Litchfield CUSD 12,Litchfield,Montgomery,Unit District,Special School,PK,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,56-099-0910-02-1001,School,Kelvin Grove Jr High School,Lockport SD 91,Lockport,Will,Elementary District,Middle/Junior High School,4 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,56-099-0910-02-2001,School,Milne Grove Elem School,Lockport SD 91,Lockport,Will,Elementary District,Elementary School,PK - 3,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,56-099-2050-17-0001,School,Lockport Township High Sch East,Lockport Twp HSD 205,Lockport,Will,High School District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-0440-02-2001,School,Butterfield Elem School,Lombard SD 44,Lombard,Dupage,Elementary District,Elementary School,K - 5,88,,,25,54.5,54.5,*,*,*,,,*,*,,61.5,,*,*,*,*,,88.6,79.5,56.8
KIDS1,19-022-0440-02-1009,School,Glenn Westlake Middle School,Lombard SD 44,Lombard,Dupage,Elementary District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-0440-02-3001,School,John Schroder Early Childhood Center,Lombard SD 44,Lombard,Dupage,Elementary District,Special School,PK,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-0440-02-2013,School,Madison Elementary School,Lombard SD 44,Lombard,Dupage,Elementary District,Elementary School,K - 5,97.3,34.7,,,47.2,66.7,*,*,*,,*,,*,45,50,,*,*,*,*,*,61.1,56.9,52.8
KIDS1,19-022-0440-02-2009,School,Manor Hill Elem School,Lombard SD 44,Lombard,Dupage,Elementary District,Elementary School,K - 5,69.6,46.2,,,,,*,*,*,,,*,,,,,*,*,*,*,*,38.5,43.6,
KIDS1,19-022-0440-02-2010,School,Park View Elem School,Lombard SD 44,Lombard,Dupage,Elementary District,Elementary School,K - 5,100,70.6,,,,,*,*,*,,,*,*,,,,*,*,*,*,*,29.4,,
KIDS1,19-022-0440-02-2012,School,Pleasant Lane Elem School,Lombard SD 44,Lombard,Dupage,Elementary District,Elementary School,K - 5,84.2,50,,,31.3,,,*,*,,,*,,,,,*,*,*,*,,46.9,37.5,34.4
KIDS1,19-022-0440-02-2005,School,Wm Hammerschmidt Elem School,Lombard SD 44,Lombard,Dupage,Elementary District,Elementary School,K - 5,94.7,18.5,,,50,48.9,,*,*,,,*,,53.8,46.4,,*,*,*,*,,75.9,70.4,51.9
KIDS1,35-050-4250-26-2001,School,Lostant Elem School,Lostant CUSD 425,Lostant,La Salle,Unit District,Elementary School,K - 8,,,,,,,,,,,,,,,,,,,,*,,,,
KIDS1,53-102-0210-26-2003,School,Lowpoint-Washburn Elem School,Lowpoint-Washburn CUSD 21,Washburn,Woodford,Unit District,Elementary School,PK - 5,100,,,,50,48,,,,,,*,,,,,,,,62.5,,84.6,53.8,57.7
KIDS1,53-102-0210-26-0001,School,Lowpoint-Washburn Jr Sr High Sch,Lowpoint-Washburn CUSD 21,Washburn,Woodford,Unit District,High School,6 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,09-010-1420-04-2001,School,Ludlow Elementary School,Ludlow CCSD 142,Ludlow,Champaign,Elementary District,Elementary School,K - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,06-016-1030-02-2008,School,Costello School,Lyons SD 103,Lyons,Cook,Elementary District,Elementary School,PK - 5,45.2,,,,,,,*,,,*,*,,,,,*,*,*,*,,78.6,,
KIDS1,06-016-1030-02-2002,School,Edison Elem School,Lyons SD 103,Stickney,Cook,Elementary District,Elementary School,PK - 5,100,33.3,,,,,*,*,,,,,,,,,*,*,*,*,*,50,53.3,33.3
KIDS1,06-016-1030-02-2004,School,Home Elem School,Lyons SD 103,Stickney,Cook,Elementary District,Elementary School,PK - 5,50,57.9,,,,,,*,,,,,,,,,*,*,*,*,,,,
KIDS1,06-016-1030-02-2006,School,J W Robinson Jr Elem School,Lyons SD 103,Lyons,Cook,Elementary District,Elementary School,K - 5,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,06-016-1030-02-2005,School,Lincoln Elem School,Lyons SD 103,Brookfield,Cook,Elementary District,Elementary School,PK - 5,88.9,29.2,20.8,,31.3,,*,*,,,,,,35.7,,,*,*,*,*,,62.5,54.2,35.4
KIDS1,06-016-1030-02-2007,School,Washington Middle School,Lyons SD 103,Lyons,Cook,Elementary District,Elementary School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,06-016-2040-17-0001,School,Lyons Twp High Sch,Lyons Twp HSD 204,La Grange,Cook,High School District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,26-062-1850-26-2008,School,Edison Elementary School,Macomb CUSD 185,Macomb,McDonough,Unit District,Elementary School,3 - 5,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,26-062-1850-26-2004,School,Lincoln Elem School,Macomb CUSD 185,Macomb,McDonough,Unit District,Elementary School,K - 2,89,26.4,12.4,14.9,46.3,47.8,45.8,*,*,,,*,*,48.2,44.6,,*,*,*,37.7,*,66.9,62,52.1
KIDS1,26-062-1850-26-3001,School,MacArthur Early Childhood Center,Macomb CUSD 185,Macomb,McDonough,Unit District,Special School,PK,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,26-062-1850-26-1001,School,Macomb Middle School,Macomb CUSD 185,Macomb,McDonough,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,26-062-1850-26-0001,School,Macomb Senior High School,Macomb CUSD 185,Macomb,McDonough,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,41-057-0120-26-2008,School,Bernard Long Elem School,Madison CUSD 12,Madison,Madison,Unit District,Elementary School,PK - 5,92.3,,33.3,,30.6,,32.4,*,,,,,,,,,*,*,,31.4,*,75,50,33.3
KIDS1,41-057-0120-26-1003,School,Madison Jr High School,Madison CUSD 12,Madison,Madison,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,41-057-0120-26-0001,School,Madison Senior High School,Madison CUSD 12,Madison,Madison,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-0600-02-2001,School,Holmes Elem School,Maercker SD 60,Clarendon Hills,Dupage,Elementary District,Elementary School,PK - 2,97.8,30.1,18,15.8,36.1,45.2,*,*,45.5,,,*,,39.2,32.2,,*,*,*,17.5,*,60.9,52.6,44.4
KIDS1,19-022-0600-02-2002,School,Maercker Elem School,Maercker SD 60,Westmont,Dupage,Elementary District,Elementary School,3 - 5,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-0600-02-1001,School,Westview Hills Middle School,Maercker SD 60,Willowbrook,Dupage,Elementary District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,09-010-0030-26-2003,School,Lincoln Trail Elem School,Mahomet-Seymour CUSD 3,Mahomet,Champaign,Unit District,Elementary School,3 - 5,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,09-010-0030-26-0001,School,Mahomet-Seymour High School,Mahomet-Seymour CUSD 3,Mahomet,Champaign,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,09-010-0030-26-1002,School,Mahomet-Seymour Jr High School,Mahomet-Seymour CUSD 3,Mahomet,Champaign,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,09-010-0030-26-2005,School,Middletown Prairie Elementary ,Mahomet-Seymour CUSD 3,Mahomet,Champaign,Unit District,Elementary School,PK - 2,98.2,38,10.9,19.5,31.7,30.4,*,*,*,,,*,,34.7,29.2,,*,*,*,*,*,58.4,50.7,35.7
KIDS1,05-016-2070-17-0001,School,Maine East High School,Maine Township HSD 207,Park Ridge,Cook,High School District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,05-016-2070-17-0003,School,Maine South High School,Maine Township HSD 207,Park Ridge,Cook,High School District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,05-016-2070-17-0004,School,Maine West High School,Maine Township HSD 207,Des Plaines,Cook,High School District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,28-006-0840-04-2001,School,Malden Grade School,Malden CCSD 84,Malden,Bureau,Elementary District,Elementary School,PK - 8,,,,,,,,*,,,,,,,,,*,*,,*,,,,
KIDS1,56-099-1140-02-2001,School,Anna McDonald Elem School,Manhattan SD 114,Manhattan,Will,Elementary District,Elementary School,2 - 3,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,56-099-1140-02-2003,School,Manhattan Intermediate School,Manhattan SD 114,Manhattan,Will,Elementary District,Elementary School,4 - 5,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,56-099-1140-02-1001,School,Manhattan Jr High School,Manhattan SD 114,Manhattan,Will,Elementary District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,56-099-1140-02-2002,School,Wilson Creek Elem Sch,Manhattan SD 114,Manhattan,Will,Elementary District,Elementary School,PK - 1,98.1,8.1,13.3,12.3,66.4,68.8,*,58.6,*,,,*,,70.7,63,,37.0,37.0,,54.5,,87.7,74.9,74.4
KIDS1,06-016-0830-02-3002,School,Mannheim Early Childhood Center,Mannheim SD 83,NorthLake,Cook,Elementary District,Special School,PK,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,06-016-0830-02-1003,School,Mannheim Middle School,Mannheim SD 83,Melrose Park,Cook,Elementary District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,06-016-0830-02-2004,School,Roy Elem School,Mannheim SD 83,Northlake,Cook,Elementary District,Elementary School,K - 5,100,47.7,23.9,,19.3,,,17.1,,,,*,,,,,*,*,*,*,*,46.6,30.7,22.7
KIDS1,06-016-0830-02-2002,School,Scott Elementary School,Mannheim SD 83,Melrose Park,Cook,Elementary District,Elementary School,K - 5,98.2,46.3,29.6,20.4,,,*,*,,*,,,,,,,*,*,*,*,,46.3,18.5,
KIDS1,06-016-0830-02-2005,School,Westdale Elem School,Mannheim SD 83,Northlake,Cook,Elementary District,Elementary School,K - 5,95.7,23.9,23.9,14.9,37.3,,*,33.9,*,,,*,,37.9,36.8,,*,*,28.9,34.0,*,73.1,50.7,41.8
KIDS1,32-046-0050-26-2003,School,Manteno Elem School,Manteno CUSD 5,Manteno,Kankakee,Unit District,Elementary School,PK - 4,64.7,28.6,,13,46.8,50.9,*,*,,,,*,,48.5,45.5,,*,*,*,*,,67.5,62.3,48.1
KIDS1,32-046-0050-26-0005,School,Manteno High School,Manteno CUSD 5,Manteno,Kankakee,Unit District,High School,8 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,32-046-0050-26-1004,School,Manteno Middle School,Manteno CUSD 5,Manteno,Kankakee,Unit District,Middle/Junior High School,5 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,44-063-1540-16-0001,School,Marengo High School,Marengo CHSD 154,Marengo,McHenry,High School District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,44-063-1650-03-2002,School,Locust Elem School,Marengo-Union E Cons D 165,Marengo,McHenry,Elementary District,Elementary School,PK - 3,94.9,35.1,31.9,30.9,,,,*,*,,*,*,,,,,*,*,*,*,*,61.7,36.2,
KIDS1,44-063-1650-03-1001,School,Marengo Comm Middle School,Marengo-Union E Cons D 165,Marengo,McHenry,Elementary District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,44-063-1650-03-2004,School,Ulysses S Grant Intermediate Sch,Marengo-Union E Cons D 165,Marengo,McHenry,Elementary District,Elementary School,4 - 5,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,21-100-0020-26-2003,School,Adams School,Marion CUSD 2,Creal Springs,Williamson,Unit District,Elementary School,PK - 8,95,,,,,,,,,,,*,,,,,*,*,,*,,52.6,73.7,
KIDS1,21-100-0020-26-2004,School,Jefferson Elem School,Marion CUSD 2,Marion,Williamson,Unit District,Elementary School,PK - 5,97.7,,,,74.4,71.9,*,*,*,,,*,,89.5,62.5,,*,*,,68.6,*,88.4,81.4,74.4
KIDS1,21-100-0020-26-2005,School,Lincoln Elem School,Marion CUSD 2,Marion,Williamson,Unit District,Elementary School,K - 5,100,28.4,18.5,32.1,21,21.2,*,*,,,,*,,,30.6,,*,*,*,20.0,*,67.9,51.9,25.9
KIDS1,21-100-0020-26-2007,School,Longfellow Elem School,Marion CUSD 2,Marion,Williamson,Unit District,Elementary School,K - 5,100,,,,52.5,55.6,*,*,*,,,*,,65.2,,,*,*,,*,*,80,75,52.5
KIDS1,21-100-0020-26-0001,School,Marion High School,Marion CUSD 2,Marion,Williamson,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,21-100-0020-26-1002,School,Marion Jr High School,Marion CUSD 2,Marion,Williamson,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,21-100-0020-26-2010,School,Washington Elem School,Marion CUSD 2,Marion,Williamson,Unit District,Elementary School,K - 5,97.6,29.6,,42,24.7,28.8,*,*,,,,*,,33.3,,,*,*,,*,*,69.1,67.9,24.7
KIDS1,50-082-0400-26-2002,School,Marissa Elem School,Marissa CUSD 40,Marissa,Saint Clair,Unit District,Elementary School,PK - 6,100,35.5,,,,,*,*,,,,*,,,,,*,*,,*,*,61.3,45.2,32.3
KIDS1,50-082-0400-26-0001,School,Marissa Jr & Sr High School,Marissa CUSD 40,Marissa,Saint Clair,Unit District,High School,7 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,39-055-0020-26-2003,School,Maroa-Forsyth Grade School,Maroa Forsyth CUSD 2,Forsyth,Macon,Unit District,Elementary School,PK - 5,100,,,,83.8,87.5,*,*,*,,,*,,87.5,79.4,,*,*,*,78.6,*,91.9,90.5,85.1
KIDS1,39-055-0020-26-1001,School,Maroa-Forsyth Middle School,Maroa Forsyth CUSD 2,Maroa,Macon,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,39-055-0020-26-0001,School,Maroa-Forsyth Senior High Sch,Maroa Forsyth CUSD 2,Maroa,Macon,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-0150-02-2006,School,Black Hawk Elem School,Marquardt SD 15,Glendale Hts,Dupage,Elementary District,Elementary School,K - 5,91.9,89.7,,,,,*,*,*,,*,*,,,,,*,*,*,*,*,,,
KIDS1,19-022-0150-02-2001,School,G Stanley Hall Elem School,Marquardt SD 15,Glendale Hts,Dupage,Elementary District,Elementary School,PK - 5,94,34,,21.3,25.5,,*,*,*,,,,*,,,,*,*,*,*,,46.8,59.6,31.9
KIDS1,19-022-0150-02-1004,School,Marquardt Middle School,Marquardt SD 15,Glendale Hts,Dupage,Elementary District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,19-022-0150-02-2003,School,Reskin Elem School,Marquardt SD 15,Glendale Hts,Dupage,Elementary District,Elementary School,K - 5,95.3,50.8,21.3,,16.4,,*,*,*,,,*,*,,,,*,*,*,*,,37.7,37.7,18
KIDS1,19-022-0150-02-2004,School,Winnebago Elem School,Marquardt SD 15,Bloomingdale,Dupage,Elementary District,Elementary School,PK - 5,98,30,20,22,28,,*,*,*,,,*,*,,,,*,*,*,*,,64,48,36
KIDS1,35-050-1500-02-2001,School,Marseilles Elementary School,Marseilles ESD 150,Marseilles,La Salle,Elementary District,Elementary School,PK - 8,95.1,,,20.7,50,46.5,,*,*,,,*,,53.1,46.2,,*,*,*,52.9,*,82.8,63.8,60.3
KIDS1,11-012-002C-26-0001,School,Marshall High School,Marshall CUSD 2C,Marshall,Clark,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,11-012-002C-26-1002,School,Marshall Jr High School,Marshall CUSD 2C,Marshall,Clark,Unit District,Middle/Junior High School,7 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,11-012-002C-26-2003,School,North Elem School,Marshall CUSD 2C,Marshall,Clark,Unit District,Elementary School,3 - 6,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,11-012-002C-26-2005,School,South Elem School,Marshall CUSD 2C,Marshall,Clark,Unit District,Elementary School,PK - 2,97.1,21.6,,14.7,55.9,57.7,,*,,,,*,,57.7,54,,39.4,39.4,,46.7,*,71.6,71.6,61.8
KIDS1,11-012-003C-26-2005,School,Martinsville Elem School,Martinsville CUSD 3C,Martinsville,Clark,Unit District,Elementary School,PK - 6,100,,,,79.3,75,,*,*,,,*,,85,,,*,*,,85.7,*,93.1,82.8,82.8
KIDS1,11-012-003C-26-0001,School,Martinsville Jr-Sr High School,Martinsville CUSD 3C,Martinsville,Clark,Unit District,High School,7 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,50-082-0190-26-2003,School,Mascoutah Elem School,Mascoutah CUD 19,Mascoutah,Saint Clair,Unit District,Elementary School,PK - 5,97.4,29.7,17.1,17.1,36,36.3,*,*,*,,,*,,36,36.1,,*,*,*,*,,55,56.8,47.7
KIDS1,50-082-0190-26-0001,School,Mascoutah High School,Mascoutah CUD 19,Mascoutah,Saint Clair,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,50-082-0190-26-1002,School,Mascoutah Middle School,Mascoutah CUD 19,Mascoutah,Saint Clair,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,50-082-0190-26-2006,School,Scott Elem School,Mascoutah CUD 19,Scott Air Force Base,Saint Clair,Unit District,Elementary School,PK - 5,97.8,24.4,13.3,15.6,46.7,48.1,*,43.5,*,,*,*,,40.5,54.1,,*,*,*,45.0,,66.7,66.7,51.1
KIDS1,50-082-0190-26-2007,School,Wingate Elementary School,Mascoutah CUD 19,Shiloh,Saint Clair,Unit District,Elementary School,PK - 5,100,19.3,,22.8,52.6,63.6,*,*,*,,,*,,58.1,46.2,,*,*,*,*,*,78.9,77.2,52.6
KIDS1,21-061-0010-26-2010,School,Brookport Elementary School,Massac UD 1,Brookport,Massac,Unit District,Elementary School,PK - 6,63.6,,,,,,*,,,,,*,,,,,*,*,,*,,78.6,78.6,
KIDS1,21-061-0010-26-2002,School,Franklin Elem School,Massac UD 1,Metropolis,Massac,Unit District,Elementary School,K - 6,94.1,,,,,,,,,,,*,,,,,*,*,,*,*,,,
KIDS1,21-061-0010-26-2001,School,Jefferson Elem School,Massac UD 1,Metropolis,Massac,Unit District,Elementary School,K - 6,,,,,,,,,,,,,,,,,*,*,,*,,,,
KIDS1,21-061-0010-26-0001,School,Massac County High School,Massac UD 1,Metropolis,Massac,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,21-061-0010-26-1001,School,Massac Jr High School,Massac UD 1,Metropolis,Massac,Unit District,Middle/Junior High School,7 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,21-061-0010-26-2003,School,Metropolis Elem School,Massac UD 1,Metropolis,Massac,Unit District,Elementary School,PK - 6,33.3,,,,,,*,,,,,*,,,,,,,,*,,84.2,78.9,
KIDS1,21-061-0010-26-2006,School,Unity Elem School,Massac UD 1,Brookport,Massac,Unit District,Elementary School,K - 6,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,07-016-1620-02-2001,School,Arcadia Elem School,Matteson ESD 162,Olympia Fields,Cook,Elementary District,Elementary School,K - 4,95.3,37.6,10.9,21.8,29.7,,31.0,*,,,,*,,36.2,,,*,*,*,*,*,53.5,54.5,35.6
KIDS1,07-016-1620-02-2009,School,Illinois School,Matteson ESD 162,Park Forest,Cook,Elementary District,Elementary School,K - 8,100,,,38.2,38.2,,41.4,*,,,,*,,,,,*,*,*,*,,64.7,76.5,52.9
KIDS1,07-016-1620-02-2003,School,Indiana Elem School,Matteson ESD 162,Park Forest,Cook,Elementary District,Elementary School,4 - 6,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,07-016-1620-02-2005,School,Matteson Elem School,Matteson ESD 162,Matteson,Cook,Elementary District,Elementary School,K - 3,100,46.2,16.1,,28,,24.0,*,,,*,*,,34.8,21.3,,*,*,*,*,,43,39.8,36.6
KIDS1,07-016-1620-02-1004,School,O W Huth Middle School,Matteson ESD 162,Matteson,Cook,Elementary District,Middle/Junior High School,7 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,07-016-1620-02-2010,School,Richton Square School,Matteson ESD 162,Richton Park,Cook,Elementary District,Elementary School,PK,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,07-016-1620-02-2008,School,Sauk Elem School,Matteson ESD 162,Richton Park,Cook,Elementary District,Elementary School,4 - 6,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,11-015-0020-26-2015,School,Arland D Williams Jr Elem Sch,Mattoon CUSD 2,Mattoon,Coles,Unit District,Elementary School,K - 5,93.5,26.7,16.3,20.9,36,36.7,*,*,,,,*,,41.9,30.2,,*,*,*,30.5,*,65.1,61.6,39.5
KIDS1,11-015-0020-26-3009,School,Franklin Elementary School,Mattoon CUSD 2,Mattoon,Coles,Unit District,Special School,PK,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,11-015-0020-26-0001,School,Mattoon High School,Mattoon CUSD 2,Mattoon,Coles,Unit District,High School,9 - 12,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,11-015-0020-26-1003,School,Mattoon Middle School,Mattoon CUSD 2,Mattoon,Coles,Unit District,Middle/Junior High School,6 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,11-015-0020-26-2016,School,Riddle Elementary School,Mattoon CUSD 2,Mattoon,Coles,Unit District,Elementary School,K - 5,75.3,18.8,18.8,17.2,45.3,44.4,*,*,,*,,*,,51.6,39.4,,*,*,,41.3,*,76.6,59.4,53.1
KIDS1,06-016-0890-02-2002,School,Emerson Elem School,Maywood-Melrose Park-Broadview 89,Maywood,Cook,Elementary District,Elementary School,PK - 5,84.4,63.2,,,,,*,*,,,,*,,,,,*,*,*,*,*,34.2,,
KIDS1,06-016-0890-02-2003,School,Garfield Elem School,Maywood-Melrose Park-Broadview 89,Maywood,Cook,Elementary District,Elementary School,PK - 5,86.3,38.6,27.3,,,,*,*,,,,*,,,,,*,*,*,*,*,52.3,36.4,
KIDS1,06-016-0890-02-1001,School,Irving Middle School,Maywood-Melrose Park-Broadview 89,Maywood,Cook,Elementary District,Middle/Junior High School,5 - 8,,,,,,,,,,,,,,,,,,,,,,,,
KIDS1,06-016-0890-02-2001,School,Jane Addams Elem School,Maywood-Melrose Park-Broadview 89,Melrose Park,Cook,Elementary District,Elementary School,PK - 5,96,,39.6,,31.3,,*,35.9,,,,*,,,50,,*,*,*,*,,77.1,54.2,39.6
KIDS1,06-016-0890-02-2006,School,Lincoln Elem School,Maywood-Melrose Park-Broadview 89,Maywood,Cook,Elementary District,Elementary School,PK - 5,89.2,46.6,17.2,,24.1,,*,25.6,*,,,*,,31.4,,,*,*,*,*,*,46.6,34.5,32.8
