ceeb,school_name,state,sector,rigor_score_default,rigor_tier_default,rigor_score_scenarioA,rigor_tier_scenarioA,ib_intensity_v2
,Excel Center - Bloomington,IN,public,-0.8581938407237246,Below Average,-0.8581938407237246,Below Average,
,Excel Center - Clarksville,IN,public,-1.0924001772323975,Below Average,-1.0924001772323975,Below Average,
,Excel Center - Decatur,IN,public,,,,,
,Excel Center - Elkhart,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Excel Center - Gary,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Excel Center - Grant County,IN,public,,,,,
,Excel Center - Hammond,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Excel Center - Kokomo,IN,public,-0.778016771202667,Below Average,-0.778016771202667,Below Average,
,Excel Center - Lafayette,IN,public,-0.8415182177812688,Below Average,-0.8415182177812688,Below Average,
,Excel Center - Meadows,IN,public,,,,,
,Excel Center - Michigan Street,IN,public,-0.8976841630808065,Below Average,-0.8976841630808065,Below Average,
,Excel Center - Muncie,IN,public,-0.7939338315008108,Below Average,-0.7939338315008108,Below Average,
,Excel Center - Noblesville,IN,public,-0.9768999740075086,Below Average,-0.9768999740075086,Below Average,
,Excel Center - Richmond,IN,public,-1.0571675132180711,Below Average,-1.0571675132180711,Below Average,
,Excel Center - Shadeland,IN,public,,,,,
,Excel Center - Shelbyville,IN,public,-1.062024689858134,Below Average,-1.062024689858134,Below Average,
,Excel Center - South Bend,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Excel Center - Southeast,IN,public,,,,,
,Excel Center - University Heights,IN,public,-1.0916896354082688,Below Average,-1.0916896354082688,Below Average,
,Excel Center - West,IN,public,-1.291805970744716,Below Average,-1.291805970744716,Below Average,
,Excel Center of Evansville Southeast,IN,public,,,,,
,Excel Center of West Central Indiana,IN,public,,,,,
,Fishers High School,IN,public,0.9597405437316655,Very Demanding,0.9597405437316655,Very Demanding,
,Gary Middle College,IN,public,-0.7892362953846401,Below Average,-0.7892362953846401,Below Average,
,Hammond Academy of Science & Tech,IN,public,0.13559547257542867,Demanding,0.13559547257542867,Demanding,
,Herron-Riverside High School,IN,public,0.16663925372655608,Demanding,0.16663925372655608,Demanding,
,Hoosier College and Career Academy,IN,public,-0.20547729431381312,Average,-0.20547729431381312,Average,
,Indiana Agriculture and Technology,IN,public,-0.7919623303814118,Below Average,-0.7919623303814118,Below Average,
,Indiana Digital JR and High School,IN,public,1.2679250960693218,Very Demanding,1.2679250960693218,Very Demanding,
,Indiana Gateway Alternative School,IN,public,,,,,
,Indiana Online Learning Academy 6-12,IN,public,,,,,
,Indianapolis Metropolitan High Sch,IN,public,-0.30988981749672506,Average,-0.30988981749672506,Average,
,James and Rosemary Phalen Leadership Academy High School,IN,public,-0.6070818229414684,Average,-0.6070818229414684,Below Average,
,KIPP Indy Legacy High,IN,public,0.629530246820726,Very Demanding,0.629530246820726,Very Demanding,
,Kokomo Virtual Academy,IN,public,,,,,
,Neighbors' New Vistas High School,IN,public,0.46490675376125085,Demanding,0.46490675376125085,Demanding,
,New Castle Schools at the Hoosier Youth Challenge Academy,IN,public,,,,,
,New Tech Institute,IN,public,0.40147501424889476,Demanding,0.40147501424889476,Demanding,
,Options Indiana,IN,public,-0.7092452733656102,Average,-0.7092452733656102,Below Average,
,Options Noblesville,IN,public,1.3600220557178404,Very Demanding,1.3600220557178404,Very Demanding,
,Parke Heritage High School,IN,public,0.7291329586075741,Very Demanding,0.7291329586075741,Very Demanding,
,Purdue Polytechnic High Sch North,IN,public,-0.15194406116196854,Average,-0.15194406116196854,Average,
,Purdue Polytechnic High School Ind,IN,public,-0.14677056971338234,Average,-0.14677056971338234,Average,
,Purdue Polytechnic High School South Bend,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Rise Up Academy at Eggleston,IN,public,-0.7092735651477207,Average,-0.7092735651477207,Below Average,
,Rooted School Indianapolis,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Shortridge High School,IN,public,-1.1097259738750196,Below Average,-1.1097259738750196,Below Average,
,The Academy at Logansport Community School,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,The Hope Academy - Inc.,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,The Match,IN,public,,,,,
,The Portage School of Leaders,IN,public,,,,,
,Tippecanoe Online Academy,IN,public,,,,,
,Tri-Township Jr.-Sr. High School,IN,public,1.0659712154636842,Very Demanding,1.0659712154636842,Very Demanding,
,Virtual Preparatory Academy of Indiana at Madison-Grant 9-12,IN,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Washington Learning Academy,IN,public,0.13445789906677671,Demanding,0.13445789906677671,Demanding,
,eSACS Virtual School,IN,public,-0.5317277439425355,Average,-0.5317277439425355,Average,
,Alfred Fairfax Academy,KS,public,0.07835768929135499,Demanding,0.07835768929135499,Demanding,
,Blue Valley Virtual Program,KS,public,,,,,
,Central Plains Jr. Sr. High School,KS,public,-0.4773333783247117,Average,-0.4773333783247117,Average,
,Chase County Junior Senior High School,KS,public,0.02227666799537418,Demanding,0.02227666799537418,Demanding,
,Chisholm Life Skills Center,KS,public,,,,,
,Coffeyville Virtual Program,KS,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Doniphan West JR/SR High School,KS,public,0.8973114028321917,Very Demanding,0.8973114028321917,Very Demanding,
,Hill City Junior-Senior High,KS,public,-0.06414760245579489,Demanding,-0.06414760245579489,Average,
,Hope Street Charter Academy,KS,public,,,,,
,Humboldt Virtual Education,KS,public,,,,,
,Insight School of Kansas,KS,public,-1.1358255500956682,Below Average,-1.1358255500956682,Below Average,
,Labette County Virtual School,KS,public,,,,,
,Lawrence Gardner High School,KS,public,-0.4318619218199058,Average,-0.4318619218199058,Average,
,Maize South High School,KS,public,0.01996393319855643,Demanding,0.01996393319855643,Demanding,
,Nemaha Central High School,KS,public,0.4197745650360545,Demanding,0.4197745650360545,Demanding,
,Olathe West High School,KS,public,0.23137020860148613,Demanding,0.23137020860148613,Demanding,
,Opportunity Academy,KS,public,-1.0420188405562798,Below Average,-1.0420188405562798,Below Average,
,Republic County Jr./Sr. High School,KS,public,0.3941532046791262,Demanding,0.3941532046791262,Demanding,
,Riverside High School,KS,public,-0.26854388609267066,Average,-0.26854388609267066,Average,
,Salina Virtual Innovation Academy,KS,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,School for Deaf High,KS,public,0.4840410244441967,Demanding,0.4840410244441967,Demanding,
,South Barber 7-12,KS,public,0.4738252697575393,Demanding,0.4738252697575393,Demanding,
,Step Up Virtual,KS,public,,,,,
,Sylvan-Lucas Unified Jr. sr,KS,public,0.28856117800761494,Demanding,0.28856117800761494,Demanding,
,THUNDER RIDGE HIGH SCHOOL,KS,public,0.5122282076900138,Very Demanding,0.5122282076900138,Demanding,
,USD 457 Virtual Academy,KS,public,-1.131972923452423,Below Average,-1.131972923452423,Below Average,
,USD 508 eAcademy,KS,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Ulysses Community Learning Center (UCLC),KS,public,-1.1124970905961777,Below Average,-1.1124970905961777,Below Average,
,Washington County High School,KS,public,1.4409363766569727,Very Demanding,1.4409363766569727,Very Demanding,
,West Franklin High School,KS,public,-0.10541880241410614,Demanding,-0.10541880241410614,Average,
,ACCEL Academy,KY,public,-0.10728781029980497,Demanding,-0.10728781029980497,Average,
,Adair Learning Academy,KY,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Alexandria Educational Center,KY,public,-1.16628982195988,Below Average,-1.16628982195988,Below Average,
,Anchor Academy,KY,public,-0.8902638988591051,Below Average,-0.8902638988591051,Below Average,
,Appalachian Challenge Academy,KY,public,,,,,
,Bartlett Educational Center,KY,public,-0.45177587198356156,Average,-0.45177587198356156,Average,
,Beacon Academy,KY,public,0.5175259981393521,Very Demanding,0.5175259981393521,Demanding,
,Bluegrass Challenge Academy,KY,public,,,,,
,Bluegrass Learning Academy,KY,public,1.267589408910828,Very Demanding,1.267589408910828,Very Demanding,
,Calloway County Alternative Program,KY,public,-0.7424138646535127,Below Average,-0.7424138646535127,Below Average,
,Cardinal Virtual Academy,KY,public,,,,,
,Carter G. Woodson Academy,KY,public,0.711128935966674,Very Demanding,0.711128935966674,Very Demanding,
,Colonel Academy,KY,public,0.09079676019499593,Demanding,0.09079676019499593,Demanding,
,Commander Academy,KY,public,,,,,
,Cultivate Virtual Learning Academy,KY,public,,,,,
,Emerson Academy,KY,public,-0.4249924467273243,Average,-0.4249924467273243,Average,
,Estill County Success Academy,KY,public,-1.008432088825577,Below Average,-1.008432088825577,Below Average,
,Fayette County Learning Center,KY,public,0.3293693834275509,Demanding,0.3293693834275509,Demanding,
,Floyd Central High School,KY,public,-0.14147515687157733,Average,-0.14147515687157733,Average,
,Franklin-Simpson High School West Campus,KY,public,1.1238615987423926,Very Demanding,1.1238615987423926,Very Demanding,
,Future Forward Education & Career Center,KY,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,GEO International High School,KY,public,0.8334348134567984,Very Demanding,0.8334348134567984,Very Demanding,
,Gateway Academy High School,KY,public,-0.7598901260183766,Below Average,-0.7598901260183766,Below Average,
,Great Crossing High School,KY,public,0.4261117721677615,Demanding,0.4261117721677615,Demanding,
,Harlan County High School,KY,public,0.6799943861317026,Very Demanding,0.6799943861317026,Very Demanding,
,Knox County Learning Academy,KY,public,1.4751962458207903,Most Demanding,1.4751962458207903,Very Demanding,
,Lake Cumberland Youth Development Center,KY,public,-1.1031467287061592,Below Average,-1.1031467287061592,Below Average,
,Laurel County Day Treatment,KY,public,-0.5348588894226683,Average,-0.5348588894226683,Average,
,Learning Academy,KY,public,2.3398135139704292,Most Demanding,2.3398135139704292,Most Demanding,
,Liberty Academy,KY,public,,,,,
,MC Academy,KY,public,1.6305374063978793,Most Demanding,1.6305374063978793,Very Demanding,
,Martha Layne Collins High School,KY,public,0.4277263051208583,Demanding,0.4277263051208583,Demanding,
,McCracken County High School,KY,public,0.4342549667763121,Demanding,0.4342549667763121,Demanding,
,Mercer Central,KY,public,1.4058626532284688,Very Demanding,1.4058626532284688,Very Demanding,
,Minor Daniels Academy,KY,public,-1.261004461840462,Below Average,-1.261004461840462,Below Average,
,Morgan County RISE Academy,KY,public,,,,,
,Newcomer Academy,KY,public,-0.4272476495937136,Average,-0.4272476495937136,Average,
,Northpoint Academy,KY,public,3.1899118775122686,Most Demanding,3.1899118775122686,Most Demanding,
,Opportunity Middle College,KY,public,,,,,
,Phoenix Horizon Community,KY,public,-0.5081874827724453,Average,-0.5081874827724453,Average,
,Pike County Virtual Academy,KY,public,1.5372315655086564,Most Demanding,1.5372315655086564,Very Demanding,
,Powell County Academy,KY,public,-0.1454764810247211,Average,-0.1454764810247211,Average,
,RISE Academy,KY,public,-0.8422077676330326,Below Average,-0.8422077676330326,Below Average,
,Rockcastle Academy for Academic Achievement,KY,public,0.46775103724114847,Demanding,0.46775103724114847,Demanding,
,STEAM Academy,KY,public,1.0008609153955301,Very Demanding,1.0008609153955301,Very Demanding,
,Safe Harbor Academy,KY,public,0.8858607087860589,Very Demanding,0.8858607087860589,Very Demanding,
,South Warren High School,KY,public,0.5724037125448878,Very Demanding,0.5724037125448878,Demanding,
,Success Academy,KY,public,0.5701452425174529,Very Demanding,0.5701452425174529,Demanding,
,Success Academy,KY,public,-1.078591081329712,Below Average,-1.078591081329712,Below Average,
,The Academy,KY,public,2.780153506397695,Most Demanding,2.780153506397695,Most Demanding,
,The Academy,KY,public,0.22285822962198623,Demanding,0.22285822962198623,Demanding,
,The Central Academy,KY,public,0.2681024932919754,Demanding,0.2681024932919754,Demanding,
,The Phoenix School of Discovery,KY,public,-0.5210726139473792,Average,-0.5210726139473792,Average,
,The Renaissance Center,KY,public,-0.49569171402506834,Average,-0.49569171402506834,Average,
,The Stables,KY,public,1.6086878925151686,Most Demanding,1.6086878925151686,Very Demanding,
,The Sterling School,KY,public,-1.1966470783318617,Below Average,-1.1966470783318617,Below Average,
,Thomas Nelson High School,KY,public,1.2352750516930173,Very Demanding,1.2352750516930173,Very Demanding,
,Union County Learning Academy,KY,public,-1.1976521595639553,Below Average,-1.1976521595639553,Below Average,
,Virtual Academy,KY,public,,,,,
,W.E.B. DuBois Academy,KY,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Warren Regional Juvenile Detention Ctr,KY,public,-0.5205081864104587,Average,-0.5205081864104587,Average,
,Whitley County Alternative School,KY,public,-1.0478965221091532,Below Average,-1.0478965221091532,Below Average,
,Woodford Virtual Learning Academy,KY,public,,,,,
,Abramson Sci Academy,LA,public,-0.22232537367121383,Average,-0.22232537367121383,Average,
,Caddo Virtual Academy,LA,public,3.3776333455062524,Most Demanding,3.3776333455062524,Most Demanding,
,Collegiate Baton Rouge,LA,public,0.20909000233149233,Demanding,0.20909000233149233,Demanding,
,Early College Academy,LA,public,2.1658959284527763,Most Demanding,2.1658959284527763,Most Demanding,
,Edward J Sam Accelerated School of Lafayette,LA,public,1.1220427987872752,Very Demanding,1.1220427987872752,Very Demanding,
,GEO Next Generation High School,LA,public,-0.21905529191483222,Average,-0.21905529191483222,Average,
,Helix Mentorship STEAM Academy,LA,public,0.7095904538202361,Very Demanding,0.7095904538202361,Very Demanding,
,Istrouma High School,LA,public,-0.1515739902731764,Average,-0.1515739902731764,Average,
,JCFA,LA,public,0.29420495310158484,Demanding,0.29420495310158484,Demanding,
,JCFA Lafayette,LA,public,0.21496534296527092,Demanding,0.21496534296527092,Demanding,
,JCFA-East,LA,public,0.44098891540756857,Demanding,0.44098891540756857,Demanding,
,Jefferson Virtual High School,LA,public,3.3776333455062524,Most Demanding,3.3776333455062524,Most Demanding,
,Lake Charles College Prep,LA,public,-0.32398488331108194,Average,-0.32398488331108194,Average,
,Lakeshore High School,LA,public,-0.6470783149289242,Average,-0.6470783149289242,Below Average,
,Liberty High School,LA,public,1.0742409718441595,Very Demanding,1.0742409718441595,Very Demanding,
,Livingston Collegiate Academy,LA,public,0.32357620555760536,Demanding,0.32357620555760536,Demanding,
,Louisiana Rebirth Blended Learning Academy,LA,public,,,,,
,Magnet Academy for Cultural Arts,LA,public,0.38839253781608923,Demanding,0.38839253781608923,Demanding,
,New Harmony High Institute,LA,public,-0.4360565671924874,Average,-0.4360565671924874,Average,
,New Orleans Accelerated High School,LA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Opportunities Academy,LA,public,,,,,
,Pathways in Education-Louisiana Inc.,LA,public,-1.3025513831344415,Below Average,-1.3025513831344415,Below Average,
,Prairieville High School,LA,public,,,,,
,Red River High School,LA,public,1.2071403211711462,Very Demanding,1.2071403211711462,Very Demanding,
,Rooted School,LA,public,,,,,
,Slaughter Community Charter School,LA,public,1.0058819322276693,Very Demanding,1.0058819322276693,Very Demanding,
,Sophie B. Wright Institute of Academic Excellence,LA,public,0.062392117610129735,Demanding,0.062392117610129735,Demanding,
,Southside High School,LA,public,0.8725429588450113,Very Demanding,0.8725429588450113,Very Demanding,
,Strehle Community School,LA,public,0.3676518744968985,Demanding,0.3676518744968985,Demanding,
,The Delores Taylor Arthur School for Young Men,LA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,The NET 2 Charter High School,LA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Thrive Academy,LA,public,-1.1124970905961777,Below Average,-1.1124970905961777,Below Average,
,Warren Easton Charter High School,LA,public,-0.3206360260713307,Average,-0.3206360260713307,Average,
,Young Audiences Charter High School,LA,public,0.08833830947147012,Demanding,0.08833830947147012,Demanding,
,Amesbury Innovation High School,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Argosy Collegiate Charter School,MA,public,-0.10847018554419528,Demanding,-0.10847018554419528,Average,
,Arlington High,MA,public,-0.3830216273154211,Average,-0.3830216273154211,Average,
,Attleboro Community Academy,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Attleboro Virtual Academy,MA,public,-0.9711595706834423,Below Average,-0.9711595706834423,Below Average,
,Boston Collaborative High School,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Boston Collegiate Charter School,MA,public,0.8540609035081026,Very Demanding,0.8540609035081026,Very Demanding,
,Boston Green Academy Horace Mann Charter School,MA,public,0.5482249323839554,Very Demanding,0.5482249323839554,Demanding,
,Boston Preparatory Charter Public School,MA,public,-0.26518422688776977,Average,-0.26518422688776977,Average,
,Brockton Virtual Learning Academy,MA,public,-1.1423727621782391,Below Average,-1.1423727621782391,Below Average,
,Center For Technical Education Innovation,MA,public,,,,,
,Chelsea Opportunity Academy,MA,public,-0.865565882781826,Below Average,-0.865565882781826,Below Average,
,Chelsea Virtual Learning Academy,MA,public,-1.2237833582449318,Below Average,-1.2237833582449318,Below Average,
,Claremont Academy,MA,public,-0.03651321470815566,Demanding,-0.03651321470815566,Average,
,Community Academy,MA,public,-1.0554980863144212,Below Average,-1.0554980863144212,Below Average,
,Community Academy of Science and Health,MA,public,-0.21271363437629132,Average,-0.21271363437629132,Average,
,Community Charter School of Cambridge,MA,public,0.4339590771054072,Demanding,0.4339590771054072,Demanding,
,Conservatory of the Arts,MA,public,0.8019835883198522,Very Demanding,0.8019835883198522,Very Demanding,
,Dearborn 6-12 STEM Academy,MA,public,-0.5901028526799607,Average,-0.5901028526799607,Average,
,Edison Evening Academy,MA,public,,,,,
,Emergence Academy,MA,public,,,,,
,Excel Academy Charter School,MA,public,1.4134439722934615,Very Demanding,1.4134439722934615,Very Demanding,
,Fecteau-Leary Junior/Senior High School,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Fredrick Douglass Collegiate Academy,MA,public,,,,,
,Gardner Academy for Learning and Technology,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Gateway Academy,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Gateway to College,MA,public,,,,,
,Global Learning Charter Public School,MA,public,-0.4370639427758641,Average,-0.4370639427758641,Average,
,Goodrich Academy,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Hampden Charter School of Science,MA,public,-0.2917839205859508,Average,-0.2917839205859508,Average,
,High School Learning Center,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Lawrence High School,MA,public,-1.2073357907011548,Below Average,-1.2073357907011548,Below Average,
,Leblanc Therapeutic Day School,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Leominster Academy,MA,public,,,,,
,Leominster Center for Excellence,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Libertas Academy Charter School,MA,public,-0.7431921959951359,Below Average,-0.7431921959951359,Below Average,
,Lyon High School,MA,public,0.28549299960102636,Demanding,0.28549299960102636,Demanding,
,Malden High,MA,public,-0.3917333263537901,Average,-0.3917333263537901,Average,
,Map Academy Charter School,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Margarita Muniz Academy,MA,public,-0.2787480904666649,Average,-0.2787480904666649,Average,
,Monomoy Regional High School,MA,public,-0.16224938832210764,Average,-0.16224938832210764,Average,
,New Heights Charter School of Brockton,MA,public,1.1665994593970974,Very Demanding,1.1665994593970974,Very Demanding,
,New Liberty Innovation School,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,PROMISE College and Career Academy,MA,public,,,,,
,Phoenix Academy Charter Public High School Chelsea,MA,public,-1.0791037345523202,Below Average,-1.0791037345523202,Below Average,
,Phoenix Academy Public Charter High School Lawrence,MA,public,-0.7582889925595465,Below Average,-0.7582889925595465,Below Average,
,Phoenix Academy Public Charter High School Springfield,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Quincy Upper School,MA,public,-0.3451000757526618,Average,-0.3451000757526618,Average,
,RISE Academy,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Resiliency Preparatory Academy,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Springfield High School,MA,public,-1.2961727669438003,Below Average,-1.2961727669438003,Below Average,
,Springfield International Academy at Sci-Tech,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Tantasqua Regional Vocational,MA,public,-1.1575233474559967,Below Average,-1.1575233474559967,Below Average,
,Taunton Alternative High School,MA,public,,,,,
,Taunton Public Virtual Academy (TPVA),MA,public,,,,,
,TechBoston Academy,MA,public,-0.21721166379367188,Average,-0.21721166379367188,Average,
,The Career Academy,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,The Springfield Renaissance School an Expeditionary Learning,MA,public,0.4721459503497663,Demanding,0.4721459503497663,Demanding,
,Trinity Day Academy,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Waltham Valor High School,MA,public,,,,,
,Wareham Cooperative Alternative School,MA,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Worcester Alternative High School,MA,public,,,,,
,Academy for College and Career Exploration,MD,public,-0.3841985598723476,Average,-0.3841985598723476,Average,
,Academy of Health Sciences at PGCC,MD,public,3.3737561593766476,Most Demanding,3.3737561593766476,Most Demanding,
,Augusta Fells Savage Institute of Visual Arts,MD,public,-0.5016779881756268,Average,-0.5016779881756268,Average,
,BCDC Educational Center,MD,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Baltimore Design School,MD,public,0.9326791253319435,Very Demanding,0.9326791253319435,Very Demanding,
,Baltimore Leadership School for Young Women,MD,public,0.35062700086210347,Demanding,0.35062700086210347,Demanding,
,Baltimore Revolutionary Academy for Virtual Ed.,MD,public,,,,,
,Benjamin Franklin High School at Masonville Cove,MD,public,-0.5857104728578311,Average,-0.5857104728578311,Average,
,Center for Educational Opportunity,MD,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,City Neighbors High,MD,public,0.37628287439787333,Demanding,0.37628287439787333,Demanding,
,Claremont School,MD,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,College Park Academy,MD,public,1.16560018954856,Very Demanding,1.16560018954856,Very Demanding,
,ConneXions: A Community Based Arts School,MD,public,-0.8429718713107469,Below Average,-0.8429718713107469,Below Average,
,Coppin Academy,MD,public,-0.268303352785484,Average,-0.268303352785484,Average,
,Crofton High School,MD,public,-0.19058207872309177,Average,-0.19058207872309177,Average,
,Dr. Henry A. Wise Jr. High,MD,public,-0.32027675489158763,Average,-0.32027675489158763,Average,
,Eager Street Academy,MD,public,-0.09430401448813211,Demanding,-0.09430401448813211,Average,
,Flexible Student Support,MD,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Green Street Academy,MD,public,0.8269911347157176,Very Demanding,0.8269911347157176,Very Demanding,
,Guilford Park High,MD,public,,,,,
,International High School @ Langley Park,MD,public,-0.4429511762807188,Average,-0.4429511762807188,Average,
,International High school @ Largo,MD,public,-0.03527581007166866,Demanding,-0.03527581007166866,Average,
,Manchester Valley High,MD,public,-0.26725248477718744,Average,-0.26725248477718744,Average,
,Maya Angelou Academy at New Beginnings formerly Oak Hill,MD,public,-0.35390002461017456,Average,-0.35390002461017456,Average,
,Mountain Ridge High School,MD,public,-0.5972496898276042,Average,-0.5972496898276042,Below Average,
,Phoenix Academy,MD,public,-1.1941470689835807,Below Average,-1.1941470689835807,Below Average,
,Post Secondary Program,MD,public,,,,,
,Reginald F. Lewis High,MD,public,-0.37834029674730946,Average,-0.37834029674730946,Average,
,Renaissance Academy,MD,public,-0.9309874497781843,Below Average,-0.9309874497781843,Below Average,
,Rosedale Center,MD,public,-1.0555768920335917,Below Average,-1.0555768920335917,Below Average,
,St. Charles High School,MD,public,-0.3251528705139502,Average,-0.3251528705139502,Average,
,The Reach! Partnership School,MD,public,-0.6516101043019741,Average,-0.6516101043019741,Below Average,
,Vivien T. Thomas Medical Arts Academy,MD,public,-0.2590510623250846,Average,-0.2590510623250846,Average,
,Washington County Job Development Center,MD,public,,,,,
,Wicomico County Evening High,MD,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Cony,ME,public,-0.8242071816801906,Below Average,-0.8242071816801906,Below Average,
,Ecology Learning Ctr,ME,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Maine Academy of Natural Sciences,ME,public,-0.7144031070438035,Average,-0.7144031070438035,Below Average,
,Maine Arts Academy School,ME,public,-0.38250767541378144,Average,-0.38250767541378144,Average,
,Maine Connections Academy,ME,public,-0.98972350746464,Below Average,-0.98972350746464,Below Average,
,Maine Virtual Academy,ME,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Overman Academy,ME,public,-1.2753973728027077,Below Average,-1.2753973728027077,Below Average,
,Spruce Mountain High School,ME,public,-0.7440139215766678,Below Average,-0.7440139215766678,Below Average,
,Upper Kennebec Valley Middle/Senior High School,ME,public,-0.5605997011246824,Average,-0.5605997011246824,Average,
,54th Street Academy,MI,public,-0.33669705421152213,Average,-0.33669705421152213,Average,
,ACCE,MI,public,-0.6121217125839165,Average,-0.6121217125839165,Below Average,
,ACTech High School,MI,public,-0.5502922040227729,Average,-0.5502922040227729,Average,
,Academic and Career Education Academy,MI,public,-0.3881440550978452,Average,-0.3881440550978452,Average,
,Academy 21,MI,public,-0.5574352908779431,Average,-0.5574352908779431,Average,
,Academy of Science Math and Technology Early College High Sc,MI,public,,,,,
,Ackerson High School,MI,public,-1.2452186885270315,Below Average,-1.2452186885270315,Below Average,
,Adrian Community High School,MI,public,0.8306105021890531,Very Demanding,0.8306105021890531,Very Demanding,
,Allegan Alternative High School,MI,public,-1.2649509051688197,Below Average,-1.2649509051688197,Below Average,
,Alternative Educational Academy of Iosco County,MI,public,-0.04914278747096658,Demanding,-0.04914278747096658,Average,
,Alternative Educational Academy of Ogemaw County,MI,public,-0.3509329067799485,Average,-0.3509329067799485,Average,
,American International Academy High SchoolMiddle Schooll,MI,public,1.2702099720695794,Very Demanding,1.2702099720695794,Very Demanding,
,Ascent High School,MI,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Asher School,MI,public,-1.0227827918377868,Below Average,-1.0227827918377868,Below Average,
,Avatar Academy of Excellence,MI,public,3.3508699261909447,Most Demanding,3.3508699261909447,Most Demanding,
,Battle Creek Area Learning Center,MI,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Bay City Adult EducationCTP,MI,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Benzie Academy,MI,public,-0.25169049810981037,Average,-0.25169049810981037,Average,
,Berrien Springs Discovery Academy,MI,public,-0.42819825892651764,Average,-0.42819825892651764,Average,
,Birch Run Progressive High School,MI,public,-1.0377223749009816,Below Average,-1.0377223749009816,Below Average,
,Blended Learning Academies Credit Recovery High School,MI,public,-0.7403717872767607,Below Average,-0.7403717872767607,Below Average,
,Blue Water Middle College Academy,MI,public,0.7598349970270605,Very Demanding,0.7598349970270605,Very Demanding,
,Brandywine Innovation Academy,MI,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Bridge Academy of Southwest Michigan,MI,public,-0.2586078564376379,Average,-0.2586078564376379,Average,
,Bridge Alternative High School,MI,public,-0.8505743556912743,Below Average,-0.8505743556912743,Below Average,
,CA Alternative EdAtlantis,MI,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,CA Frost Environmental Science Academy Middle High School,MI,public,-0.19254524960199726,Average,-0.19254524960199726,Average,
,CHSHorizons School,MI,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,
,Cadillac Innovation High School,MI,public,-1.0721807217139598,Below Average,-1.0721807217139598,Below Average,
,Cambridge Alternative High School,MI,public,1.3484205779702954,Very Demanding,1.3484205779702954,Very Demanding,
,Canton Preparatory High School,MI,public,0.4614609138790936,Demanding,0.4614609138790936,Demanding,
