ncessch,school_name,city,state,zip,school_level,total_students,frl_students,pupil_teacher_ratio,rcdts,summative_designation,title_i_status,isbe_enrollment,district_total_revenue,district_federal_revenue,state_child_poverty_est,state_child_pop
1702763,Medinah Intermediate School,Medinah,IL ,60157,Elementary,250,110,14.37,19-022-0110-02-2001,Commendable,Title 1 Eligible but Not Served,247,,,267982,2037081
1702762,Medinah Middle School,Roselle,IL ,60172,Middle,246,108,13.59,19-022-0110-02-1003,Commendable,Title 1 Eligible but Not Served,241,,,267982,2037081
1702764,Medinah Primary School,Medinah,IL ,60157,Elementary,248,87,15.03,19-022-0110-02-2002,Commendable,Title 1 Targeted,258,,,267982,2037081
1703318,Medora Intermediate School,Medora,IL ,62063,Middle,160,65,13.03,40-056-0090-26-2004,Targeted,Title 1 Schoolwide,159,,,267982,2037081
1701089,Meehan Elementary School,Belvidere,IL ,61008,Elementary,688,380,15.96,04-004-1000-26-2009,Commendable,Title 1 Schoolwide,604,,,267982,2037081
1700963,Melody Elem School,Chicago,IL ,60624,Elementary,341,339,15.16,15-016-2990-25-2352,Commendable,Title 1 Schoolwide,339,,,267982,2037081
1702743,Melrose Park Elem School,Melrose Park,IL ,60160,Elementary,602,328,14.33,06-016-0890-02-2007,Commendable,Title 1 Schoolwide,598,,,267982,2037081
1705276,Melzer School,Morton Grove,IL ,60053,Elementary,395,158,12.34,05-016-0630-02-2011,Commendable,Title 1 Schoolwide,398,,,267982,2037081
1703196,Memorial Elementary School,Paris,IL ,61944,Elementary,293,226,12.47,11-023-0950-25-2003,Commendable,Title 1 Schoolwide,291,,,267982,2037081
1703934,Memorial Elem School,Taylorville,IL ,62568,Elementary,297,178,17.68,03-011-0030-26-2001,Commendable,Title 1 Schoolwide,301,,,267982,2037081
1703961,Memorial Elem School,Tinley Park,IL ,60477,Elementary,291,110,10.98,07-016-1460-04-2003,Commendable,Title 1 Ineligible Due to Ranking,309,,,267982,2037081
1702470,Memorial Jr High School,Lansing,IL ,60438,Middle,854,847,15.53,07-016-1580-02-1004,Targeted,Title 1 Schoolwide,825,,,267982,2037081
1702775,Mendota Twp High School,Mendota,IL ,61342,High,493,277,13.32,35-050-2800-17-0001,Commendable,Title 1 Schoolwide,486,,,267982,2037081
1706874,Mercer County  ELC,Joy,IL ,61260,Prekindergarten,66,35,22,,,,,,,267982,2037081
1700018,Mercer County High School,Aledo,IL ,61231,High,411,171,13.05,33-066-4040-26-0001,Commendable,Title 1 Eligible but Not Served,399,,,267982,2037081
1706040,Mercer County Jr High School,Aledo,IL ,61231,Middle,270,134,11.34,33-066-4040-26-1001,Targeted,Title 1 Eligible but Not Served,268,,,267982,2037081
1704736,Meredosia-Chambersburg Elem Sch,Meredosia,IL ,62665,Elementary,116,87,10.09,01-069-0110-26-2003,Commendable,Title 1 Targeted,112,,,267982,2037081
1702776,Meredosia-Chambersburg High Sch,Meredosia,IL ,62665,High,47,34,5.25,01-069-0110-26-0001,Targeted,Title 1 Eligible but Not Served,42,,,267982,2037081
1702777,Meredosia-Chambersburg Jr High,Meredosia,IL ,62665,Middle,49,38,8.45,01-069-0110-26-1001,Commendable,Title 1 Eligible but Not Served,48,,,267982,2037081
1702874,Meridian Elementary School,Mounds,IL ,62964,Elementary,213,203,10.65,30-077-1010-26-2005,Targeted,Title 1 Schoolwide,213,,,267982,2037081
1700877,Meridian Elem School,Blue Mound,IL ,62513,Elementary,460,221,14.84,39-055-0150-26-2001,Commendable,Title 1 Schoolwide,455,,,267982,2037081
1700873,Meridian High School,Macon,IL ,62544,High,287,125,12.3,39-055-0150-26-0001,Commendable,Title 1 Eligible but Not Served,271,,,267982,2037081
1702873,Meridian High School,Mounds,IL ,62964,High,206,203,14.33,30-077-1010-26-0001,Targeted,Title 1 Schoolwide,193,,,267982,2037081
1702778,Meridian Jr High School,Stillman Valley,IL ,61084,Middle,328,98,13.39,47-071-2230-26-1001,Commendable,Title 1 Eligible but Not Served,322,,,267982,2037081
1700876,Meridian Middle School,Macon,IL ,62544,Middle,195,83,12.16,39-055-0150-26-1001,Commendable,Title 1 Schoolwide,190,,,267982,2037081
1700871,Meridian School,Buffalo Grove,IL ,60089,Elementary,702,,14.33,34-049-1020-04-2005,Commendable,Title 1 Targeted,696,,,267982,2037081
1703522,Merrill Elem School,Rock Falls,IL ,61071,Elementary,258,201,13.16,47-098-0130-02-2002,Targeted,Title 1 Schoolwide,247,,,267982,2037081
1702783,Metamora Grade School,Metamora,IL ,61548,Elementary,829,178,15.47,53-102-0010-04-2001,Commendable,Title 1 Targeted,815,,,267982,2037081
1702784,Metamora High School,Metamora,IL ,61548,High,896,198,15.23,53-102-1220-17-0001,Exemplary,Title 1 Targeted,873,,,267982,2037081
1700675,Metcalfe Elem Community Academy,Chicago,IL ,60628,Elementary,354,338,16.09,15-016-2990-25-2804,Commendable,Title 1 Schoolwide,351,,,267982,2037081
1706090,Metea Valley High School,Aurora,IL ,60502,High,2766,613,14.45,19-022-2040-26-0005,Commendable,Title 1 Eligible but Not Served,2726,,,267982,2037081
1702710,Metropolis Elem School,Metropolis,IL ,62960,Elementary,457,378,12.03,21-061-0010-26-2003,Commendable,Title 1 Schoolwide,456,,,267982,2037081
1703650,Michael Collins Elem School,Schaumburg,IL ,60193,Elementary,789,,14.22,05-016-0540-04-2007,Exemplary,Title 1 Ineligible Due to Ranking,788,,,267982,2037081
1701423,Michael E Baum Elem School,Decatur,IL ,62521,Elementary,313,271,18.41,39-055-0610-25-2031,Targeted,Title 1 Schoolwide,321,,,267982,2037081
1703209,Michelle Obama Sch of Technology,Park Forest,IL ,60466,Middle,428,338,11.26,,,,,,,267982,2037081
1703917,Middlefork Primary School,Northfield,IL ,60093,Elementary,241,,10.43,05-016-0290-02-2001,Exemplary,Title 1 Targeted,234,,,267982,2037081
1702205,Middle Fork School,Danville,IL ,61834,Not Reported,,,,,,,,,,267982,2037081
1703291,Middlefork School RSSP,Danville,IL ,61834,High,0,,,,,,,,,267982,2037081
1706844,Middlefork School TAOEP,Danville,IL ,61834,High,0,,,,,,,,,267982,2037081
1700683,Middletown Prairie Elementary,Mahomet,IL ,61853,Elementary,805,174,14.91,09-010-0030-26-2005,Exemplary,Title 1 Targeted,804,,,267982,2037081
1701488,Midland Elementary School,Lacon,IL ,61540,Elementary,249,107,,35-059-0070-26-2001,Commendable,Title 1 Schoolwide,244,,,267982,2037081
1701479,Midland High School,Varna,IL ,61375,High,194,101,,35-059-0070-26-0001,Commendable,Title 1 Eligible but Not Served,191,,,267982,2037081
1701482,Midland Middle School,Sparland,IL ,61565,Middle,214,109,,35-059-0070-26-1001,Commendable,Title 1 Schoolwide,211,,,267982,2037081
1706629,Mid-Valley Satellite Classes,St Charles,IL ,60174,Not Reported,,,,,,,,,,267982,2037081
1706638,Mid-Valley Transition Program,St Charles,IL ,60174,Not Reported,,,,,,,,,,267982,2037081
1704625,Midway School,Moro,IL ,62067,Elementary,120,28,17.14,41-057-0070-26-2009,Commendable,Title 1 Schoolwide,104,,,267982,2037081
1705578,Midwest Central High School,Manito,IL ,61546,High,235,112,10.79,53-060-1910-26-0001,Commendable,Title 1 Eligible but Not Served,230,,,267982,2037081
1701455,Midwest Central Middle School,Green Valley,IL ,61534,Middle,183,87,11.49,53-060-1910-26-1003,Commendable,Title 1 Targeted,180,,,267982,2037081
1705580,Midwest Central Primary School,Manito,IL ,61546,Elementary,430,238,11.38,53-060-1910-26-2003,Commendable,Title 1 Schoolwide,416,,,267982,2037081
1701753,Miguel Juarez Middle School,Waukegan,IL ,60085,Middle,651,453,10.67,34-049-0600-26-1005,Comprehensive,Title 1 Schoolwide,650,,,267982,2037081
1706312,Milford Grade School East Campus,Sheldon,IL ,60966,Prekindergarten,1,,1,,,,,,,267982,2037081
1702789,Milford Grade School West Campus,Milford,IL ,60953,Elementary,354,213,12.29,,,,,,,267982,2037081
1702790,Milford High School Campus,Milford,IL ,60953,High,149,92,8.19,32-038-1240-26-0001,Commendable,Title 1 Schoolwide,137,,,267982,2037081
1705319,Millbrook Junior High School,Newark,IL ,60541,Middle,89,22,10.79,24-047-0660-04-1001,Commendable,Title 1 Targeted,88,,,267982,2037081
1702792,Millburn Elem School,Old Mill Creek,IL ,60083,Elementary,711,146,12.47,34-049-0240-04-2001,Commendable,Title 1 Targeted,709,,,267982,2037081
1705621,Millburn Middle School,Lindenhurst,IL ,60046,Middle,388,81,12.93,34-049-0240-04-2002,Commendable,Title 1 Targeted,388,,,267982,2037081
1701743,Mill Creek School,Geneva,IL ,60134,Elementary,354,,11.66,31-045-3040-26-2007,Commendable,Title 1 Ineligible Due to Ranking,352,,,267982,2037081
1703424,Millennium Elem School,Tinley Park,IL ,60487,Elementary,451,,12.11,07-016-1400-02-2007,Commendable,Title 1 Ineligible Due to Ranking,484,,,267982,2037081
1703057,Milligan Academy Rssp,Decatur,IL ,62526,Secondary,0,,0,,,,,,,267982,2037081
1701950,Millikin Elem School,Geneseo,IL ,61254,Elementary,364,109,13.43,28-037-2280-26-2003,Exemplary,Title 1 Targeted,361,,,267982,2037081
1702794,Millstadt Consolidated School,Millstadt,IL ,62260,Middle,453,98,13.64,50-082-1600-04-2001,Commendable,Title 1 Targeted,450,,,267982,2037081
1706030,Millstadt Primary Center,Millstadt,IL ,62260,Elementary,246,76,12.3,50-082-1600-04-2002,Commendable,Title 1 Targeted,243,,,267982,2037081
1702937,Mill Street Elem School,Naperville,IL ,60563,Elementary,600,208,12.53,19-022-2030-26-2005,Exemplary,Title 1 Targeted,596,,,267982,2037081
1700528,Milne Grove Elem School,Lockport,IL ,60441,Elementary,233,98,12.49,56-099-0910-02-2001,Commendable,Title 1 Targeted,217,,,267982,2037081
1702795,Milton Pope Elem School,Marseilles,IL ,61341,Elementary,195,38,15,35-050-2100-04-2001,Commendable,Title 1 Targeted,188,,,267982,2037081
1705095,Miner School,Arlington Heights,IL ,60004,Not Reported,,,,,,,,,,267982,2037081
1700952,Minnie Minoso Academy,Chicago,IL ,60609,Elementary,304,273,10.57,15-016-2990-25-2339,Targeted,Title 1 Schoolwide,302,,,267982,2037081
1705892,Minooka Academy,Minooka,IL ,60447,High,0,,,,,,,,,267982,2037081
1702800,Minooka Community High School,Channahon,IL ,60410,High,2918,,17.79,24-032-1110-16-0001,Commendable,Title 1 Targeted,2851,,,267982,2037081
1702798,Minooka Elem School,Minooka,IL ,60447,Elementary,504,226,12.92,24-032-2010-04-2001,Exemplary,Title 1 Targeted,497,,,267982,2037081
1702099,Minooka Intermediate School,Minooka,IL ,60447,Middle,941,255,15.18,24-032-2010-04-2002,Commendable,Title 1 Targeted,930,,,267982,2037081
1702799,Minooka Jr High School,Minooka,IL ,60447,Middle,1024,275,15.88,24-032-2010-04-1002,Commendable,Title 1 Ineligible Due to Ranking,1012,,,267982,2037081
1706117,Minooka Primary Center,Minooka,IL ,60447,Prekindergarten,247,91,14.53,24-032-2010-04-3001,,Title 1 Eligible but Not Served,246,,,267982,2037081
1701084,Mireles Elem Academy,Chicago,IL ,60617,Elementary,546,455,16.8,15-016-2990-25-2452,Comprehensive,Title 1 Schoolwide,542,,,267982,2037081
1702036,Mitchell Elementary School,Granite City,IL ,62040,Elementary,413,291,14.75,41-057-0090-26-2013,Commendable,Title 1 Schoolwide,417,,,267982,2037081
1700965,Mitchell Elem School,Chicago,IL ,60612,Elementary,446,135,13.72,15-016-2990-25-2353,Commendable,Title 1 Ineligible Due to Ranking,445,,,267982,2037081
1702325,M J Cunningham Elem Sch,Joliet,IL ,60435,Elementary,484,455,14.51,56-099-0860-05-2002,Targeted,Title 1 Schoolwide,517,,,267982,2037081
1704012,M L King Jr Elem School,Urbana,IL ,61801,Elementary,322,274,12.88,09-010-1160-22-2004,Comprehensive,Title 1 Schoolwide,318,,,267982,2037081
1703207,Mohawk Primary Center,Park Forest,IL ,60466,Elementary,283,239,14.44,07-016-1630-02-2007,Commendable,Title 1 Schoolwide,281,,,267982,2037081
1702801,Mokena Elem School,Mokena,IL ,60448,Elementary,709,138,16.48,56-099-1590-02-2002,Commendable,Title 1 Targeted,708,,,267982,2037081
1704521,Mokena Intermediate School,Mokena,IL ,60448,Elementary,346,64,15.07,56-099-1590-02-2004,Commendable,Title 1 Targeted,346,,,267982,2037081
1702802,Mokena Jr High School,Mokena,IL ,60448,Middle,502,85,12.26,56-099-1590-02-1001,Commendable,Title 1 Targeted,509,,,267982,2037081
1702824,Moline Sr High School,Moline,IL ,61265,High,2195,1215,18.38,49-081-0400-22-0001,Commendable,Title 1 Schoolwide,2189,,,267982,2037081
1700966,Mollison Elem School,Chicago,IL ,60653,Elementary,237,203,13.94,15-016-2990-25-2354,Intensive,Title 1 Schoolwide,234,,,267982,2037081
1702831,Momence High School,Momence,IL ,60954,High,315,197,12.68,32-046-0010-26-0003,Commendable,Title 1 Schoolwide,300,,,267982,2037081
1702832,Momence Jr High School,Momence,IL ,60954,Middle,327,233,12.75,32-046-0010-26-1002,Commendable,Title 1 Schoolwide,324,,,267982,2037081
1701127,Monarcas Academy,Chicago,IL ,60629,Elementary,797,729,13.98,15-016-2990-25-2488,Commendable,Title 1 Schoolwide,795,,,267982,2037081
1701348,Monee Elementary School,Monee,IL ,60449,Elementary,373,242,13.69,56-099-201U-26-2006,Commendable,Title 1 Schoolwide,368,,,267982,2037081
1705601,Monmouth-Roseville High Sch,Monmouth,IL ,61462,High,483,251,16.5,33-094-2380-26-0001,Commendable,Title 1 Eligible but Not Served,482,,,267982,2037081
1705602,Monmouth-Roseville Jr High Sch,Roseville,IL ,61473,Middle,214,131,10.21,33-094-2380-26-1001,Commendable,Title 1 Schoolwide,214,,,267982,2037081
1702780,Monroe Center Grade School,Monroe Center,IL ,61052,Elementary,327,100,13.35,47-071-2230-26-2004,Commendable,Title 1 Schoolwide,324,,,267982,2037081
1702840,Monroe Elem School,Bartonville,IL ,61607,Elementary,274,123,13.05,48-072-0700-02-2001,Commendable,Title 1 Schoolwide,262,,,267982,2037081
1705089,Monroe Elem School,Casey,IL ,62420,Elementary,530,221,17.67,11-012-004C-26-2003,Commendable,Title 1 Schoolwide,527,,,267982,2037081
1702217,Monroe Elem School,Hinsdale,IL ,60521,Elementary,325,,11.32,19-022-1810-04-2004,Commendable,Title 1 Ineligible Due to Ranking,324,,,267982,2037081
1705558,Monroe Middle School,Wheaton,IL ,60187,Middle,716,244,12.88,19-022-2000-26-1001,Exemplary,Title 1 Eligible but Not Served,714,,,267982,2037081
1703193,Monroe/Randolph Red Brick Sch,Red Bud,IL ,62278,High,0,,0,,,,,,,267982,2037081
1701398,Montessori Academy for Peace,Decatur,IL ,62521,Elementary,586,310,14.65,39-055-0610-25-2011,Commendable,Title 1 Schoolwide,609,,,267982,2037081
1701589,Montessori Elementary School,Rockford,IL ,61107,Elementary,660,240,16.88,04-101-2050-25-2085,Commendable,Title 1 Eligible but Not Served,660,,,267982,2037081
1706221,Montessori of Englewood Chtr ES,Chicago,IL ,60636,Elementary,349,346,49.86,15-016-2990-25-233C,Targeted,Title 1 Schoolwide,349,,,267982,2037081
1702843,Monticello High School,Monticello,IL ,61856,High,489,,13.56,39-074-0250-26-0001,Exemplary,Title 1 Eligible but Not Served,481,,,267982,2037081
1705715,Monticello Middle School,Monticello,IL ,61856,Middle,405,93,14.57,39-074-0250-26-1002,Commendable,Title 1 Eligible but Not Served,403,,,267982,2037081
1702846,Montmorency CCSD #145,Rock Falls,IL ,61071,Elementary,209,79,9.9,47-098-1450-04-2001,Commendable,Title 1 Targeted,202,,,267982,2037081
1700969,Moos Elem School,Chicago,IL ,60647,Elementary,434,290,10.85,15-016-2990-25-2356,Commendable,Title 1 Schoolwide,432,,,267982,2037081
1701002,Morgan Park High School,Chicago,IL ,60643,High,1349,1051,16.06,15-016-2990-25-0031,Commendable,Title 1 Schoolwide,1213,,,267982,2037081
1700970,Morrill Elem Math & Sci School,Chicago,IL ,60629,Elementary,600,577,14.63,15-016-2990-25-2357,Targeted,Title 1 Schoolwide,597,,,267982,2037081
1702851,Morris Community High School,Morris,IL ,60450,High,926,,17.64,24-032-1010-16-0001,Commendable,Title 1 Targeted,852,,,267982,2037081
1706388,Morrison Alt Learning Program,Morrison,IL ,61270,High,0,,,,,,,,,267982,2037081
1702852,Morrison High School,Morrison,IL ,61270,High,294,101,13.36,47-098-0060-26-0001,Commendable,Title 1 Schoolwide,280,,,267982,2037081
1702853,Morrison Jr High School,Morrison,IL ,61270,Middle,215,80,15.36,47-098-0060-26-1001,Targeted,Title 1 Schoolwide,210,,,267982,2037081
1704743,Morrisonville Elem School,Morrisonville,IL ,62546,Elementary,155,49,13.3,03-011-0010-26-2001,Commendable,Title 1 Schoolwide,156,,,267982,2037081
1702858,Morrisonville High School,Morrisonville,IL ,62546,High,85,27,10.18,03-011-0010-26-0002,Commendable,Title 1 Eligible but Not Served,83,,,267982,2037081
1702857,Morrisonville Jr High School,Morrisonville,IL ,62546,Middle,47,12,7.34,03-011-0010-26-1001,Commendable,Title 1 Eligible but Not Served,47,,,267982,2037081
1706423,Morton Academy,Morton,IL ,61550,Other,0,,0,,,,,,,267982,2037081
1704700,Morton Alternative Schools,Maywood,IL ,60153,High,0,,,,,,,,,267982,2037081
1704956,Morton Elem Career Academy,Chicago,IL ,60612,Elementary,268,203,8.65,15-016-2990-25-2844,Targeted,Title 1 Schoolwide,267,,,267982,2037081
1702864,Morton High School,Morton,IL ,61550,High,1061,165,14.83,53-090-7090-26-0006,Commendable,Title 1 Targeted,1047,,,267982,2037081
1702865,Morton Jr High School,Morton,IL ,61550,Middle,504,80,13.16,53-090-7090-26-1005,Commendable,Title 1 Targeted,496,,,267982,2037081
1700612,Mosaic School of Fine Arts,Chicago,IL ,60645,Elementary,746,663,13.44,15-016-2990-25-2089,Commendable,Title 1 Schoolwide,745,,,267982,2037081
1702257,Mossville Elementary School,Chillicothe,IL ,61552,Elementary,431,178,15.8,,,,,,,267982,2037081
1706016,Mossville Jr High,Mossville,IL ,61552,Middle,181,85,15.25,48-072-3210-26-1001,Targeted,Title 1 Schoolwide,179,,,267982,2037081
1703739,Moulton Elementary School,Shelbyville,IL ,62565,Middle,455,204,13.27,11-087-0040-26-2002,Commendable,Title 1 Schoolwide,451,,,267982,2037081
1704073,Mount Carmel High School,Mount Carmel,IL ,62863,High,452,216,15.07,20-093-3480-26-0001,Commendable,Title 1 Schoolwide,452,,,267982,2037081
1701249,Mount Erie Elem School,Mount Erie,IL ,62446,Elementary,67,23,9.12,20-096-2000-26-2002,Commendable,Title 1 Schoolwide,65,,,267982,2037081
1700974,Mount Greenwood Elem School,Chicago,IL ,60655,Elementary,1182,185,17.13,15-016-2990-25-2361,Exemplary,Title 1 Ineligible Due to Ranking,1177,,,267982,2037081
1702891,Mount Pulaski Elem School,Mount Pulaski,IL ,62548,Elementary,369,149,12.15,17-054-0230-26-2002,Commendable,Title 1 Targeted,366,,,267982,2037081
1702892,Mount Pulaski High School,Mount Pulaski,IL ,62548,High,178,74,9.56,17-054-0230-26-0001,Commendable,Title 1 Eligible but Not Served,174,,,267982,2037081
1700978,Mount Vernon Elem School,Chicago,IL ,60643,Elementary,245,185,10.65,15-016-2990-25-2362,Commendable,Title 1 Schoolwide,243,,,267982,2037081
1702904,Mount Vernon High School,Mount Vernon,IL ,62864,High,1233,695,14.3,13-041-2010-17-0001,Commendable,Title 1 Schoolwide,1154,,,267982,2037081
1706380,Moving Everest Charter School,Chicago,IL ,60644,Elementary,755,685,13.73,15-016-2990-25-244C,Targeted,Title 1 Schoolwide,755,,,267982,2037081
1700979,Mozart Elem School,Chicago,IL ,60647,Elementary,499,442,12.63,15-016-2990-25-2363,Commendable,Title 1 Schoolwide,498,,,267982,2037081
1704075,Mt Carmel Elementary School,Mount Carmel,IL ,62863,Elementary,361,207,14.16,20-093-3480-26-2003,Commendable,Title 1 Schoolwide,357,,,267982,2037081
1704373,Mt Carmel Grade School,Mount Carmel,IL ,62863,Elementary,370,225,48.37,20-093-3480-26-2005,Commendable,Title 1 Schoolwide,369,,,267982,2037081
1704372,Mt Carmel Junior High School,Mount Carmel,IL ,62863,Middle,199,113,6.02,20-093-3480-26-1003,Commendable,Title 1 Schoolwide,199,,,267982,2037081
1704751,Mt Olive Elementary School,Mount Olive,IL ,62069,Elementary,328,156,10.87,40-056-0050-26-2001,Commendable,Title 1 Schoolwide,340,,,267982,2037081
1702883,Mt Olive High School,Mount Olive,IL ,62069,High,151,73,12.08,40-056-0050-26-0001,Commendable,Title 1 Eligible but Not Served,146,,,267982,2037081
1702806,Mt Vernon Alternative School,Mount Vernon,IL ,62864,High,0,,0,,,,,,,267982,2037081
1706824,Mt Vernon Area Career Center,Mount Vernon,IL ,62864,High,0,,,,,,,,,267982,2037081
1702909,Mt Zion Elem School,Mount Zion,IL ,62549,Elementary,359,108,15.54,39-055-0030-26-2005,Commendable,Title 1 Targeted,355,,,267982,2037081
1702908,Mt Zion High School,Mount Zion,IL ,62549,High,762,166,17.36,39-055-0030-26-0001,Exemplary,Title 1 Eligible but Not Served,748,,,267982,2037081
1702911,Mt Zion Intermediate School,Mount Zion,IL ,62549,Middle,557,170,17.24,39-055-0030-26-2006,Commendable,Title 1 Targeted,557,,,267982,2037081
