ncessch,school_name,city,state,zip,school_level,total_students,frl_students,pupil_teacher_ratio,rcdts,summative_designation,title_i_status,isbe_enrollment,district_total_revenue,district_federal_revenue,state_child_poverty_est,state_child_pop
1704036,Clarendon Hills Middle School,Clarendon Hills,IL ,60514,Middle,448,,10.53,19-022-1810-04-1003,Commendable,Title 1 Targeted,448,,,267982,2037081
1705076,Clark Acad Prep Magnet High Schl,Chicago,IL ,60644,High,453,406,13.94,15-016-2990-25-0827,Targeted,Title 1 Schoolwide,443,,,267982,2037081
1704430,Clark Elementary School,South Beloit,IL ,61080,Elementary,185,105,14.13,04-101-3200-26-2003,Commendable,Title 1 Schoolwide,187,,,267982,2037081
1701210,Clark  G R Elem School,Chicago,IL ,60644,Elementary,134,108,9.57,15-016-2990-25-2700,Commendable,Title 1 Schoolwide,133,,,267982,2037081
1705959,Clay Academy,Woodstock,IL ,60098,Other,0,,0,,,,,,,267982,2037081
1704575,Clay City Elem School,Clay City,IL ,62824,Elementary,125,74,9.51,12-013-0100-26-2001,Commendable,Title 1 Schoolwide,133,,,267982,2037081
1701252,Clay City High School,Clay City,IL ,62824,High,68,37,8.53,12-013-0100-26-0002,Commendable,Title 1 Schoolwide,70,,,267982,2037081
1701251,Clay City Jr High School,Clay City,IL ,62824,Middle,60,28,9.55,12-013-0100-26-1001,Targeted,Title 1 Schoolwide,66,,,267982,2037081
1700661,Clay Elem School,Chicago,IL ,60633,Elementary,578,476,14.27,15-016-2990-25-2132,Commendable,Title 1 Schoolwide,573,,,267982,2037081
1701711,Clearmont Elem School,Elk Grove Village,IL ,60007,Elementary,408,204,11.78,05-016-0590-04-2003,Commendable,Title 1 Schoolwide,401,,,267982,2037081
1704123,Clearview Elem School,Waukegan,IL ,60087,Elementary,404,279,9.62,34-049-0600-26-2007,Commendable,Title 1 Schoolwide,404,,,267982,2037081
1701086,Clemente Community Academy HS,Chicago,IL ,60622,High,745,654,11.64,15-016-2990-25-0545,Targeted,Title 1 Schoolwide,673,,,267982,2037081
1700663,Cleveland Elem School,Chicago,IL ,60618,Elementary,507,378,10.35,15-016-2990-25-2133,Commendable,Title 1 Schoolwide,504,,,267982,2037081
1702093,Clifford Crone Middle School,Naperville,IL ,60564,Middle,891,93,15.17,19-022-2040-26-1004,Commendable,Title 1 Ineligible Due to Ranking,895,,,267982,2037081
1705526,Clifford Johnson School,Warrenville,IL ,60555,Elementary,473,298,11.03,19-022-2000-26-2018,Commendable,Title 1 Schoolwide,458,,,267982,2037081
1703559,Clifford P Carlson Elem School,Rockford,IL ,61114,Elementary,390,291,17.89,04-101-2050-25-2019,Commendable,Title 1 Schoolwide,384,,,267982,2037081
1700664,Clinton Elem School,Chicago,IL ,60659,Elementary,1050,935,15.79,15-016-2990-25-2134,Commendable,Title 1 Schoolwide,1047,,,267982,2037081
1701263,Clinton Elem School,Clinton,IL ,61727,Elementary,506,272,12.3,17-020-0150-26-2004,Targeted,Title 1 Targeted,504,,,267982,2037081
1701669,Clinton Elem School,South Elgin,IL ,60177,Elementary,596,235,20.69,31-045-0460-22-2012,Commendable,Title 1 Ineligible Due to Ranking,479,,,267982,2037081
1701260,Clinton High School,Clinton,IL ,61727,High,514,268,12.57,17-020-0150-26-0001,Commendable,Title 1 Eligible but Not Served,485,,,267982,2037081
1701261,Clinton Jr High School,Clinton,IL ,61727,Middle,385,207,10.92,17-020-0150-26-1002,Commendable,Title 1 Eligible but Not Served,376,,,267982,2037081
1706601,Clinton Rosette Middle School,DeKalb,IL ,60115,Middle,575,426,12.16,16-019-4280-26-1011,Targeted,Title 1 Schoolwide,567,,,267982,2037081
1700665,Clissold Elem School,Chicago,IL ,60643,Elementary,508,171,12.7,15-016-2990-25-2135,Commendable,Title 1 Eligible but Not Served,501,,,267982,2037081
1702456,Clnton/Mrn/Wshngtn Pre-Kind Prog,Mount Vernon,IL ,62864,Prekindergarten,0,,0,,,,,,,267982,2037081
1704033,Cloverdale  Elem School,Carol Stream,IL ,60188,Elementary,466,195,12.46,19-022-0930-04-2011,Commendable,Title 1 Ineligible Due to Ranking,494,,,267982,2037081
1700146,C M Bardwell Elem School,Aurora,IL ,60505,Elementary,679,456,16.98,31-045-1310-22-2005,Commendable,Title 1 Schoolwide,629,,,267982,2037081
1706031,Coal City Early Childhood Center,Coal City,IL ,60416,Elementary,437,150,16.19,24-032-0010-26-2005,Commendable,Title 1 Schoolwide,438,,,267982,2037081
1701270,Coal City Elem School,Coal City,IL ,60416,Elementary,302,104,14.38,24-032-0010-26-2003,Commendable,Title 1 Schoolwide,303,,,267982,2037081
1701271,Coal City High School,Coal City,IL ,60416,High,642,182,15.85,24-032-0010-26-0001,Exemplary,Title 1 Schoolwide,641,,,267982,2037081
1704056,Coal City Intermediate School,Coal City,IL ,60416,Elementary,294,96,15.69,24-032-0010-26-2004,Exemplary,Title 1 Schoolwide,289,,,267982,2037081
1701272,Coal City Middle School,Coal City,IL ,60416,Middle,454,141,12.52,24-032-0010-26-1002,Commendable,Title 1 Schoolwide,450,,,267982,2037081
1704576,Cobden Elem School,Cobden,IL ,62920,Elementary,223,207,10.14,30-091-0170-22-2002,Exemplary,Title 1 Schoolwide,222,,,267982,2037081
1701274,Cobden High School,Cobden,IL ,62920,High,135,129,9.82,30-091-0170-22-0001,Commendable,Title 1 Schoolwide,132,,,267982,2037081
1701273,Cobden Jr High School,Cobden,IL ,62920,Middle,96,90,11.64,30-091-0170-22-1001,Commendable,Title 1 Schoolwide,94,,,267982,2037081
1706788,Coffeen Early Childhood Center,Coffeen,IL ,62017,Prekindergarten,139,,27.8,03-068-0030-26-3001,,Title 1 Eligible but Not Served,109,,,267982,2037081
1701670,Coleman Elem School,Elgin,IL ,60120,Elementary,641,450,17.14,31-045-0460-22-2013,Commendable,Title 1 Schoolwide,553,,,267982,2037081
1704016,Colemon J Elem Academy,Chicago,IL ,60643,Elementary,166,129,7.38,15-016-2990-25-2918,Commendable,Title 1 Schoolwide,166,,,267982,2037081
1702997,Colene Hoose Elem School,Normal,IL ,61761,Elementary,413,141,10.95,17-064-0050-26-2008,Commendable,Title 1 Eligible but Not Served,440,,,267982,2037081
1700666,Coles Elem Language Academy,Chicago,IL ,60617,Elementary,286,174,12.85,15-016-2990-25-2136,Targeted,Title 1 Schoolwide,286,,,267982,2037081
1705774,Colin Powell Middle Sch,Matteson,IL ,60443,Middle,564,385,13.36,07-016-1590-02-1001,Targeted,Title 1 Schoolwide,557,,,267982,2037081
1706950,College and Career Education Cent,Rockford,IL ,61109,High,0,,,,,,,,,267982,2037081
1705942,Collins Academy STEAM High School,Chicago,IL ,60623,High,228,222,8.44,15-016-2990-25-0841,Commendable,Title 1 Schoolwide,196,,,267982,2037081
1706820,Collinsville Area Career Ctr,Collinsville,IL ,62234,High,0,,,,,,,,,267982,2037081
1701278,Collinsville High School,Collinsville,IL ,62234,High,1956,1297,14.87,41-057-0100-26-0001,Commendable,Title 1 Eligible but Not Served,1920,,,267982,2037081
1701279,Collinsville Middle School,Collinsville,IL ,62234,Middle,894,609,13.22,41-057-0100-26-1003,Targeted,Title 1 Eligible but Not Served,883,,,267982,2037081
1701293,Colona Grade School,Colona,IL ,61241,Elementary,371,195,13.49,28-037-1900-02-2001,Commendable,Title 1 Schoolwide,364,,,267982,2037081
1705056,Colonel George Iles Elem Sch,Quincy,IL ,62305,Elementary,535,370,13.36,,,,,,,267982,2037081
1703880,Columbia Central School,Steger,IL ,60475,Middle,646,364,16.56,07-016-1940-02-1001,Commendable,Title 1 Schoolwide,632,,,267982,2037081
1704277,Columbia Explorers Elem Academy,Chicago,IL ,60632,Elementary,718,619,13.42,15-016-2990-25-2919,Commendable,Title 1 Schoolwide,718,,,267982,2037081
1701295,Columbia High School,Columbia,IL ,62236,High,606,92,16.14,45-067-0040-26-0001,Exemplary,Title 1 Targeted,601,,,267982,2037081
1701294,Columbia Middle School,Columbia,IL ,62236,Middle,612,106,16.41,45-067-0040-26-1001,Commendable,Title 1 Targeted,610,,,267982,2037081
1701237,Columbus  East Elem School,Cicero,IL ,60804,Middle,411,311,14.57,06-016-0990-02-2003,Commendable,Title 1 Schoolwide,420,,,267982,2037081
1701638,Columbus Elem School,Edwardsville,IL ,62025,Elementary,373,81,16.54,41-057-0070-26-2003,Commendable,Title 1 Ineligible Due to Ranking,366,,,267982,2037081
1703464,Columbus Manor Elem School,Oak Lawn,IL ,60453,Elementary,359,205,12.71,07-016-1220-02-2001,Exemplary,Title 1 Schoolwide,327,,,267982,2037081
1702480,Columbus West Elementary School,Cicero,IL ,60804,Elementary,534,483,13.32,06-016-0990-02-2015,Commendable,Title 1 Schoolwide,566,,,267982,2037081
1701518,Comm H S Dist 99 - North H S,Downers Grove,IL ,60515,High,2082,,13.73,19-022-0990-16-0001,Commendable,Title 1 Ineligible Due to Ranking,2047,,,267982,2037081
1701519,Comm H S Dist 99 - South High Sch,Downers Grove,IL ,60516,High,2591,,14.7,19-022-0990-16-0002,Commendable,Title 1 Targeted,2551,,,267982,2037081
1706883,Communication Development/CD,South Holland,IL ,60473,Not Reported,,,,,,,,,,267982,2037081
1706568,Communication Dev Program,Oak Forest,IL ,60452,Not Reported,,,,,,,,,,267982,2037081
1706957,Communication Disorders / Autism Franklin County,Sesser,IL ,62884,Not Reported,,,,,,,,,,267982,2037081
1706577,Communication Disorders / Autism Jefferson County,Mount Vernon,IL ,62864,Not Reported,,,,,,,,,,267982,2037081
1703324,Community Cons School,Pinckneyville,IL ,62274,Elementary,210,76,16.67,30-073-2040-04-2001,Commendable,Title 1 Targeted,210,,,267982,2037081
1706849,Compass Academy,St Charles,IL ,60174,High,0,,,,,,,,,267982,2037081
1706842,Compass Academy,St Charles,IL ,60174,High,0,,0,,,,,,,267982,2037081
1700520,Concord Elem School,Darien,IL ,60561,Elementary,460,102,12.28,19-022-0630-02-2002,Commendable,Title 1 Targeted,447,,,267982,2037081
1701779,Congerville Elem School,Congerville,IL ,61729,Elementary,97,6,16.87,53-102-1400-26-2004,Commendable,Title 1 Ineligible Due to Ranking,97,,,267982,2037081
1702420,Congress Park Elem School,Brookfield,IL ,60513,Elementary,419,172,11.56,06-016-1020-02-2001,Commendable,Title 1 Schoolwide,413,,,267982,2037081
1703561,Conklin Elem School,Rockford,IL ,61101,Elementary,372,288,14.88,04-101-2050-25-2022,Commendable,Title 1 Schoolwide,372,,,267982,2037081
1705734,Conley Elementary School,Algonquin,IL ,60102,Elementary,598,140,13.91,44-063-1580-22-2007,Exemplary,Title 1 Ineligible Due to Ranking,592,,,267982,2037081
1706314,Connor Shaw Center,Peotone,IL ,60468,Prekindergarten,79,,26.33,56-099-207U-26-3001,,Title 1 Eligible but Not Served,76,,,267982,2037081
1701742,Conrad Fischer Elem School,Elmhurst,IL ,60126,Elementary,584,299,12.17,19-022-2050-26-2003,Commendable,Title 1 Schoolwide,551,,,267982,2037081
1703580,Constance Lane Elementary School,Rockford,IL ,61104,Elementary,623,564,15.83,04-101-2050-25-2040,Comprehensive,Title 1 Schoolwide,619,,,267982,2037081
1700693,Cook Co Juvenile Det -York Alt HS,Chicago,IL ,60608,High,0,,0,,,,,,,267982,2037081
1700894,Cook Co Juvenile-Jefferson Alt HS,Chicago,IL ,60612,High,0,,0,,,,,,,267982,2037081
1700672,Cook Elem School,Chicago,IL ,60620,Elementary,322,234,14,15-016-2990-25-2139,Comprehensive,Title 1 Schoolwide,318,,,267982,2037081
1702467,Coolidge Elementary School,Lansing,IL ,60438,Elementary,670,669,18.36,07-016-1580-02-2001,Commendable,Title 1 Schoolwide,653,,,267982,2037081
1702024,Coolidge Junior High Sch,Granite City,IL ,62040,Middle,854,581,18.17,41-057-0090-26-1003,Targeted,Title 1 Targeted,825,,,267982,2037081
1703780,Coolidge Middle School,Phoenix,IL ,60426,Middle,460,457,11.79,07-016-1510-02-1001,Targeted,Title 1 Schoolwide,445,,,267982,2037081
1706201,Coolidge RSSP,Moline,IL ,61265,Middle,0,,,,,,,,,267982,2037081
1700674,Coonley Elem School,Chicago,IL ,60618,Elementary,723,77,13.9,15-016-2990-25-2141,Commendable,Title 1 Ineligible Due to Ranking,722,,,267982,2037081
1700676,Cooper Elem Dual Language Academy,Chicago,IL ,60608,Elementary,428,385,12.41,15-016-2990-25-2142,Targeted,Title 1 Schoolwide,426,,,267982,2037081
1704230,Cooper Middle School,Buffalo Grove,IL ,60089,Middle,732,410,12.9,05-016-0210-04-1002,Commendable,Title 1 Schoolwide,712,,,267982,2037081
1700309,Coop HS 1,Bismarck,IL ,61814,High,247,100,,,,,,,,267982,2037081
1706534,COOP HS 7,Rossville,IL ,60963,High,109,,,,,,,,,267982,2037081
1702866,Cope Alternative School,Murphysboro,IL ,62966,High,0,,0,,,,,,,267982,2037081
1702527,Copeland Manor Elem School,Libertyville,IL ,60048,Elementary,378,,11.74,34-049-0700-02-2004,Commendable,Title 1 Ineligible Due to Ranking,372,,,267982,2037081
1701350,Coretta Scott King Magnet Sch,University Park,IL ,60484,Elementary,293,156,13.32,56-099-201U-26-2008,Commendable,Title 1 Schoolwide,290,,,267982,2037081
1700677,Corkery Elem School,Chicago,IL ,60623,Elementary,442,393,11.95,15-016-2990-25-2145,Targeted,Title 1 Schoolwide,438,,,267982,2037081
1701072,Corliss High School,Chicago,IL ,60628,High,430,379,16.07,15-016-2990-25-0543,Targeted,Title 1 Schoolwide,366,,,267982,2037081
1701325,Cornell Elem School,Cornell,IL ,61319,Elementary,114,30,10.36,17-053-4260-04-2001,Commendable,Title 1 Schoolwide,94,,,267982,2037081
1705707,Corron Elementary School,South Elgin,IL ,60177,Elementary,487,71,14.4,31-045-3030-26-2013,Exemplary,Title 1 Ineligible Due to Ranking,468,,,267982,2037081
1700468,Cortland Elementary School,Cortland,IL ,60112,Elementary,523,325,13.09,16-019-4280-26-2009,Commendable,Title 1 Schoolwide,518,,,267982,2037081
1702421,Cossitt Ave Elem School,La Grange,IL ,60525,Elementary,472,,11.58,06-016-1020-02-2002,Exemplary,Title 1 Ineligible Due to Ranking,477,,,267982,2037081
1703902,Costello School,Lyons,IL ,60534,Elementary,228,169,8.54,06-016-1030-02-2008,Commendable,Title 1 Schoolwide,239,,,267982,2037081
1705419,Cottage Grove Upper Grade Center,Ford Heights,IL ,60411,Middle,156,154,13.11,07-016-1690-02-1001,Commendable,Title 1 Schoolwide,153,,,267982,2037081
1701454,Cotton Creek School,Island Lake,IL ,60042,Elementary,580,211,12.03,34-049-1180-26-2007,Commendable,Title 1 Schoolwide,594,,,267982,2037081
1704583,Coulterville Elementary School,Coulterville,IL ,62237,Elementary,77,52,8.97,45-079-0010-22-2001,Commendable,Title 1 Schoolwide,76,,,267982,2037081
1701330,Coulterville High School,Coulterville,IL ,62237,High,64,41,10.11,45-079-0010-22-0001,Commendable,Title 1 Schoolwide,64,,,267982,2037081
1704584,Coulterville Junior High School,Coulterville,IL ,62237,Middle,44,28,9.52,45-079-0010-22-1002,Commendable,Title 1 Schoolwide,42,,,267982,2037081
1703716,Country Meadows Elem School,Long Grove,IL ,60047,Elementary,439,,12.13,34-049-0960-04-2005,Commendable,Title 1 Targeted,449,,,267982,2037081
1700189,Countryside Elem School,Barrington,IL ,60010,Elementary,375,47,10.22,34-049-2200-26-2001,Commendable,Title 1 Ineligible Due to Ranking,392,,,267982,2037081
1705946,Country Trails Elem,Elgin,IL ,60124,Elementary,751,132,17.03,31-045-3010-26-2007,Exemplary,Title 1 Ineligible Due to Ranking,740,,,267982,2037081
1700914,Courtenay Elem Language Arts Ctr,Chicago,IL ,60640,Elementary,266,247,8.18,15-016-2990-25-2921,Targeted,Title 1 Schoolwide,264,,,267982,2037081
1701359,Coventry Elem School,Crystal Lake,IL ,60014,Elementary,629,300,13.1,44-063-0470-04-2003,Targeted,Title 1 Schoolwide,579,,,267982,2037081
1702401,Cowden-Herrick Grade School,Herrick,IL ,62431,Elementary,175,103,11.67,11-087-003A-26-2001,Commendable,Title 1 Schoolwide,173,,,267982,2037081
1702389,Cowden-Herrick Jr/Sr High School,Cowden,IL ,62422,High,168,108,9.88,11-087-003A-26-0001,Commendable,Title 1 Schoolwide,165,,,267982,2037081
1704587,Crab Orchard Elementary School,Marion,IL ,62959,Elementary,323,65,14.82,21-100-0030-26-2001,Commendable,Title 1 Schoolwide,321,,,267982,2037081
1701338,Crab Orchard High School,Marion,IL ,62959,High,154,60,13.16,21-100-0030-26-0001,Commendable,Title 1 Eligible but Not Served,152,,,267982,2037081
1706260,Crane Medical Prep HS,Chicago,IL ,60612,High,295,257,10.73,15-016-2990-25-0052,Commendable,Title 1 Schoolwide,282,,,267982,2037081
1701169,Creative Center for Children,Paris,IL ,61944,Prekindergarten,73,67,24.33,11-023-0950-25-3001,,Title 1 Eligible but Not Served,73,,,267982,2037081
1706230,Creative Communications Acad,Calumet City,IL ,60409,Middle,246,246,20.5,07-016-1490-02-1005,Commendable,Title 1 Schoolwide,237,,,267982,2037081
1702887,Creekside Elem,Elgin,IL ,60123,Elementary,469,293,13.92,31-045-0460-22-2052,Commendable,Title 1 Schoolwide,473,,,267982,2037081
1704537,Creekside Elementary School,Plainfield,IL ,60544,Elementary,472,222,11.37,56-099-2020-22-2011,Commendable,Title 1 Targeted,478,,,267982,2037081
1704328,Creekside Middle School,Woodstock,IL ,60098,Middle,736,339,13.73,44-063-2000-26-1007,Commendable,Title 1 Schoolwide,747,,,267982,2037081
1705620,Crescent City Grade School,Crescent City,IL ,60928,Elementary,54,8,6.35,32-038-2490-26-2001,,Title 1 Schoolwide,51,,,267982,2037081
1701341,Creston Elem School,Creston,IL ,60113,Elementary,76,35,7.45,47-071-1610-04-2001,Commendable,Title 1 Schoolwide,74,,,267982,2037081
1704786,Crestwood Elem School,Paris,IL ,61944,Elementary,309,125,13.13,11-023-0040-26-2001,Commendable,Title 1 Schoolwide,308,,,267982,2037081
1703200,Crestwood Jr High School,Paris,IL ,61944,Middle,134,50,14.94,11-023-0040-26-1001,Commendable,Title 1 Eligible but Not Served,133,,,267982,2037081
1701343,Crete Elementary School,Crete,IL ,60417,Elementary,381,249,14.24,56-099-201U-26-2004,Targeted,Title 1 Schoolwide,373,,,267982,2037081
1705960,Crete-Monee Early Childhood Cntr,Crete,IL ,60417,Prekindergarten,256,,16,56-099-201U-26-3001,,Title 1 Schoolwide,256,,,267982,2037081
1701344,Crete-Monee High School,Crete,IL ,60417,High,1480,844,15.26,56-099-201U-26-0001,Commendable,Title 1 Schoolwide,1461,,,267982,2037081
1701347,Crete-Monee Middle School,University Park,IL ,60484,Middle,1002,651,10.66,56-099-201U-26-1002,Commendable,Title 1 Schoolwide,985,,,267982,2037081
1703119,C R Hanna Elem School,Orion,IL ,61273,Elementary,434,101,13.75,28-037-2230-26-2002,Exemplary,Title 1 Targeted,428,,,267982,2037081
1706116,Crosby Elem Sch,Harvard,IL ,60033,Elementary,655,421,10.56,44-063-0500-26-2007,Targeted,Title 1 Schoolwide,654,,,267982,2037081
1706395,Crossroad Learning Center,Jacksonville,IL ,62650,Other,0,,0,,,,,,,267982,2037081
1704299,Crow Island Elem School,Winnetka,IL ,60093,Elementary,360,,11.39,05-016-0360-02-2001,Exemplary,Title 1 Ineligible Due to Ranking,346,,,267982,2037081
1700678,Crown Elem Comm Acd Fine Arts Ctr,Chicago,IL ,60623,Elementary,92,80,6.57,15-016-2990-25-2147,Commendable,Title 1 Schoolwide,92,,,267982,2037081
1701367,Crystal Lake Central High School,Crystal Lake,IL ,60014,High,1443,510,16.91,44-063-1550-16-0001,Commendable,Title 1 Targeted,1429,,,267982,2037081
1701368,Crystal Lake South High School,Crystal Lake,IL ,60014,High,1279,411,16.47,44-063-1550-16-0003,Commendable,Title 1 Targeted,1212,,,267982,2037081
1703336,Crystal Lawns Elem School,Joliet,IL ,60435,Elementary,328,156,12.01,56-099-2020-22-2004,Commendable,Title 1 Targeted,280,,,267982,2037081
1706871,Ctr for Acad and VOCNL Excel CAVE,Belleville,IL ,62223,High,0,,0,,,,,,,267982,2037081
1701371,Cuba Elem School,Cuba,IL ,61427,Elementary,188,90,13.43,26-029-0030-26-2003,Commendable,Title 1 Schoolwide,187,,,267982,2037081
1701369,Cuba Middle School,Cuba,IL ,61427,Middle,80,41,10,26-029-0030-26-1001,Commendable,Title 1 Eligible but Not Served,78,,,267982,2037081
1701370,Cuba Sr High School,Cuba,IL ,61427,High,118,45,11.51,26-029-0030-26-0001,Commendable,Title 1 Eligible but Not Served,114,,,267982,2037081
1701183,Cuffe Math-Sci Tech Elem Academy,Chicago,IL ,60620,Elementary,249,216,11.58,15-016-2990-25-2617,Commendable,Title 1 Schoolwide,248,,,267982,2037081
1701194,Cullen Elem School,Chicago,IL ,60628,Elementary,176,171,11.73,15-016-2990-25-2637,Commendable,Title 1 Schoolwide,174,,,267982,2037081
1701463,Cumberland Elem School,Des Plaines,IL ,60016,Elementary,279,103,6.8,05-016-0620-04-2004,Commendable,Title 1 Schoolwide,324,,,267982,2037081
1704855,Cumberland Elem School,Toledo,IL ,62468,Elementary,387,102,11.5,11-018-0770-26-2003,Exemplary,Title 1 Targeted,384,,,267982,2037081
1703966,Cumberland High School,Toledo,IL ,62468,High,303,108,13.02,11-018-0770-26-0001,Commendable,Title 1 Eligible but Not Served,291,,,267982,2037081
1703965,Cumberland Middle School,Toledo,IL ,62468,Middle,282,101,20.03,11-018-0770-26-1001,Commendable,Title 1 Targeted,278,,,267982,2037081
1701198,Curie Metropolitan High School,Chicago,IL ,60632,High,3099,2659,15.69,15-016-2990-25-0617,Commendable,Title 1 Schoolwide,2874,,,267982,2037081
1700775,Currier Elementary School,West Chicago,IL ,60185,Elementary,359,260,11.97,19-022-0330-02-2006,Commendable,Title 1 Schoolwide,357,,,267982,2037081
1700650,Curtis Elem School,Chicago,IL ,60628,Elementary,356,347,14.83,15-016-2990-25-2799,Comprehensive,Title 1 Schoolwide,356,,,267982,2037081
1705106,Cyd Lash Academy,Gages Lake,IL ,60030,Not Reported,,,,,,,,,,267982,2037081
1701372,Cypress Elem School,Cypress,IL ,62923,Elementary,116,58,9.67,21-044-0640-02-2001,Commendable,Title 1 Schoolwide,116,,,267982,2037081
1701307,Dahlgren Elem School,Dahlgren,IL ,62828,Elementary,139,78,17.27,20-033-0100-26-2002,Commendable,Title 1 Schoolwide,143,,,267982,2037081
1700641,Daisy Bates Acad of Social Justic,Chicago,IL ,60617,Elementary,225,138,10.71,,,,,,,267982,2037081
1701373,Dakota Elementary School,Dakota,IL ,61018,Elementary,410,146,12.62,08-089-2010-26-2003,Commendable,Title 1 Targeted,408,,,267982,2037081
1701374,Dakota Jr Sr High School,Dakota,IL ,61018,High,344,103,14.47,08-089-2010-26-0001,Commendable,Title 1 Eligible but Not Served,340,,,267982,2037081
1704913,Daley Elem Academy,Chicago,IL ,60609,Elementary,511,481,14.19,15-016-2990-25-2837,Commendable,Title 1 Schoolwide,510,,,267982,2037081
1705917,Dallas City Elem School,Dallas City,IL ,62330,Elementary,156,123,8.91,26-034-3270-04-2002,Commendable,Title 1 Schoolwide,156,,,267982,2037081
1701378,Dalzell Grade School,Dalzell,IL ,61320,Elementary,45,,6.52,28-006-0980-02-2001,Commendable,Title 1 Targeted,38,,,267982,2037081
1701379,Damiansville Elem School,Damiansville,IL ,62215,Elementary,102,13,9.81,13-014-0620-02-2001,Exemplary,Title 1 Targeted,119,,,267982,2037081
1701888,Dan H Pietrini Elem School,Franklin Park,IL ,60131,Elementary,242,164,11.1,06-016-0840-02-2004,Exemplary,Title 1 Schoolwide,237,,,267982,2037081
1701238,Daniel Burnham Elem School,Cicero,IL ,60804,Elementary,185,156,15.29,06-016-0990-02-2001,Commendable,Title 1 Schoolwide,180,,,267982,2037081
1705928,Danielle-Joy Peterson Elem Sch,Naperville,IL ,60564,Elementary,570,19,13.8,19-022-2040-26-2026,Exemplary,Title 1 Ineligible Due to Ranking,590,,,267982,2037081
1702545,Daniel Wright Jr High School,Lincolnshire,IL ,60069,Middle,720,,10.97,34-049-1030-02-1001,Commendable,Title 1 Targeted,724,,,267982,2037081
1701382,Danville High School,Danville,IL ,61832,High,1253,1039,15.1,54-092-1180-24-0022,Commendable,Title 1 Schoolwide,1173,,,267982,2037081
1700679,Darwin Elem School,Chicago,IL ,60647,Elementary,502,376,13.57,15-016-2990-25-2148,Commendable,Title 1 Schoolwide,498,,,267982,2037081
1701780,Davenport Elem School,Eureka,IL ,61530,Elementary,430,139,14.22,53-102-1400-26-2003,Commendable,Title 1 Targeted,423,,,267982,2037081
1700065,Davie Elem School,Anna,IL ,62906,Elementary,122,75,13.08,30-091-0370-04-2002,Commendable,Title 1 Schoolwide,121,,,267982,2037081
1703852,Davis Elementary School,Saint Charles,IL ,60174,Elementary,509,149,12.42,31-045-3030-26-2002,Commendable,Title 1 Schoolwide,473,,,267982,2037081
1706006,Davis M Magnet Elem School,Chicago,IL ,60636,Elementary,120,98,7.87,15-016-2990-25-2954,Exemplary,Title 1 Schoolwide,120,,,267982,2037081
1700687,Davis N Elem School,Chicago,IL ,60632,Elementary,540,473,14.3,15-016-2990-25-2149,Targeted,Title 1 Schoolwide,539,,,267982,2037081
1701787,Dawes Elementary School,Evanston,IL ,60202,Elementary,298,142,10.38,05-016-0650-04-2004,Commendable,Title 1 Schoolwide,296,,,267982,2037081
1700689,Dawes Elem School,Chicago,IL ,60652,Elementary,926,879,13.92,15-016-2990-25-2150,Commendable,Title 1 Schoolwide,924,,,267982,2037081
1700526,Dawn Elser Elementary School,O Fallon,IL ,62269,Elementary,330,145,10.82,50-082-1040-02-2001,Commendable,Title 1 Schoolwide,322,,,267982,2037081
1705846,Day Treatment,Peoria,IL ,61605,Other,0,,0,,,,,,,267982,2037081
1700342,DD Eisenhower High Sch (Campus),Blue Island,IL ,60406,High,1818,1553,13.38,07-016-2180-16-0001,Commendable,Title 1 Schoolwide,1770,,,267982,2037081
1706884,Deaf & Hard of Hearing/DHH,South Holland,IL ,60473,Not Reported,,,,,,,,,,267982,2037081
1706571,Deaf/Hard of Hearing Program,Oak Forest,IL ,60452,Not Reported,,,,,,,,,,267982,2037081
1706408,Deaf/Hard of Hearing Programs,Lisle,IL ,60532,Not Reported,,,,,,,,,,267982,2037081
1704329,Dean Street Elem School,Woodstock,IL ,60098,Elementary,302,161,13.12,44-063-2000-26-2003,Commendable,Title 1 Schoolwide,317,,,267982,2037081
1700692,Decatur Classical Elem School,Chicago,IL ,60645,Elementary,341,41,14.83,15-016-2990-25-2805,Exemplary,Title 1 Ineligible Due to Ranking,341,,,267982,2037081
1705840,Decatur Pub. Schs. Alt. Education,Decatur,IL ,62526,Other,0,,0,,,,,,,267982,2037081
1700643,De Diego Elem Community Academy,Chicago,IL ,60622,Elementary,511,409,11.36,15-016-2990-25-2825,Comprehensive,Title 1 Schoolwide,508,,,267982,2037081
1701434,Dee-Mack High School,Mackinaw,IL ,61755,High,293,75,11.64,53-090-7010-26-0001,Exemplary,Title 1 Eligible but Not Served,291,,,267982,2037081
1701433,Dee-Mack Intermediate School,Deer Creek,IL ,61733,Middle,217,63,13.67,53-090-7010-26-2002,Commendable,Title 1 Eligible but Not Served,216,,,267982,2037081
1701435,Dee-Mack Primary/Jr High,Mackinaw,IL ,61755,Elementary,432,131,13.66,53-090-7010-26-2003,Exemplary,Title 1 Targeted,423,,,267982,2037081
1702193,Deerfield High School,Deerfield,IL ,60015,High,1437,,11.62,34-049-1130-17-0001,Exemplary,Title 1 Ineligible Due to Ranking,1391,,,267982,2037081
1701436,Deer Park C C Elem School,Ottawa,IL ,61350,Elementary,44,5,6.29,35-050-0820-04-2001,Commendable,Title 1 Targeted,40,,,267982,2037081
