guid,name,city,ceeb,ceeb_padded,suspected_counterpart_ceeb,custom_id
db79837f-d8bf-4b5a-8bc6-423ccf498a3d,Pulaski High School,Pulaski,501910,501910,050191,0027049
0de57b37-23aa-4297-b51f-d9a9f4f9ed38,Putnam County High School,Eatonton,111190,111190,011119,0006384
5feefd12-e73c-47b6-9f3b-c001e8f95796,Rafael Rocca High School,Naguabo,543560,543560,054356,0021874
c05c4896-c744-49e2-576c-94544ff6c4e7,Raising Knowledge Academy Inc,Orlando,100470,100470,010047,
8ffa20ba-788f-4cf0-a040-a4fcd7cc27dd,Ramey Unit School,Aguadilla,540270,540270,054027,0021781
0a5397c8-4706-42de-b11d-13105c5f2c66,Ramon Jose Davila School,Coamo,541640,541640,054164,0021926
8a3a4fa8-2e62-4ddf-90ce-ba2f8c3529c1,Ramon Power Y Giralt Senior HS,Las Piedras,542980,542980,054298,0021928
83d9809a-ad58-4a9f-bfd6-ebdafc3d7e6d,Ramon Vila Mayo High School,San Juan,544770,544770,054477,0021991
b2a1c1d5-b404-42e6-9323-d8731b6ba0a2,Random Lake High School,Random Lake,501940,501940,050194,0026735
d920c4e5-379e-4a2a-b736-0e128e8d0995,Raul Ybarra Secondary School,Maricao,543160,543160,054316,0021785
3885f0d8-3873-4c3f-953e-60b2481d11f4,Rawlins High School,Rawlins,510350,510350,051035,OID16315
f729ab9d-36c8-4e2e-a97a-7659d538c3ee,Reedsburg Area High School,Reedsburg,501950,501950,050195,0026996
c46fc18f-6bd5-4f2e-abe4-b3729e53d6d4,Republic Colombia HS,Rio Piedras,544720,544720,054472,0021973
4a76fd09-ecce-47fb-a831-06bf80031a16,Republic Of Costa Rica Voc HS,Caguas,541080,541080,054108,0021883
8759d405-efa5-44bb-8b1c-25dc381d9fb9,Rhinelander High School,Rhinelander,501960,501960,050196,0027139
a562daaa-9cb6-456e-a429-685f100afe9c,Rice Lake High School,Rice Lake,501970,501970,050197,0027262
6e4f9673-56e0-46e1-8e85-8e5c05548867,Richmond High School,Richmond,200850,200850,020085,OID16187
efa98a8b-7d72-49ae-82b4-cf9944d8ea33,Rio High School,Rio,501990,501990,050199,0026997
726255fd-bfed-4619-afbf-05ce04404aa5,Rivendell Academy,Orford,300480,300480,030048,0016006
1ca3433e-1fc5-4786-ad30-89366afa584d,River Falls High School,River Falls,502000,502000,050200,0027018
13d05e57-ff3e-48fc-a040-8c7c552e4e8c,Riverdale High School,Muscoda,501600,501600,050160,
8ece4b99-c96a-483e-8639-9108223b414c,Riverdale High School,Fort Myers,100510,100510,010051,0005732
7db5725a-dd3f-417d-ab6c-a6e6821961f3,Riverside High School,Milwaukee,501430,501430,050143,0026836
8940ed79-1e4b-44f0-b915-36be3d65766b,Riverton High School,Riverton,510360,510360,051036,0027600
cc28743b-bfba-0405-51bc-dbfe37ed4e7f,Riviera Beach Maritime Academy,Riviera Beach,102100,102100,010210,
ff4e76f7-1df3-47ad-aa41-355a55fbc274,Robert L Osborne High School,Marietta,112000,112000,011200,0005970
5df60da0-99cc-4283-9fc6-58818ce55b57,Robinson School,San Juan,546040,546040,054604,0021944
2fea7031-632c-4f32-b191-77669ff424d1,Rocky Mountain Middle HS,Cowley,510050,510050,051005,0027590
271542a3-7299-6770-75b9-5ae2ab9df398,Rosenwald High School,Panama City,102210,102210,010221,
02047ce3-34ea-4dff-82db-43dfb9045402,Rosholt High School,Rosholt,502020,502020,050202,OID16375
d27a95d9-47ef-4799-940e-424ba198c3d0,S U Angeles-Jose Vizcarrondo,Angeles,546390,546390,054639,0021788
214548be-c2c6-46d8-b8eb-c7f94ce236c3,Saddlebrook Preparatory School,Wesley Chapel,101810,101810,010181,0005587
86e2f242-5528-40d5-9920-a8558f05512f,Saint Andrews School,Barrington,400250,400250,040025,0022053
07825f40-0768-4d97-b523-0ce8529909c1,Saint Catherines High School,Racine,501920,501920,050192,0026881
3edd5d72-aed2-47fc-adee-0ffa87780b6b,Saint Croix High School,Hammond,500840,500840,050084,0027012
95ef177e-f675-4d42-8043-23bf4c3bf328,Saint John's Christian Academy,Moncks Corner,411430,411430,041143,0022311
5b55e2c4-7345-45e3-a735-b7a8642b483f,Saint John's School,San Juan,546160,546160,054616,0021945
71b846f5-4bfc-4745-bb95-e1323fefd6f5,Saint Johns High School,Johns Island,411150,411150,041115,0022303
f9120a55-1b8b-454c-94a0-a647f531721c,Saint Raphael Academy,Pawtucket,400110,400110,040011,0022077
4f428369-bd9c-4c3c-a452-9686f91e52e6,Salem High School,Salem,300550,300550,030055,0015928
d4ec842e-ecc1-4fb4-9907-4a141f8b8c18,Samoana High School,Utulei,520050,520050,052005,0001425
3f93348d-c0f4-d783-5656-4e0a706b20bd,San Antonio Catholic School,Guayama,540100,540100,054010,
413530b2-9f06-4d6a-a551-92bd10ea3b22,Sanborn Regional High School,Kingston,300300,300300,030030,0016022
5c14168a-d95f-42a5-81e8-cca09d3e3fb7,Santiago Iglesias Pantin,Ceiba,541490,541490,054149,0021811
25f9dada-e284-4fcd-90eb-e63b6b48517a,Satellite High School,Satellite Beach,100440,100440,010044,0005327
56acacf8-dbb0-44a6-ad47-3ecd0783331f,Savannah Country Day School,Savannah,112700,112700,011270,0006472
48342723-0b02-aabf-53b8-b8e98adecc04,Schoolhouse Preparatory,Miami,102480,102480,010248,
d2bb7d8c-3fc0-95d2-b0dd-71e295328d4b,Score Academy Wellington,Wellington,104450,104450,010445,
dc24cdd1-8447-42d4-ae80-2d6d8a151319,Seabreeze High School,Daytona Beach,100370,100370,010037,0004966
a8b954fc-41e9-4fd8-6b49-f6e711e50f2d,Seacoast Collegiate High Schl,Santa Rosa Beach,102550,102550,010255,3390708
3026847a-88fb-4fe1-8653-72a33db80737,Segundo Ruiz Belvis HS,Hormigueros,542400,542400,054240,0021827
c5487b94-7558-4a37-8306-017dc5dfa2ef,Seymour High School,Seymour,502070,502070,050207,0027050
98c2fa8c-e2c3-4704-9f01-920702891fad,Shawano Senior High School,Shawano,502080,502080,050208,0027051
8c487fde-e7db-4af5-8099-cefbffe3062a,Sheboygan Falls High School,Sheboygan Falls,502100,502100,050210,0026743
c9000250-a269-4ad2-8eec-fec6510f87a6,Shoshoni High School,Shoshoni,510400,510400,051040,OID16289
a19a36ae-46e9-41e4-96f8-f52eb6213fc7,Slinger High School,Slinger,502130,502130,050213,0026744
89d83639-9614-e695-2c3b-2583e12aaf9d,Smart Horizons Career Online,Pensacola,102450,102450,010245,3320323
7bbba9ef-ace0-46b9-bfa8-9fe215f0bfc4,Solomon Juneau Business HS,Milwaukee,501470,501470,050147,0026843
2936069e-38e2-4e2b-965f-077d3058b4de,South Broward High School,Hollywood,100690,100690,010069,0005356
cb9e40cc-b0f6-41df-89dc-19d8b68e208d,South Central School,Bonesteel,420120,420120,042012,0022628
5cef2be7-f007-4bda-83d3-96e59ca9d1b1,South Dade Senior High School,Homestead,100700,100700,010070,0005375
b0eed562-9a65-4bf2-a0be-c296c3a8e1bf,South Division High School,Milwaukee,501480,501480,050148,0026814
1125cf37-8022-49da-aa07-afa2a34912fa,South Portland High School,South Portland,200960,200960,020096,0011490
c4d92d9e-228b-4081-8a23-d7556c263400,South Shore High School,Port Wing,501850,501850,050185,
a37bede4-5311-4bdd-bae2-8f02e3b5ac97,Southern Aroostook Cmty HS,Dyer Brook,200480,200480,020048,OID16213
824740d6-aad6-46ac-8b72-c3612d3368b4,Southern High School,Agat,525100,525100,052510,0006611
9d10033e-edca-4b41-9044-cf353ba8ecca,Southwestern Wisconsin HS,Hazel Green,500870,500870,050087,
6cf199a2-edea-461c-a9fc-4b817d737c82,Sparta High School,Sparta,502160,502160,050216,0027183
3a5a2899-3e3c-4fbf-98c6-880eeadbf8e2,Spaulding High School,Rochester,300540,300540,030054,0016026
ec411790-396f-42c1-8688-14a24f89eb40,Spearfish High School,Spearfish,421200,421200,042120,0022747
8233b5b8-5542-4dfd-acf5-ab59ccfc5bd5,Spooner High School,Spooner,502170,502170,050217,0027239
647f8e21-6d78-4f0a-936f-1e776d521ee1,Spring Valley High School,Spring Valley,502180,502180,050218,OID16348
ac9d4938-5afb-42df-8943-36a59fd9aab2,St Francis HS,Pago Pago,520130,520130,052013,
f1369fc9-47e9-4b8c-8e25-ab118a17fb63,St Mary Catholic High School,Neenah,501280,501280,050128,0027300
3c2cb2ac-8a88-4e5a-b365-83e5fbb6d59c,Star Valley High School,Afton,510000,510000,051000,0027650
01f03a93-8395-466f-8ea8-74ee0baa676b,Stockbridge High School,Stockbridge,502200,502200,050220,
ab47d928-e14c-446c-b6dc-fda3b810e45d,Strom Thurmond High School,Johnston,410700,410700,041070,0022509
69a94b16-2fdc-4e5c-a5c3-e7754e0a7db1,Sturgeon Bay High School,Sturgeon Bay,502220,502220,050222,0027069
3226f4a5-0824-42a8-90de-e52998572797,Sunapee Middle High School,Sunapee,300560,300560,030056,0016008
078c959a-4ea1-21d2-b86e-0b732d9a1d86,Sunrise Academy,Orange City,100260,100260,010026,
0f1a389e-411e-400c-97ec-3b813131b07a,Sunshine State Homeschool Academy,Apopka,102750,102750,010275,
14964bcf-0215-4d81-8ebe-afee6e1e3a88,Superior Francisco Morales Sch,Naranjito,543600,543600,054360,0021875
80c0dc47-1520-4b4b-b760-debf7713f156,Superior Isidro A Sanchez,Luquillo,543040,543040,054304,0021839
62519f4d-e0d2-4b37-9057-a774e4ae62c6,Superior Jose Campeche,San Lorenzo,545310,545310,054531,0021918
aa74889e-cdc7-4b5d-8cef-ed480fd7bb89,Superior Luis Munoz Marin HS,Barranquitas,540720,540720,054072,0021796
1d0f53d1-3ce2-4a54-abdf-430f6298f3c8,Superior Morovis,Morovis,543520,543520,054352,0021873
190a5ec9-2c50-461b-92f7-f2fa525ead72,Superior Voc Ben Harrison,Cayey,541360,541360,054136,0021906
36f74b50-ff04-4604-bfcb-c264243e8b71,Suring High School,Suring,502260,502260,050226,0027053
755f92f9-0237-4a49-9086-bd6364d707ae,T L Hanna High School,Anderson,410050,410050,041005,0022420
b8b2d55b-4884-4a69-93bd-5fb320b869b8,T W Josey High School,Augusta,110300,110300,011030,0006360
58a332f2-d634-49e5-b656-b71ec0344109,Telfair County High School,Mc Rae,112050,112050,011205,OID16193
27a721d5-31ee-4cf0-b655-b3b9a673e897,Ten Sleep High School,Ten Sleep,510420,510420,051042,0027597
a79991e2-e9ef-27d8-81d6-1783faf23d1d,Tesla Engineering Charter Schl,Appleton,500070,500070,050007,3319019
e31aa669-fce5-4dbd-8d4d-83f3d7d01884,The Educ Center At Miami Lakes,Miami Lakes,101500,101500,010150,
b3307c0a-8d69-4a59-b370-b4d5161c7d9f,Thomasville High School,Thomasville,112980,112980,011298,0006566 
c2b4945d-09c5-49f9-b0e1-415abe808e5e,Thorp High School,Thorp,502270,502270,050227,0027236
f54dd04b-4010-48df-8cbb-5494a03caa37,Tigerton High School,Tigerton,502280,502280,050228,
aad4883d-2810-4bfe-be9a-e4b63e64f638,Tilton School,Tilton,300580,300580,030058,0015960
ffc96f11-d288-45d4-ae35-fae9e0149c06,Tomahawk High School,Tomahawk,502290,502290,050229,0027131
404bcde6-be73-4941-8e35-cfc92e5a8c19,Tongue River High School,Dayton,510100,510100,051010,0027639
24f2e460-47ff-4457-a4a8-6d595fa2f3d1,Toombs Central School,Lyons,111920,111920,011192,0006232
af6035db-47cc-4e24-9b10-19e360677249,Torrington High School,Torrington,510430,510430,051043,0027577
5b0a453d-bebd-4fa6-9203-d7c6d6d46d5e,Trina Padilla De Sanz,Arecibo,540570,540570,054057,0021793
136eed58-18b0-49ff-935b-39edc416e5ee,Trina Padilla De Sanz HS,Arecibo,544540,544540,054454,0021972
1cb6196b-6181-8db3-fc30-7f9e19a806ab,Trinity Acdmy Performing Arts,Providence,400210,400210,040021,3334335
1857de5e-beba-4f62-910a-a6c38121c1b4,Trinity Baptist School,Fond Du Lac,500680,500680,050068,0027292
f87fb44f-a531-421c-9093-d1801842859f,Trinity Christian Academy,Johnston,400060,400060,040006,0022126
34110235-b8f7-44aa-38a3-af4bdcdfe559,Tunsil Academy,N Miami Beach,100130,100130,010013,
e2373247-0b82-42f4-af4f-9ceff7170eb4,Turtle Lake High School,Turtle Lake,502310,502310,050231,0027269
18077171-b76f-49a0-8993-c681f6092a37,Union County High School,Blairsville,110380,110380,011038,0006260
c45ca8d9-0d7b-429f-b866-34179aca8699,Union Grove High School,Union Grove,502320,502320,050232,0026791
2d4de900-f2bd-406e-b445-2d8d23265e17,Unity High School,Balsam Lake,500130,500130,050013,0027241
79325364-7120-4a26-a5f3-3e6503cfd3b1,Univ Of Wyoming Lab School,Laramie,510250,510250,051025,
9ee0d93e-6f18-4d72-acad-1b9ea8d34e79,Universidad Rado Corzon El Sec,Santurce,545880,545880,054588,0021956
9b93171f-f937-45c9-ba22-afdc589289cc,University School Milwaukee,Milwaukee,501390,501390,050139,0026853
db09e278-d7d3-4443-b3f3-5748466eecb3,Van Buren Dist Secondary Sch,Van Buren,201030,201030,020103,0011607
a0c637b4-470b-3604-2705-9283ad1c9033,Vineyard Christian School,Lewiston,200560,200560,020056,
2360a0e4-3b4d-432f-b852-c1d62d7a9540,Viroqua High School,Viroqua,502340,502340,050234,0027187
d840d421-c785-4adb-86a9-5a2831cd252b,Wagner Community High School,Wagner,421350,421350,042135,0022656
cb5921b7-ac31-4039-a598-ba3dc8a74d1f,Wakulla High School,Crawfordville,100310,100310,010031,0005067
a88f546f-e20b-4e94-b25a-3fe12fac1214,Walton High School,Defuniak Spgs,100390,100390,010039,0005099
e8eeedc8-9575-4bf1-be73-ef3cc4731226,Washburn District High School,Washburn,201060,201060,020106,0011608
ebfb0a0b-8c68-4665-8fed-5f0d7f62d3db,Washington Academy,East Machias,200330,200330,020033,0011581
74a05bad-4cd0-4097-a6f9-d6d1929f0a5f,Washington High School,Milwaukee,501490,501490,050149,OID16354
5c623c81-3577-4e68-94b5-995ee323d7e8,Waterford Union High School,Waterford,502370,502370,050237,0026796
0c854b00-9514-4a27-a6ff-1da7351440be,Watertown High School,Watertown,502380,502380,050238,0026754
85fd3c40-1bf7-fbfa-061d-10deff291b05,Waterville Valley Academy,Waterville Valley,300600,300600,030060,3830557
07134f46-24d0-4295-bcad-a7bf006da3de,Waupaca High School,Waupaca,502400,502400,050240,0027311
8743b5e1-728b-4432-8e15-514432c42c69,Wausaukee High School,Wausaukee,502420,502420,050242,0027055
5d846d71-af90-4104-9f5d-85e050a2ec6f,Wayland Academy,Beaver Dam,500170,500170,050017,0026978
eaf94bd1-7781-4ff0-890a-9a6fecf0cf18,Waynflete School,Portland,200830,200830,020083,0011483
de2dd906-b711-457d-8abe-87123c76f3a8,Webster Area High School,Webster,421400,421400,042140,0022616
6f7952c7-fe47-4e84-94eb-7ed3f531d6c8,Wells High School,Wells,201090,201090,020109,0011476
8443c5d4-40eb-4747-babf-edd3973fb544,West De Pere High School,De Pere,502470,502470,050247,0027027
28f978bd-49f7-44f4-8dbf-364cc44c27f3,West Hall High School,Oakwood,112300,112300,011230,0006285
5d107768-4c05-476a-8449-d07de426f801,West Salem High School,West Salem,502490,502490,050249,0027193
f1810173-d93d-4b17-8152-683b2d16a795,Westfield Area High School,Westfield,502480,502480,050248,0027001
29dfc562-75da-476d-ad85-f38e1a56d8c7,Wheeler High School,Marietta,112010,112010,011201,0005986
2d3a618c-efd2-4ac3-b63d-00ea1f4ccab5,Wheeler School,Providence,400170,400170,040017,0022113
877fa008-6248-40d0-bbe4-6f6f74c9237b,Wildwood High School,Wildwood,101860,101860,010186,0005891
511f6847-5b39-4f31-a239-2a2c5bedc68a,William Horlick High School,Racine,501930,501930,050193,0026883
ac8d651d-eb0c-45cb-9473-3aef2f957b70,Williston Middle High School,Williston,101870,101870,010187,0005204
3c7d9d1d-2421-4857-b248-21831e298772,Wilmot High School,Wilmot,502540,502540,050254,0026808
675e2f18-cfc0-40db-b1f2-d4a050d37973,Windermere High School,Windermere,100180,100180,010018,3183014
ea5422bd-ff4d-4c36-bfd7-1f999b7367ad,Winneconne High School,Winneconne,502550,502550,050255,0027315
7972ad79-77b8-4ee7-a221-100523558882,Wisconsin Dells High School,Wisconsin Dells,502560,502560,050256,0027003
b5b38294-4c72-4fce-a968-21dbebe57abd,Wisconsin Lutheran High School,Milwaukee,501510,501510,050151,0026841
6b047e35-7736-448a-9a94-2dd753c014eb,Wisconsin Sch For Visually Imp,Janesville,500960,500960,050096,0026915
0c4e06e3-773e-4e0e-ab7c-ae7283c72b73,Wisdom Middle/High School,St. Agatha,200880,200880,020088,OID16219
4d218537-ab52-4afa-9175-eb117e6dd3a4,Wonewoc Center High School,Wonewoc,502590,502590,050259,0027004
28c6b0d7-2927-41c3-925f-ec23061081b1,Woodland Jr/Sr High School,Baileyville,201130,201130,020113,0011589
486d0820-5582-49d8-902e-d1d1ccedd69f,Woodsville High School,Woodsville,300640,300640,030064,0016010
e8469f6d-441a-46b6-b090-e0eb914f6e57,Worland High School,Worland,510450,510450,051045,0027587
ac419972-253f-466c-901b-c186817cb857,Xavier High School,Chuuk,529080,529080,052908,0005920
ec1071ea-1cdf-5bd4-24b0-5ba891483cf1,Xceed Prep Acad Miami Dadeland,Miami,101000,101000,010100,3643558
3f23e455-6416-457e-bbfb-194e4ae6b888,Yankton Senior High School,Yankton,421500,421500,042150,0022579
