name,school_id,offers_pyp,offers_myp,offers_dp,offers_cp,programmes,offers_any_ib,languages,ibo_url
Lakewood High School,916,f,f,t,f,DP,t,English,https://ibo.org/school/000916/
Lamar Academy,1270,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001270/
Lamar Louise Curry Middle School,3499,f,t,f,f,MYP,t,English,https://ibo.org/school/003499/
Land O` Lakes High School,1195,f,f,t,f,DP,t,English,https://ibo.org/school/001195/
Langston Hughes Middle School,2062,f,t,f,f,MYP,t,English,https://ibo.org/school/002062/
Langston Middle School,4064,f,t,f,f,MYP,t,English,https://ibo.org/school/004064/
Lansdowne Elementary School,3587,t,f,f,f,PYP,t,English,https://ibo.org/school/003587/
Lansing Eastern High School,2818,f,f,t,f,DP,t,English,https://ibo.org/school/002818/
Largo High School,49031,f,f,t,f,DP,t,English,https://ibo.org/school/049031/
Largo Middle School,52321,f,t,f,f,MYP,t,English,https://ibo.org/school/052321/
Las Palmas Leadership School for Girls,62379,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/062379/
Las Positas Elementary School,60755,t,f,f,f,PYP,t,English,https://ibo.org/school/060755/
Latta High School,4886,f,f,t,f,DP,t,English,https://ibo.org/school/004886/
Lauderdale Lakes Middle School,2234,f,f,f,f,,f,,https://ibo.org/school/002234/
Laurel High School,543,f,f,t,f,DP,t,English,https://ibo.org/school/000543/
Lausanne Collegiate School,4717,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/004717/
LAUSD/USC Media Arts and Engineering Magnet,60952,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060952/
Lawrence Central High School,1476,f,f,t,f,DP,t,English,https://ibo.org/school/001476/
Lawrence D. Bell High School,1274,f,f,t,f,DP,t,English,https://ibo.org/school/001274/
Lawrence North High School,1473,f,f,t,f,DP,t,English,https://ibo.org/school/001473/
Lawton Chiles Middle Academy,6392,f,t,f,f,MYP,t,English,https://ibo.org/school/006392/
Le Jardin Academy,3137,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/003137/
Le Monde French Immersion Public Charter School,61066,t,f,f,f,PYP,t,"English, French",https://ibo.org/school/061066/
Leander High School,1086,f,f,t,f,DP,t,English,https://ibo.org/school/001086/
Learning Ladders,60101,t,f,f,f,PYP,t,English,https://ibo.org/school/060101/
Lecanto High School,3962,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/003962/
Lee County High School,4731,f,f,t,f,DP,t,English,https://ibo.org/school/004731/
Lee F. Jackson Elementary School,2894,t,f,f,f,PYP,t,English,https://ibo.org/school/002894/
Lee's Summit High School,481,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/000481/
Lee's Summit North High School,808,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/000808/
Lee's Summit West High School,2135,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/002135/
Legacy Academy of Excellence Charter School,17012,f,t,f,f,MYP,t,English,https://ibo.org/school/017012/
Legacy High School,64234,f,f,t,f,DP,t,English,https://ibo.org/school/064234/
Legette Blythe Elementary School,49108,t,f,f,f,PYP,t,English,https://ibo.org/school/049108/
Lehigh Valley Academy Regional Charter School,2538,t,t,t,t,"PYP, MYP, DP, CP",t,English,https://ibo.org/school/002538/
Leland Public School,6878,t,f,f,f,PYP,t,English,https://ibo.org/school/006878/
Léman Manhattan Preparatory School,49801,f,f,t,f,DP,t,English,https://ibo.org/school/049801/
Lesher Middle School,2035,f,t,f,f,MYP,t,English,https://ibo.org/school/002035/
Letha Raney Intermediate,2021,f,t,f,f,MYP,t,English,https://ibo.org/school/002021/
Lewis and Clark Middle School,6781,f,t,f,f,MYP,t,English,https://ibo.org/school/006781/
Lexington Elementary School,2460,t,f,f,f,PYP,t,English,https://ibo.org/school/002460/
Lexington High School,2830,f,f,t,f,DP,t,English,https://ibo.org/school/002830/
Lexington Middle School,6480,f,t,f,f,MYP,t,English,https://ibo.org/school/006480/
Liberty Bell Jr-Sr High School,51032,f,t,f,f,MYP,t,English,https://ibo.org/school/051032/
Liberty Elementary,62354,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/062354/
Liberty Magnet Elementary School,2356,t,f,f,f,PYP,t,English,https://ibo.org/school/002356/
Liberty Middle School,6961,f,t,f,f,MYP,t,English,https://ibo.org/school/006961/
LIH International School of Houston,61306,f,f,t,f,DP,t,"English, French",https://ibo.org/school/061306/
Lincoln Avenue Academy,50996,t,f,f,f,PYP,t,English,https://ibo.org/school/050996/
Lincoln College Preparatory Academy,473,f,f,t,f,DP,t,English,https://ibo.org/school/000473/
Lincoln Elementary Magnet School,4144,t,f,f,f,PYP,t,English,https://ibo.org/school/004144/
Lincoln Fundamental Elementary School,63196,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/063196/
Lincoln High School,517,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000517/
Lincoln High School,3249,f,f,t,f,DP,t,English,https://ibo.org/school/003249/
Lincoln Junior Middle School,2036,f,t,f,f,MYP,t,English,https://ibo.org/school/002036/
Lincoln Park Academy,583,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000583/
Lincoln Park High School,158,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000158/
Linda Vista Magnet Elementary School,60813,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060813/
Linden High School,1313,f,f,t,f,DP,t,English,https://ibo.org/school/001313/
Litchfield Middle School,50619,f,t,f,f,MYP,t,English,https://ibo.org/school/050619/
Little Village Elementary School,61272,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/061272/
Littleton High School,917,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000917/
Locust Valley High School,1511,f,f,t,f,DP,t,English,https://ibo.org/school/001511/
Lomond Elementary School,4836,t,f,f,f,PYP,t,English,https://ibo.org/school/004836/
Lone Peak High School,52395,f,f,t,f,DP,t,English,https://ibo.org/school/052395/
Lone Pine Elementary,3008,t,f,f,f,PYP,t,English,https://ibo.org/school/003008/
Long Beach High School,4872,f,f,t,f,DP,t,English,https://ibo.org/school/004872/
Long Beach Middle School,50111,f,t,f,f,MYP,t,English,https://ibo.org/school/050111/
Long Trail School,6248,f,f,t,f,DP,t,English,https://ibo.org/school/006248/
Longfellow Middle School,64349,f,t,f,f,MYP,t,English,https://ibo.org/school/064349/
Longview High School,6086,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/006086/
Loomis Basin Charter School,6119,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/006119/
Loudoun Valley High School,62717,f,f,t,f,DP,t,"English, -----, Other",https://ibo.org/school/062717/
Louis M. Klein Middle School,60669,f,t,f,f,MYP,t,English,https://ibo.org/school/060669/
Louise R. Johnson K-8 School of International Studies,3100,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/003100/
Loveland High School,2832,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/002832/
Lowell International Elementary School,50349,t,f,f,f,PYP,t,English,https://ibo.org/school/050349/
Lower Richland High School,2313,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/002313/
Lt. General William H. Harrison Preparatory School,4887,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/004887/
Lubbock High School,1140,f,f,t,f,DP,t,English,https://ibo.org/school/001140/
Lucile Erwin Middle School,3617,f,t,f,f,MYP,t,English,https://ibo.org/school/003617/
Lucille Brown Middle School,2470,f,t,f,f,MYP,t,English,https://ibo.org/school/002470/
Luther Burbank High School,2136,f,f,t,f,DP,t,English,https://ibo.org/school/002136/
Luther Burbank High School,1025,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/001025/
Lycée Français de Chicago,7038,f,t,t,f,"MYP, DP",t,"English, French",https://ibo.org/school/007038/
Lycée Français de San Francisco,63408,f,t,f,f,MYP,t,"English, French",https://ibo.org/school/063408/
Mabel L Pendleton Elementary,62570,t,f,f,f,PYP,t,English,https://ibo.org/school/062570/
MacArthur Middle School,3621,f,t,f,f,MYP,t,English,https://ibo.org/school/003621/
MacDowell Montessori School,6388,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/006388/
Macfarlane Park Elementary Magnet School,2436,t,f,f,f,PYP,t,English,https://ibo.org/school/002436/
Mackintosh Academy Boulder,49795,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/049795/
Mackintosh Academy Littleton,3164,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/003164/
MacMillan International Academy,49491,t,f,f,f,PYP,t,English,https://ibo.org/school/049491/
Madison Country Day School,3329,t,t,t,f,"PYP, MYP, DP",t,"English, Spanish",https://ibo.org/school/003329/
Madison International Arts Magnet Middle School,63961,f,t,f,f,MYP,t,English,https://ibo.org/school/063961/
Madison Meadows Middle School,50134,f,t,f,f,MYP,t,English,https://ibo.org/school/050134/
Madison Simis Elementary School,49684,t,f,f,f,PYP,t,English,https://ibo.org/school/049684/
Magellan International School,6716,t,t,t,f,"PYP, MYP, DP",t,"English, Spanish",https://ibo.org/school/006716/
Magnolia Heights Middle School,3118,f,t,f,f,MYP,t,English,https://ibo.org/school/003118/
Magnolia High School,50966,f,f,t,f,DP,t,English,https://ibo.org/school/050966/
Magnolia West High School,50965,f,f,t,f,DP,t,English,https://ibo.org/school/050965/
Manasquan High School,63253,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/063253/
Mandalay Middle School,60647,f,t,f,f,MYP,t,English,https://ibo.org/school/060647/
Mandela International Magnet School,50693,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/050693/
Manheim Township High School,6355,f,f,t,f,DP,t,English,https://ibo.org/school/006355/
Manor View Elementary School,49409,t,f,f,f,PYP,t,English,https://ibo.org/school/049409/
Mansueto High School,60097,f,f,t,f,DP,t,English,https://ibo.org/school/060097/
MAP St. Louis,61068,f,f,t,f,DP,t,English,https://ibo.org/school/061068/
Maria Sanford Middle School,7046,f,t,f,f,MYP,t,English,https://ibo.org/school/007046/
Marie G. Davis K-8 School,60419,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/060419/
Marie Sklodowska Curie Metropolitan High School,1083,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/001083/
Marietta High School,845,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000845/
Marietta Middle School,3138,f,t,f,f,MYP,t,English,https://ibo.org/school/003138/
Marietta Sixth Grade Academy,3139,f,t,f,f,MYP,t,English,https://ibo.org/school/003139/
Marin B. Fenwick Academy,60994,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/060994/
Mark Twain Elementary School,2252,t,f,f,f,PYP,t,English,https://ibo.org/school/002252/
Mark Twain Middle School,50353,f,t,f,f,MYP,t,English,https://ibo.org/school/050353/
Marquette Elementary School,1880,f,t,f,f,MYP,t,English,https://ibo.org/school/001880/
Marshall Middle Magnet School,61736,f,t,f,f,MYP,t,English,https://ibo.org/school/061736/
Martha's Vineyard Public Charter School,61326,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/061326/
"Martin Luther King, Jr. Middle School",52472,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/052472/
Marvin Pratt Elementary School,61271,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061271/
Marvin Ridge High School,3965,f,f,t,f,DP,t,English,https://ibo.org/school/003965/
Mary D. Mitchell Elementary School,51305,t,f,f,f,PYP,t,English,https://ibo.org/school/051305/
Mary Ellen Henderson Middle School,50351,f,t,f,f,MYP,t,English,https://ibo.org/school/050351/
Mary Hogan Elementary School,60264,t,f,f,f,PYP,t,English,https://ibo.org/school/060264/
Mary L. Scarlett Middle School,51306,f,t,f,f,MYP,t,English,https://ibo.org/school/051306/
Mary McLeod Bethune Day Academy Public Charter School,49790,t,f,f,f,PYP,t,English,https://ibo.org/school/049790/
Maryland International School,60342,t,t,t,f,"PYP, MYP, DP",t,"English, Spanish",https://ibo.org/school/060342/
Massena Central High School,1239,f,f,t,f,DP,t,English,https://ibo.org/school/001239/
Matoska International,3504,t,f,f,f,PYP,t,English,https://ibo.org/school/003504/
Maxwell Academy,49853,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/049853/
Maya Angelou French Immersion,50673,t,f,f,f,PYP,t,English,https://ibo.org/school/050673/
Mayfair Elementary School,51883,t,t,f,f,"PYP, MYP",t,English,https://ibo.org/school/051883/
Maynard Holbrook Jackson High School,49109,f,t,t,t,"MYP, DP, CP",t,"English, Spanish",https://ibo.org/school/049109/
McCluer North High School,60707,f,f,t,f,DP,t,English,https://ibo.org/school/060707/
McGraw Elementary School,2039,t,f,f,f,PYP,t,English,https://ibo.org/school/002039/
McKemy Academy of International Studies,4071,f,t,f,f,MYP,t,English,https://ibo.org/school/004071/
McMullen Booth Elementary School,63041,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/063041/
McNeil High School,63098,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/063098/
Meade Senior High School,3261,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/003261/
Meadowbrook High School,1087,f,f,t,f,DP,t,English,https://ibo.org/school/001087/
Meads Mill Middle School,49110,f,t,f,f,MYP,t,English,https://ibo.org/school/049110/
Mechanicsville High School,1138,f,f,t,f,DP,t,English,https://ibo.org/school/001138/
Melbourne High School,3281,f,f,t,t,"DP, CP",t,"English, Spanish",https://ibo.org/school/003281/
Melissa High School,62240,f,f,t,f,DP,t,English,https://ibo.org/school/062240/
Melissa Middle School,62241,f,t,f,f,MYP,t,English,https://ibo.org/school/062241/
Melwood Elementary School,51033,t,f,f,f,PYP,t,English,https://ibo.org/school/051033/
Memminger Elementary School,50895,t,f,f,f,PYP,t,English,https://ibo.org/school/050895/
Memorial Elementary School,61457,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061457/
Mercer Elementary School,4839,t,f,f,f,PYP,t,English,https://ibo.org/school/004839/
Mercy High School,51397,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/051397/
Mercyhurst Preparatory School,356,f,f,t,f,DP,t,English,https://ibo.org/school/000356/
Meridian High School,189,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000189/
Meridian School,49071,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/049071/
Merton Williams Middle School,49111,f,t,f,f,MYP,t,English,https://ibo.org/school/049111/
Mesa Academy of Advanced Studies,6921,f,t,f,f,MYP,t,English,https://ibo.org/school/006921/
Mesa Middle School,4073,f,t,f,f,MYP,t,English,https://ibo.org/school/004073/
Metro Academic and Classical High School,1323,f,f,t,f,DP,t,English,https://ibo.org/school/001323/
Miami Beach Nautilus Middle School,4077,f,t,f,f,MYP,t,English,https://ibo.org/school/004077/
Miami Beach Senior High School,3967,f,f,t,f,DP,t,English,https://ibo.org/school/003967/
Miami Beach South Pointe Elementary School,6182,t,f,f,f,PYP,t,English,https://ibo.org/school/006182/
Michael M. Byrne Elementary School,60378,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060378/
Michele Clark Academic Prep Magnet High School,61765,f,t,f,f,MYP,t,English,https://ibo.org/school/061765/
Mid-Pacific Institute,402,f,f,t,f,DP,t,English,https://ibo.org/school/000402/
Middle River Middle School,60169,f,t,f,f,MYP,t,English,https://ibo.org/school/060169/
Middlebury Union High School,60265,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/060265/
Middlebury Union Middle School,60266,f,t,f,f,MYP,t,English,https://ibo.org/school/060266/
Midland High School,3051,f,f,t,f,DP,t,English,https://ibo.org/school/003051/
Midlothian High School,1088,f,f,t,f,DP,t,English,https://ibo.org/school/001088/
Midvale Elementary School,2554,t,f,f,f,PYP,t,English,https://ibo.org/school/002554/
Mildred Helms Elementary School,52322,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/052322/
Mildred I. Lavizzo,60380,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060380/
Miles Elementary School,60233,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060233/
Millard North High School,1314,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001314/
Millard North Middle School,2542,f,t,f,f,MYP,t,English,https://ibo.org/school/002542/
Millbrook High School,6633,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/006633/
Millennium High School,3968,f,f,t,f,DP,t,English,https://ibo.org/school/003968/
Millwood School,61612,f,t,f,f,MYP,t,English,https://ibo.org/school/061612/
Minneapolis Southwest High School,477,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000477/
Minnetonka High School,2138,f,f,t,f,DP,t,English,https://ibo.org/school/002138/
Mira Loma High School,518,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000518/
Mirabeau B. Lamar Senior High School,222,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000222/
Miramar High School,1275,f,f,t,f,DP,t,English,https://ibo.org/school/001275/
Mission Bay High School,2833,f,f,t,f,DP,t,English,https://ibo.org/school/002833/
Mission Viejo High School,368,f,f,t,f,DP,t,English,https://ibo.org/school/000368/
Missoula International School,3732,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/003732/
Modesto High School,782,f,f,t,f,DP,t,English,https://ibo.org/school/000782/
Monarch Academy Annapolis,60646,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060646/
Monte Gardens Elementary School,61375,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061375/
Monte Vista Christian,61316,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/061316/
Monterey High School,52518,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/052518/
Montgomery High School,846,f,f,t,f,DP,t,English,https://ibo.org/school/000846/
Montgomery Village Middle School,49753,f,t,f,f,MYP,t,English,https://ibo.org/school/049753/
Moos Elementary School,51567,t,t,f,f,"PYP, MYP",t,"English, Spanish",https://ibo.org/school/051567/
Morgan Park High School,1089,f,t,f,t,"MYP, CP",t,English,https://ibo.org/school/001089/
Morganton Day School,3020,t,f,f,f,PYP,t,English,https://ibo.org/school/003020/
Morikami Park Elementary School,1899,t,f,f,f,PYP,t,English,https://ibo.org/school/001899/
Morris Brandon Elementary School,2422,t,f,f,f,PYP,t,English,https://ibo.org/school/002422/
Morris Jeff Community School,6631,t,t,t,f,"PYP, MYP, DP",t,"English, Spanish",https://ibo.org/school/006631/
Morris Knolls High School,4853,f,f,t,f,DP,t,English,https://ibo.org/school/004853/
Morse Middle School,61267,f,t,f,f,MYP,t,English,https://ibo.org/school/061267/
Mott Hall Bronx High School,2935,f,f,t,f,DP,t,English,https://ibo.org/school/002935/
Mott Hall III MS 128,63176,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/063176/
Mott Hall Science and Technology Academy,49632,f,t,f,f,MYP,t,English,https://ibo.org/school/049632/
Mount Horeb High School,63509,f,f,f,t,CP,t,English,https://ibo.org/school/063509/
Mount Ogden Junior High School,6991,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/006991/
Mount Pleasant High School,1514,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/001514/
Mount Vernon High School,60816,f,f,t,t,"DP, CP",t,"English, Spanish",https://ibo.org/school/060816/
Mount Vernon High School,773,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000773/
Mount Washington School,49140,f,t,f,f,MYP,t,English,https://ibo.org/school/049140/
Mountain View High School,2834,f,f,t,f,DP,t,English,https://ibo.org/school/002834/
Mountain View Preparatory School,26016,t,f,f,f,PYP,t,English,https://ibo.org/school/026016/
Mountainside High School,60119,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/060119/
Mountainside Middle School,6693,f,t,f,f,MYP,t,English,https://ibo.org/school/006693/
Mt. Rainier High School,474,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000474/
Mullen Elementary School,60941,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060941/
Murrieta Valley High School,6088,f,f,t,f,DP,t,English,https://ibo.org/school/006088/
Muwekma Ohlone Middle School,2051,f,t,f,f,MYP,t,English,https://ibo.org/school/002051/
Myers Park High School,674,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000674/
Mystic Valley Regional Charter School,2298,f,f,t,f,DP,t,English,https://ibo.org/school/002298/
Nadine Kujawa Education Center,3495,t,f,f,f,PYP,t,English,https://ibo.org/school/003495/
Naramake Elementary School,62810,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/062810/
Natomas Middle School,49809,f,t,f,f,MYP,t,English,https://ibo.org/school/049809/
Natrona County High School,1324,f,f,t,f,DP,t,English,https://ibo.org/school/001324/
Nauset Regional High School,52217,f,f,t,f,DP,t,English,https://ibo.org/school/052217/
Navajo Preparatory School Inc.,49464,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/049464/
Ned E. Williams Magnet STEAM Academy,61938,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061938/
Needham B Broughton Magnet High School,1400,f,f,t,f,DP,t,English,https://ibo.org/school/001400/
Neelsville Middle School,49754,f,t,f,f,MYP,t,English,https://ibo.org/school/049754/
Nesbit School,62863,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/062863/
New Bedford High School,62426,f,f,t,f,DP,t,English,https://ibo.org/school/062426/
New Covenant Academy,3971,f,f,t,f,DP,t,English,https://ibo.org/school/003971/
New Gate School,49235,f,f,t,f,DP,t,English,https://ibo.org/school/049235/
New Hampton School,3995,f,f,t,f,DP,t,English,https://ibo.org/school/003995/
New Lebanon School,5006,t,f,f,f,PYP,t,English,https://ibo.org/school/005006/
New Mexico International School,50474,t,f,f,f,PYP,t,English,https://ibo.org/school/050474/
New Pathways Academy MS 594,63177,f,t,f,f,MYP,t,English,https://ibo.org/school/063177/
New Renaissance Middle School,60099,f,t,f,f,MYP,t,"English, Spanish",https://ibo.org/school/060099/
New Town High School,60830,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/060830/
New World High School,62384,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/062384/
Newark Academy,602,f,f,t,f,DP,t,English,https://ibo.org/school/000602/
Newbury Park High School,878,f,t,t,f,"MYP, DP",t,"English, Spanish",https://ibo.org/school/000878/
Newport Harbor High School,6013,f,f,t,f,DP,t,English,https://ibo.org/school/006013/
Newport High School,2936,f,f,t,f,DP,t,English,https://ibo.org/school/002936/
Newport Mill Middle School,2523,f,t,f,f,MYP,t,English,https://ibo.org/school/002523/
Newton Rayzor Elementary School,3589,t,f,f,f,PYP,t,English,https://ibo.org/school/003589/
Nicholas Senn High School,1093,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/001093/
Niu Valley Middle School,6849,f,t,f,f,MYP,t,English,https://ibo.org/school/006849/
Niwot High School,1240,f,f,t,f,DP,t,English,https://ibo.org/school/001240/
Nodland Elementary School K-2,61319,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/061319/
Nogales High School,603,f,f,t,f,DP,t,English,https://ibo.org/school/000603/
Nogales High School,1241,f,f,t,f,DP,t,English,https://ibo.org/school/001241/
Norcross High School,995,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/000995/
Normandin Middle School,62427,f,t,f,f,MYP,t,English,https://ibo.org/school/062427/
Norte Vista High School,3320,f,f,t,f,DP,t,English,https://ibo.org/school/003320/
Norterra Canyon School,60486,f,t,f,f,MYP,t,"English, French",https://ibo.org/school/060486/
North Atlanta High School,231,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000231/
North Beach Elementary School,6181,t,f,f,f,PYP,t,English,https://ibo.org/school/006181/
North Broward Prep School,3244,f,f,t,f,DP,t,English,https://ibo.org/school/003244/
North Canyon High School,676,f,f,t,f,DP,t,English,https://ibo.org/school/000676/
North Central High School,430,f,f,t,f,DP,t,English,https://ibo.org/school/000430/
North Dade Middle School,2567,f,t,f,f,MYP,t,English,https://ibo.org/school/002567/
North Eugene High School,3283,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/003283/
North Hagerstown High School,2837,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/002837/
North Hall High School,3341,f,f,t,f,DP,t,English,https://ibo.org/school/003341/
North High School,360,f,f,t,f,DP,t,English,https://ibo.org/school/000360/
North Hills Middle School,6093,f,t,f,f,MYP,t,English,https://ibo.org/school/006093/
North Hills Preparatory,1470,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/001470/
North Kansas City High School,1326,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/001326/
North Mecklenburg High School,809,f,t,t,t,"MYP, DP, CP",t,English,https://ibo.org/school/000809/
North Miami Middle School,4789,f,t,f,f,MYP,t,English,https://ibo.org/school/004789/
North Miami Senior High School,559,f,f,t,f,DP,t,English,https://ibo.org/school/000559/
North Middle School,1991,f,t,f,f,MYP,t,English,https://ibo.org/school/001991/
North Pointe Elementary,62672,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/062672/
North Salem High School,61807,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/061807/
North Shore High School,50110,f,f,t,f,DP,t,English,https://ibo.org/school/050110/
North Woods International,60651,t,f,f,f,PYP,t,"English, Spanish",https://ibo.org/school/060651/
Northcoast Preparatory and Performing Arts Academy,2139,f,f,t,f,DP,t,English,https://ibo.org/school/002139/
Northeast High School,2299,f,f,t,f,DP,t,English,https://ibo.org/school/002299/
Northeast Middle School,3116,f,t,f,f,MYP,t,English,https://ibo.org/school/003116/
Northern Heights Elementary,6225,t,f,f,f,PYP,t,English,https://ibo.org/school/006225/
Northern Middle School,60312,f,t,f,f,MYP,t,English,https://ibo.org/school/060312/
Northfield High School,51702,f,f,t,f,DP,t,English,https://ibo.org/school/051702/
Northport High School,1404,f,f,t,f,DP,t,English,https://ibo.org/school/001404/
Northville High School,49113,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/049113/
Northwest Jackson IB Middle School,2026,f,t,f,f,MYP,t,English,https://ibo.org/school/002026/
Northwest Middle School,64348,f,t,f,f,MYP,t,English,https://ibo.org/school/064348/
Northwood Elementary School,49117,f,t,f,f,MYP,t,English,https://ibo.org/school/049117/
Notre Dame Academy,3460,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/003460/
Notre Dame Academy,4884,f,f,t,f,DP,t,English,https://ibo.org/school/004884/
Notre Dame de la Baie Academy,2940,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/002940/
Notre Dame High School,60807,f,f,t,f,DP,t,"English, Spanish",https://ibo.org/school/060807/
Notre Dame Prep of Sacred Heart University,62903,f,f,t,f,DP,t,English,https://ibo.org/school/062903/
Notre Dame Preparatory - A Catholic and Marist Community,3350,t,t,t,f,"PYP, MYP, DP",t,English,https://ibo.org/school/003350/
Novi High School,3976,f,f,t,t,"DP, CP",t,English,https://ibo.org/school/003976/
O W Holmes Middle School,2239,f,t,f,f,MYP,t,English,https://ibo.org/school/002239/
Oak Forest Elementary,6610,t,f,f,f,PYP,t,English,https://ibo.org/school/006610/
Oak Grove Middle School,60422,f,t,f,f,MYP,t,English,https://ibo.org/school/060422/
Oakland High School,3332,f,f,t,t,"DP, CP",t,"English, Spanish",https://ibo.org/school/003332/
Oakmont High School,2944,f,f,t,f,DP,t,English,https://ibo.org/school/002944/
Oakwood Middle School,6005,f,t,f,f,MYP,t,English,https://ibo.org/school/006005/
Oberlin Elementary School,4112,t,f,f,f,PYP,t,English,https://ibo.org/school/004112/
Oberlin High School,3977,f,t,t,f,"MYP, DP",t,English,https://ibo.org/school/003977/
Ocean Avenue Elementary School,49407,t,f,f,f,PYP,t,English,https://ibo.org/school/049407/
Ocean Knoll Elementary School,8011,t,f,f,f,PYP,t,English,https://ibo.org/school/008011/
