ibo_school_id,ib_name,offers_dp,offers_cp,offers_myp,offers_pyp,programmes,ncessch,nces_name,city,state
2903,Bentonville High School,t,f,f,f,DP,0500073,BENTONVILLE HIGH SCHOOL,BENTONVILLE,AR 
1501,Bergen County Academies,t,f,f,f,DP,3400250,Bergen County Academies,Hackensack,NJ 
3143,Berkeley High School,t,f,f,f,DP,,,,
60319,Berta Palacios Elementary,f,f,f,t,PYP,,,,
3186,Bess Streeter Aldrich Elementary,f,f,f,t,PYP,1902256,Bess Streeter Aldrich Elementary,Cedar Falls,IA 
941,Bethesda-Chevy Chase High School,t,f,t,f,"MYP, DP",,,,
6470,Betty H. Fairfax High School,t,f,f,f,DP,,,,
50094,Bhaktivedanta Academy,f,f,t,f,MYP,,,,
50070,Big Sky High School,t,f,f,f,DP,3000824,Big Sky High School,Missoula,MT 
60606,Billingsville Elementary School,f,f,f,t,PYP,,,,
952,"Binghamton High School, IB World School",t,t,f,f,"DP, CP",,,,
2904,Biotechnology High School,t,f,f,f,DP,3406121,Biotechnology High School,FREEHOLD,NJ 
51799,Birchwood Elementary School,f,f,f,t,PYP,3600276,BIRCHWOOD ELEMENTARY SCHOOL,SCHENECTADY,NY 
51799,Birchwood Elementary School,f,f,f,t,PYP,5300100,Birchwood Elementary School,Bellingham,WA 
51799,Birchwood Elementary School,f,f,f,t,PYP,3404510,Birchwood Elementary School,DOVER,NJ 
6186,Biscayne Beach Elementary School,f,f,f,t,PYP,1200376,BISCAYNE BEACH ELEMENTARY SCHOOL,MIAMI BEACH,FL 
2263,Bishop Amat Memorial High School,t,f,f,f,DP,,,,
60804,Bishop Ludden-Grimes Jr/Sr High School,t,f,f,f,DP,,,,
60191,Black Elk Elementary,f,f,f,t,PYP,,,,
2028,Blair High School,t,t,t,f,"MYP, DP, CP",3100086,BLAIR HIGH SCHOOL,BLAIR,NE 
