ceeb,school_name,state,sector,rigor_tier_label,rigor_score,ap_score_nu,ap_tests_offered,ap_efficiency,ap_efficiency_quadrant,stem_advanced_offered,calculus_offered,physics_offered,grad_rate_2021
052843,Francis W Parker School,,private,Very Demanding,1.7744855382097535,3.55,29.0,-0.07458350104377431,Broad & high-performing,,,,
052848,Grace Christian High School,,private,,,,,,,,,,
052849,Lighthouse Christian Academy,,private,,,,,,,,,,
052850,Hoover High,CA,public,Average,-0.430736881697954,2.11,16.0,-0.8116711014883501,"Limited (few offered, low scores)",,,,82.0
052853,Madison High,CA,public,Below Average,-0.6703040701219839,2.48,9.0,0.6615973983169162,"Limited (few offered, low scores)",,,,92.0
052857,Twain High,CA,public,Below Average,-0.6379859919315133,,,,,,,,65.0
052858,Mira Mesa High,CA,public,Average,-0.0176354628632804,3.12,29.0,-0.7766791754057356,Broad & high-performing,,,,89.0
052860,Mission Bay High,CA,public,Average,-0.3037201167663991,2.78,21.0,-0.33852211951296546,Broad & high-performing,,,,93.0
052862,Mt. Carmel High,CA,public,Demanding,0.5085502819559917,3.58,29.0,-0.0256000819022415,Broad & high-performing,,,,98.0
052863,New Life Academy,,private,,,,,,,,,,
052866,Saint Stephens Christian Sch,,private,,,,,,,,,,
052867,Henry High,CA,public,Demanding,0.0555584662946768,3.29,23.0,0.2458703876855487,Broad & high-performing,,,,98.0
052869,San Diego SCPA,CA,public,Average,-0.396089619122622,2.57,14.0,0.18773361022267787,"Limited (few offered, low scores)",,,,97.5
052870,Point Loma High,CA,public,Average,-0.0256540528083722,2.93,25.0,-0.5902562602203716,Broad & high-performing,,,,95.0
052880,ST AUGUSTINE HIGH SCHOOL,CA,private,Demanding,0.4245449233864137,3.21,20.0,0.48773636395276354,Broad & high-performing,,,,
052881,Morse High,CA,public,Average,-0.2372455168820029,2.66,23.0,-0.7827814142866278,Broad but underperforming,,,,92.0
052885,CRISTO REY SAN DIEGO HIGH SCHOOL,CA,private,Average,-0.1403358727804338,,,,,,,,
052886,Horizon Jr-Sr HS,,private,,,,,,,,,,
052887,University City High,CA,public,Demanding,0.0069392209398397,3.38,26.0,0.02033221779884431,Broad & high-performing,,,,98.0
052888,Grace Christian Academy,,private,,,,,,,,,,
052889,Tabernacle Christian Academy,,private,,,,,,,,,,
052890,Relentless Or Not Institute,,private,,,,,,,,,,
052891,Canyon Hills High,CA,public,Average,-0.1766049494141739,2.91,25.0,-0.6229118729813932,Broad & high-performing,,,,95.0
052892,Southwest Senior High,CA,public,Demanding,0.0252747959099544,2.14,20.0,-1.2593389187618853,Broad but underperforming,,,,92.0
052894,San Dimas High,CA,public,Demanding,0.2292603381083686,2.88,20.0,-0.051081246604090996,Broad & high-performing,,,,96.0
052896,CATHEDRAL CATHOLIC HIGH SCHOOL,CA,private,Demanding,0.3258529071967042,3.29,30.0,-0.62326927604082,Broad & high-performing,,,,
052898,BISHOP ALEMANY HIGH SCHOOL,CA,private,Demanding,0.115357589265778,2.42,24.0,-1.2988115765226529,Broad but underperforming,,,,
052900,Visual and Performing Arts at Legacy High School Complex,CA,public,Demanding,0.1883939990758954,,,,,,,,87.0
052902,James Monroe High,CA,public,Average,-0.3582548894419207,2.06,18.0,-1.1416357515984374,Broad but underperforming,,,,81.0
052905,San Fernando Senior High,CA,public,Average,-0.1744760690654812,1.88,19.0,-1.559699075551398,Broad but underperforming,,,,92.0
052906,First Lutheran HS,,private,,,,,,,,,,
052907,Chaparral High (Continuation),CA,public,Below Average,-0.7576481081185367,,,,,,,,62.0
052908,Sylmar Charter High,CA,public,Average,-0.4854738606217,1.86,20.0,-1.716517497416186,Broad but underperforming,,,,91.0
052910,Lincoln (Abraham) High,CA,public,Average,-0.0730100769874676,2.99,30.0,-1.113103467456142,Broad & high-performing,,,,96.0
052916,Balboa High,CA,public,Average,-0.3019478355610615,2.82,18.0,0.09927753332037845,Broad & high-performing,,,,94.0
052920,Faith Tabernacle Chrn School,,private,,,,,,,,,,
052921,Bridgemont High School,,private,,,,,,,,,,
052923,La Sierra High (Alternative),CA,public,Below Average,-0.6476837366291835,,,,,,,,17.0
052925,Rio Cazadero High,CA,public,Below Average,-0.6476837366291835,,,,,,,,27.0
052931,C4L ACADEMY,CA,private,Average,-0.1403358727804338,,,,,,,,
052932,Pacific Coast Christian Acad,,private,,,,,,,,,,
052933,San Juan Choices Charter,CA,public,Below Average,-0.6153946548517127,,,,,,,,77.0
052935,Convent Of The Sacred Heart HS,,private,Demanding,0.427368223639017,3.39,22.0,0.5333112605944231,Broad & high-performing,,,,
052937,Cambridge Intrntl Prep School,,private,,,,,,,,,,
052943,French American International HS,,private,Very Demanding,0.6902104595975233,,,,,,,,
052945,Galileo High,CA,public,Average,-0.0488004566678701,3.04,25.0,-0.4106503900347537,Broad & high-performing,,,,89.0
052946,San Diego Jewish Academy,,private,Demanding,0.2093863314408141,3.04,27.0,-0.6589760082422876,Broad & high-performing,,,,
052948,Arroyo Valley High,CA,public,Average,-0.4787648360180274,2.1,12.0,-0.3313476714537925,"Limited (few offered, low scores)",,,,94.0
052949,Middle College High,CA,public,Demanding,0.6125146428401728,,,,,,,,97.5
052950,Washington (George) High,CA,public,Average,-0.0376375581311676,2.85,24.0,-0.5967159021606907,Broad & high-performing,,,,91.0
052951,High Tech High,CA,public,Average,-0.564923371684986,,,,,,,,92.0
052953,Lisa Kampner Hebrew Academy,,private,,,,,,,,,,
052955,ICA CRISTO REY ACADEMY,CA,private,Demanding,0.0972144360296272,2.33,9.0,0.41668030260925526,"Limited (few offered, low scores)",,,,
052956,Umoja International Academy,CA,public,Most Demanding,4.853101055057112,,,,,,,,90.0
052960,O'Connell (John) High,CA,public,Average,-0.4866565597610187,,,,,,,,82.0
052962,Living Hope Christian School,,private,,,,,,,,,,
052967,Lick Wilmerding High School,,private,Demanding,0.604763549550037,3.73,26.0,0.5918054411167204,Broad & high-performing,,,,
052969,Life Learning Academy Charter,CA,public,Average,-0.1403358727804338,,,,,,,,90.0
052970,Lowell High,CA,public,Very Demanding,1.435505312224045,3.8,34.0,-0.28720238704984036,Broad & high-performing,,,,99.5
052971,Lycee Francais De San Fran,,private,Very Demanding,0.7386159592955129,4.32,28.0,1.3068203993593206,Broad & high-performing,,,,
052975,Mercy High School,,private,,,,,,,,,,
052980,Mission High,CA,public,Below Average,-0.6489171321238886,2.1,15.0,-0.7038360987650935,"Limited (few offered, low scores)",,,,77.0
052984,JEWISH COMMUNITY HIGH SCHOOL OF THE BAY,CA,private,Demanding,0.4988061289154351,3.4,23.0,0.4254762578711665,Broad & high-performing,,,,
052986,Westview High,CA,public,Very Demanding,0.9443195246209486,4.02,30.0,0.5686605897364634,Broad & high-performing,,,,97.0
052987,Los Osos High,CA,public,Average,-0.3237222627830045,,,,,,,,95.0
052988,Olympia Institute,,private,,,,,,,,,,
052991,Downtown High,CA,public,Below Average,-0.6476837366291835,,,,,,,,52.0
052992,Wells (Ida B.) High,CA,public,Below Average,-0.6476837366291835,,,,,,,,52.0
052994,Burton (Phillip and Sala) Academic High,CA,public,Average,-0.1379269081344262,2.43,14.0,-0.040855679104471965,"Limited (few offered, low scores)",,,,91.0
052998,Independence High,CA,public,Average,-0.446250547934921,2.88,7.0,1.5630352717448797,"Selective & effective (few offered, high scores)",,,,92.0
052999,Wallenberg (Raoul) Traditional High,CA,public,Average,-0.4092627359910132,2.49,17.0,-0.3153772681327084,"Limited (few offered, low scores)",,,,92.0
053000,ARCHBISHOP RIORDAN HIGH SCHOOL,CA,private,Average,-0.2256060992788489,2.38,24.0,-1.3641228020446958,Broad but underperforming,,,,
053003,Redding Christian School,,private,Below Average,-0.9263599664856896,2.22,6.0,0.6095628597349383,"Limited (few offered, low scores)",,,,
053004,Vista Murrieta High,CA,public,Average,-0.1177855781863972,3.02,28.0,-0.8157944301070761,Broad & high-performing,,,,97.0
053005,Sacred Heart Cathedral Prep,,private,Very Demanding,0.8194508262049194,3.33,26.0,-0.061306814103709195,Broad & high-performing,,,,
053009,MetWest High,CA,public,Average,-0.1333561256049923,,,,,,,,
053010,Saint Ignatius College Prep Sc,,private,Demanding,0.6339060465817905,3.03,24.0,-0.3028153873114978,Broad & high-performing,,,,
053014,Magnolia Science Academy,CA,public,Average,-0.3875499809185174,2.51,18.0,-0.40688446447545457,Broad but underperforming,,,,97.5
053015,George Washington Carver School of Arts and Science,CA,public,Demanding,0.2003095306036504,,,,,,,,95.0
053021,Saint John Of San Francisco Or,,private,Average,-0.2902160022217415,,,,,,,,
053026,Voice Of Pentecost Academy,,private,,,,,,,,,,
053027,San Francisco Waldorf HS,,private,Average,-0.2973855395561706,3.29,5.0,2.4808009515533542,"Selective & effective (few offered, high scores)",,,,
053028,Inderkum High,CA,public,Demanding,0.2323511867654441,2.11,21.0,-1.4324851470071849,Broad but underperforming,,,,97.0
053029,Stuart Hall High School,,private,Demanding,0.1596432463939696,2.49,18.0,-0.43954007723647537,Broad but underperforming,,,,
053033,Asawa (Ruth) SF Sch of the Arts A Public School,CA,public,Demanding,0.1872899173012749,2.98,22.0,-0.13612880100651742,Broad & high-performing,,,,97.0
053034,Ananda Living Wisdom School,,private,,,,,,,,,,
053036,HIGH BLUFF ACADEMY,CA,private,Average,-0.1403358727804338,,,,,,,,
053038,San Francisco Christian School,,private,,,,,,,,,,
053039,SAN FRANCISCO UNIVERSITY HIGH SCHOOL,CA,private,Demanding,0.5366862048289611,3.76,26.0,0.6407888602582521,Broad & high-performing,,,,
053044,Woodside International School,,private,,,,,,,,,,
053048,Urban School Of San Francisco,,private,Demanding,0.1094766680501979,3.71,17.0,1.6766151102896014,"Selective & effective (few offered, high scores)",,,,
053053,Don Bosco Technical Institute,,private,Average,-0.0609975879463307,2.51,20.0,-0.6552100826829885,Broad but underperforming,,,,
053054,San Gabriel Academy,,private,Average,-0.1043194196726623,3.47,21.0,0.7880965207422763,Broad & high-performing,,,,
053055,San Gabriel High,CA,public,Demanding,0.018651151062561,3.03,19.0,0.31799865820733697,Broad & high-performing,,,,97.0
053057,S R Martin College Prep School,,private,,,,,,,,,,
053058,Youth Chance High School,,private,,,,,,,,,,
053059,Sunset Bible School,,private,,,,,,,,,,
053061,San Gabriel Mission High Sch,,private,Average,-0.1618117264648952,1.95,17.0,-1.1970788126802887,"Limited (few offered, low scores)",,,,
053062,Gabrielino High,CA,public,Demanding,0.1831509796376588,3.07,27.0,-0.6099925891007557,Broad & high-performing,,,,97.0
053065,Sanger High,CA,public,Average,-0.5513644805712984,2.64,23.0,-0.8154370270476493,Broad but underperforming,,,,97.0
053066,Marshall (Thurgood) High,CA,public,Below Average,-0.8189647173935956,,,,,,,,67.0
053068,De Young School,,private,,,,,,,,,,
053069,East Valley Christian School,,private,,,,,,,,,,
053070,San Jacinto High,CA,public,Average,-0.3086378642075949,2.02,17.0,-1.0827841680167136,"Limited (few offered, low scores)",,,,94.0
053071,Eastside Christian Academy,,private,,,,,,,,,,
053072,Pine Hill School,,private,,,,,,,,,,
053073,San Jose Community Chrstn Sch,,private,,,,,,,,,,
053074,White Road Baptist Academy,,private,,,,,,,,,,
053075,Abraham Lincoln High,CA,public,Demanding,0.224270365884703,2.72,26.0,-1.057303003314864,Broad but underperforming,,,,95.0
053077,Andrew P. Hill High,CA,public,Average,-0.1448578451793284,3.15,11.0,1.5072348076036017,"Selective & effective (few offered, high scores)",,,,78.0
053078,ARCHBISHOP MITTY HIGH SCHOOL,CA,private,Very Demanding,1.4170926659315204,3.87,30.0,0.32374349402880287,Broad & high-performing,,,,
053079,Christian Community Academy,,private,,,,,,,,,,
053080,Bellarmine College Preparatory,,private,Very Demanding,1.0477003782349197,3.8,31.0,0.08528604026146036,Broad & high-performing,,,,
053081,Boynton High,CA,public,Below Average,-0.6476837366291835,,,,,,,,47.0
053082,Branham High,CA,public,Demanding,0.3713817440465509,3.54,24.0,0.5299027380945502,Broad & high-performing,,,,93.0
053083,Del Mar High,CA,public,Below Average,-0.6670277516181894,2.31,16.0,-0.48511497387813496,"Limited (few offered, low scores)",,,,89.0
053085,Broadway High,CA,public,Below Average,-0.6476837366291835,,,,,,,,57.0
053087,Independence High,CA,public,Demanding,0.2504036111284751,3.21,26.0,-0.25724049066983823,Broad & high-performing,,,,87.0
053088,Gunderson High,CA,public,Demanding,0.0885965607023617,2.33,20.0,-0.9491105975321814,Broad but underperforming,,,,93.0
053089,Liberty Baptist School,,private,,,,,,,,,,
053090,James Lick High,CA,public,Average,-0.0562901696922622,2.31,22.0,-1.2300918285007367,Broad but underperforming,,,,82.0
053091,Leland High,CA,public,Very Demanding,1.364128875484384,3.61,31.0,-0.22494228096824376,Broad & high-performing,,,,98.0
053092,Leigh High,CA,public,Demanding,0.5051165674807795,3.57,30.0,-0.16609069738651971,Broad & high-performing,,,,97.0
053094,Mt. Pleasant High,CA,public,Demanding,0.0158492162093323,,,,,,,,78.0
053095,Notre Dame High School,,private,Very Demanding,1.2352885706902856,3.59,25.0,0.48737896089333677,Broad & high-performing,,,,
053096,Pioneer High,CA,public,Demanding,0.4643970556069875,2.96,27.0,-0.7895984592863736,Broad & high-performing,,,,97.0
053097,PRESENTATION HIGH SCHOOL,CA,private,Demanding,0.5420629885056145,3.59,25.0,0.48737896089333677,Broad & high-performing,,,,
053099,Oak Grove High,CA,public,Average,-0.1832732273979619,2.67,19.0,-0.26980237149104946,Broad but underperforming,,,,85.0
053100,Silver Creek High,CA,public,Demanding,0.4062600417767439,3.31,30.0,-0.5906136632797986,Broad & high-performing,,,,92.0
053103,Westmont High,CA,public,Demanding,0.2614027107378565,3.4,26.0,0.05298783055986567,Broad & high-performing,,,,93.0
053105,Willow Glen High,CA,public,Demanding,0.6234346343786039,3.3,19.0,0.758849430481127,Broad & high-performing,,,,95.0
053106,Santa Teresa High,CA,public,Demanding,0.4958675855378783,3.14,26.0,-0.3715351353334131,Broad & high-performing,,,,89.0
053107,William C. Overfelt High,CA,public,Average,-0.3565726567837909,2.31,22.0,-1.2300918285007367,Broad but underperforming,,,,75.0
053112,Saint Margarets Episcopal Sch,,private,Very Demanding,1.7643234901872966,3.74,30.0,0.11148201108216349,Broad & high-performing,,,,
053113,Yerba Buena High,CA,public,Demanding,0.3313379330720485,2.66,19.0,-0.28613017787155987,Broad but underperforming,,,,85.0
053114,Capistrano Valley Chrstn Sch,,private,Demanding,0.1142173973814867,3.19,18.0,0.703406369399276,Broad & high-performing,,,,
053119,Abundant Life Christian School,,private,,,,,,,,,,
053120,San Leandro High,CA,public,Average,-0.2315434629443887,2.91,22.0,-0.25042344567009234,Broad & high-performing,,,,95.0
053125,Arroyo High,CA,public,Demanding,0.0154845465784333,2.95,19.0,0.18737620716325168,Broad & high-performing,,,,96.0
053127,Saint Thomas More High School,,private,,,,,,,,,,
053130,San Lorenzo High,CA,public,Average,-0.3485458163068197,2.47,16.0,-0.22387007178996293,"Limited (few offered, low scores)",,,,91.0
053132,Plantation Christian School,,private,,,,,,,,,,
053133,Anzar High,CA,public,Below Average,-0.9539805019846402,,,,,,,,77.0
053138,Coast Christian School,,private,,,,,,,,,,
053139,Bridge Academy,,private,,,,,,,,,,
053140,MISSION COLLEGE PREP CATHOLIC HIGH SCHOOL,CA,private,Demanding,0.5562894132837652,2.89,17.0,0.3377349870877211,"Selective & effective (few offered, high scores)",,,,
053141,International Christian Sch,,private,,,,,,,,,,
053142,Harker School,,private,Most Demanding,2.5489820322322685,4.59,33.0,1.1268571261142748,Broad & high-performing,,,,
053143,Pacific Beach High,CA,public,,,,,,,,,,
053144,Saddleback Valley Chrstn Sch,,private,,,,,,,,,,
053145,San Luis Obispo High,CA,public,Demanding,0.3932468494306887,3.52,34.0,-0.7443809657041407,Broad & high-performing,,,,95.0
053146,Banyan Tree Foundations Acd Sd,,private,,,,,,,,,,
053147,Apollo High,CA,public,,,,,,,,,,
053149,Tesoro High,CA,public,Very Demanding,0.7166892685807896,3.64,30.0,-0.051796052722943964,Broad & high-performing,,,,97.0
053152,Calvary Christian Academy,,private,,,,,,,,,,
053155,Saint Joseph Academy,,private,Very Demanding,1.0942064061365588,,,,,,,,
053156,Twin Oaks High,CA,public,Below Average,-0.6476837366291835,,,,,,,,92.0
053157,Pacific Preparatory,,private,,,,,,,,,,
053158,San Marino High,CA,public,Very Demanding,1.148883000964526,3.78,29.0,0.30095604570797274,Broad & high-performing,,,,96.0
053159,Foothills High,CA,public,Below Average,-0.6476837366291835,,,,,,,,69.5
053161,Southwestern Academy,,private,Demanding,0.132033273918273,2.3,16.0,-0.5014427802586461,"Limited (few offered, low scores)",,,,
053163,Aragon High,CA,public,Very Demanding,0.8228189690923358,3.85,30.0,0.2910878812677815,Broad & high-performing,,,,96.0
053165,Hillsdale High,CA,public,Demanding,0.3131069843571037,3.18,25.0,-0.18206110070760317,Broad & high-performing,,,,94.0
053169,Evergreen Valley High,CA,public,Very Demanding,1.084353918879458,3.65,31.0,-0.1596310554462006,Broad & high-performing,,,,94.0
053173,KEHILLAH JEWISH HIGH SCHOOL,CA,private,Very Demanding,0.7041664601911792,3.53,24.0,0.5135749317140392,Broad & high-performing,,,,
053175,San Mateo High,CA,public,Very Demanding,0.8265376780522948,3.66,27.0,0.35334798734937833,Broad & high-performing,,,,88.0
053176,Noli Indian School,,private,,,,,,,,,,
053180,JUNIPERO SERRA HIGH SCHOOL,CA,private,Very Demanding,0.7696344047485567,3.38,24.0,0.26865783600637827,Broad & high-performing,,,,
053181,San Luis Obispo County Community,CA,public,Below Average,-0.6476837366291835,,,,,,,,49.5
053182,Grizzly ChalleNGe Charter,CA,public,,,,,,,,,,
053183,Stanbridge Academy,,private,,,,,,,,,,
053195,San Pedro Senior High,CA,public,Demanding,0.0290917711522882,2.53,26.0,-1.3675313245445688,Broad but underperforming,,,,95.0
