destinationtable,rcdts,level,school_name,district,city,county,district_type,school_type,grades_served,summative_designation,summative_designation_student_group_s,title_i_status,state_senate_district,state_house_district,ebf_tier,pct_ebf_capacity_to_meet_expectations,count_school_enrollment,site_level_per_pupil_expenditures_federal,site_level_per_pupil_expenditures_state_local,site_level_per_pupil_expenditures_subtotal,district_centralized_per_pupil_expenditure_federal,district_centralized_per_pupil_expenditure_state_local,district_centralized_per_pupil_expenditure_subtotal,total_per_pupil_expenditures_federal,total_per_pupil_expenditures_state_local,total_per_pupil_expenditures_subtotal,exclusions,total_expenditures_sber,local_property_taxes,pct_local_property_taxes,other_local_funding,pct_other_local_funding,evidence_based_funding,pct_evidence_based_funding,other_state_funding,pct_other_state_funding,federal_funding,pct_federal_funding,total_revenue_source,eav_per_pupil,total_school_tax_rate_per_100,instructional_expenditure_per_pupil,operating_expenditures,instruction,pct_instruction,general_admin,pct_general_admin,supporting_services,pct_supporting_services,other_expenditures,pct_other_expenditures,education_fund,pct_education_fund,operations_b_m,pct_operations_b_m,transportation,pct_transportation,debt_service,pct_debt_service,tort,pct_tort,munic_ret_soc_security,pct_munic_ret_soc_security,fire_prev_safety,pct_fire_prev_safety,capital_projects_fund,pct_capital_projects_fund,total_expenditures_afr,per_pupil_pension_obligation_amount,total_pension_obligation_amount
Finance1,13-041-1780-04-2002,School,Spring Garden Middle School,Spring Garden Community Consolidated School District 178,Ina,Jefferson,Elementary District,Elementary School,5 - 8,Commendable,All Students,Title 1 Schoolwide,58,116,,,94.5,692.87,8336.47,9029.35,424.54,1555.19,1979.73,1117.41,9891.66,11009.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,53-090-6060-04-2001,School,Spring Lake Elem School,Spring Lake CCSD 606,Manito,Tazewell,Elementary District,Elementary School,K - 6,Exemplary,All Students,Title 1 Schoolwide,47,93,,,54.25,372.93,8272.22,8645.15,518.77,7367.04,7885.81,891.7,15639.26,16530.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-006-0990-04-2002,School,John F Kennedy Elem School,Spring Valley CCSD 99,Spring Valley,Bureau,Elementary District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,38,76,,,599.35,780.83,8773.1,9553.92,1316.7,4674.81,5991.51,2097.53,13447.91,15545.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-1006,School,Benjamin Franklin Middle School,Springfield SD 186,Springfield,Sangamon,Unit District,Middle/Junior High School,6 - 8,Targeted,"Multiracial, Children with Disabilities, English Learner, Low Income",Title 1 Eligible but Not Served,48,96,,,703.5,0.7,11780.28,11780.99,1935.71,7067.92,9003.64,1936.42,18848.21,20784.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2013,School,Black Hawk Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Targeted,Black/African American,Title 1 Schoolwide,48,96,,,235,359.48,11329.22,11688.7,1935.71,7067.92,9003.64,2295.19,18397.15,20692.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2012,School,Butler Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,48,96,,,372.5,181.25,9867.66,10048.91,1935.71,7067.92,9003.64,2116.96,16935.58,19052.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2015,School,Dubois Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Targeted,"Black/African American, Children with Disabilities, Low Income",Title 1 Schoolwide,48,96,,,472.5,127.57,9288.26,9415.83,1935.71,7067.92,9003.64,2063.29,16356.18,18419.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-3023,School,Early Learning Center,Springfield SD 186,Springfield,Sangamon,Unit District,Special School,PK,,,Title 1 Eligible but Not Served,48,96,,,576,0,4581.57,4581.57,1935.71,7067.92,9003.64,1935.71,11649.49,13585.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2045,School,Edwin A Lee Elementary School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 12,Comprehensive,All Students,Title 1 Schoolwide,48,95,,,199.5,518.52,21350.51,21869.03,1935.71,7067.92,9003.64,2454.23,28418.44,30872.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2046,School,Elizabeth Graham Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Comprehensive,All Students,Title 1 Schoolwide,48,96,,,249,501.14,10777.72,11278.86,1935.71,7067.92,9003.64,2436.86,17845.64,20282.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2016,School,Enos Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Targeted,Children with Disabilities,Title 1 Schoolwide,48,95,,,244,282.46,13421.57,13704.03,1935.71,7067.92,9003.64,2218.17,20489.49,22707.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2017,School,Fairview Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,48,95,,,303,127.21,11736.95,11864.17,1935.71,7067.92,9003.64,2062.93,18804.88,20867.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2037,School,Feitshans Elem Sch,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Intensive,"All Students, From Comprehensive",Title 1 Schoolwide,48,96,,,293,210.19,12135.26,12345.46,1935.71,7067.92,9003.64,2145.91,19203.19,21349.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2044,School,Harvard Park Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Intensive,"All Students, From Comprehensive",Title 1 Schoolwide,48,96,,,367,268.25,10002.9,10271.15,1935.71,7067.92,9003.64,2203.97,17070.82,19274.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2020,School,Hazel Dell Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,48,95,,,136.5,454.87,14586.21,15041.08,1935.71,7067.92,9003.64,2390.58,21654.14,24044.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2021,School,Iles Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,1 - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,48,96,,,410,0,8187.93,8187.93,1935.71,7067.92,9003.64,1935.71,15255.85,17191.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2010,School,Jane Addams Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,48,95,,,240.5,522.61,10363.81,10886.41,1935.71,7067.92,9003.64,2458.32,17431.73,19890.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2042,School,Jefferson Middle School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,6 - 8,Intensive,"All Students, From Comprehensive",Title 1 Schoolwide,48,95,,,512.5,209.43,12421.27,12630.7,1935.71,7067.92,9003.64,2145.14,19489.2,21634.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2022,School,Laketown Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,48,95,,,141,379.06,15457.07,15836.13,1935.71,7067.92,9003.64,2314.77,22525,24839.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-0001,School,Lanphier High School,Springfield SD 186,Springfield,Sangamon,Unit District,High School,9 - 12,Targeted,"Black/African American, Multiracial, Children with Disabilities, Low Income",Title 1 Schoolwide,48,95,,,1010.25,237.49,12285.65,12523.14,1935.71,7067.92,9003.64,2173.2,19353.57,21526.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2024,School,Lincoln Magnet School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,6 - 8,Commendable,All Students,Title 1 Eligible but Not Served,48,96,,,299.5,0,13390.32,13390.32,1935.71,7067.92,9003.64,1935.71,20458.24,22393.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2049,School,Lindsay School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Eligible but Not Served,48,95,,,441.5,0,10220.62,10220.62,1935.71,7067.92,9003.64,1935.71,17288.54,19224.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2027,School,Matheny-Withrow Elem Sch,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Comprehensive,All Students,Title 1 Schoolwide,48,96,,,212,332.39,16452.42,16784.81,1935.71,7067.92,9003.64,2268.11,23520.34,25788.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2028,School,McClernand Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,48,95,,,210,274.59,12983.94,13258.53,1935.71,7067.92,9003.64,2210.31,20051.86,22262.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2026,School,Owen Marsh Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Eligible but Not Served,48,95,,,331.5,0,8906.74,8906.74,1935.71,7067.92,9003.64,1935.71,15974.66,17910.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2032,School,Ridgely Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,48,95,,,346,196.2,9515.71,9711.91,1935.71,7067.92,9003.64,2131.91,16583.64,18715.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2033,School,Sandburg Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Eligible but Not Served,48,95,,,278.5,0,9551.04,9551.04,1935.71,7067.92,9003.64,1935.71,16618.97,18554.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2035,School,Southern View Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,48,95,,,174.5,256.31,10626.82,10883.13,1935.71,7067.92,9003.64,2192.03,17694.74,19886.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-201C,School,Springfield Ball Charter School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 8,Commendable,All Students,Title 1 Eligible but Not Served,48,96,,,391.5,0,15823.34,15823.34,0,690.57,690.57,0,16513.91,16513.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-0002,School,Springfield High School,Springfield SD 186,Springfield,Sangamon,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,48,96,,,1260.5,0,10290.6,10290.6,1935.71,7067.92,9003.64,1935.71,17358.52,19294.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-0003,School,Springfield Southeast High Sch,Springfield SD 186,Springfield,Sangamon,Unit District,High School,9 - 12,Targeted,Children with Disabilities,Title 1 Schoolwide,48,96,,,1127.75,156.22,11859.94,12016.16,1935.71,7067.92,9003.64,2091.94,18927.86,21019.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-1007,School,U S Grant Middle School,Springfield SD 186,Springfield,Sangamon,Unit District,Middle/Junior High School,6 - 8,Comprehensive,All Students,Title 1 Schoolwide,48,96,,,485.5,208.58,13846.85,14055.43,1935.71,7067.92,9003.64,2144.29,20914.78,23059.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-1009,School,Washington Middle School,Springfield SD 186,Springfield,Sangamon,Unit District,Middle/Junior High School,6 - 8,Intensive,"All Students, From Comprehensive",Title 1 Schoolwide,48,96,,,502,202.21,15193.58,15395.79,1935.71,7067.92,9003.64,2137.92,22261.51,24399.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,51-084-1860-25-2040,School,Wilcox Elem School,Springfield SD 186,Springfield,Sangamon,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,48,95,,,249,268.9,10744.3,11013.2,1935.71,7067.92,9003.64,2204.61,17812.22,20016.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2001,School,Anderson Elem School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Schoolwide,33,65,,,431.5,0,12464.71,12464.71,324.75,5374.57,5699.32,324.75,17839.28,18164.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2012,School,Bell-Graham Elementary School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,33,65,,,508,0,9749.27,9749.27,324.75,5297.69,5622.44,324.75,15046.96,15371.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2013,School,Corron Elementary School,St Charles CUSD 303,South Elgin,Kane,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,33,65,,,471.5,0,10365.74,10365.74,324.75,5408.54,5733.29,324.75,15774.28,16099.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2002,School,Davis Elementary School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,42,83,,,477,0,10250.94,10250.94,324.75,5282.42,5607.17,324.75,15533.36,15858.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2010,School,Ferson Creek School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Elementary School,PK - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,33,65,,,522,0,9209.3,9209.3,324.75,5214.23,5538.98,324.75,14423.52,14748.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2011,School,Fox Ridge Elementary School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,25,49,,,406.5,0,10859.9,10859.9,324.75,5429.91,5754.66,324.75,16289.8,16614.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2005,School,Munhall Elem School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,33,65,,,406.75,0,12905.47,12905.47,324.75,5344.29,5669.04,324.75,18249.76,18574.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2014,School,Norton Creek Elementary School,St Charles CUSD 303,West Chicago,Kane,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,33,65,,,465,0,11405.34,11405.34,324.75,5424.6,5749.36,324.75,16829.95,17154.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2006,School,Richmond Elementary School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,42,83,,,348.5,0,12140.7,12140.7,324.75,5431.07,5755.82,324.75,17571.77,17896.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-0011,School,St Charles East High School,St Charles CUSD 303,Saint Charles,Kane,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,33,65,,,1788.46,0,13852.21,13852.21,341.3,5538.6,5879.9,341.3,19390.81,19732.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-0012,School,St Charles North High School,St Charles CUSD 303,Saint Charles,Kane,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Ineligible Due to Ranking,33,65,,,1787.13,0,13209.63,13209.63,341.3,5407.76,5749.06,341.3,18617.38,18958.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-1011,School,Thompson Middle School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,42,83,,,1355.25,0,11092.16,11092.16,324.75,5169.91,5494.66,324.75,16262.07,16586.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2008,School,Wasco Elem School,St Charles CUSD 303,Wasco,Kane,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,33,65,,,445,0,9125.92,9125.92,324.75,5165.44,5490.19,324.75,14291.36,14616.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-2009,School,Wild Rose Elem School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Elementary School,K - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,33,65,,,518,0,9970.97,9970.97,324.75,5164.47,5489.22,324.75,15135.44,15460.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,31-045-3030-26-1012,School,Wredling Middle School,St Charles CUSD 303,Saint Charles,Kane,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Eligible but Not Served,33,65,,,1286.96,0,11743.37,11743.37,324.75,5261.58,5586.34,324.75,17004.95,17329.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,03-026-2020-26-2001,School,St Elmo Elem School,St Elmo CUSD 202,Saint Elmo,Fayette,Unit District,Elementary School,PK - 6,Commendable,All Students,Title 1 Schoolwide,55,110,,,214.25,490.68,6862.01,7352.7,610.7,5715.22,6325.92,1101.39,12577.23,13678.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,03-026-2020-26-1001,School,St Elmo Jr High School,St Elmo CUSD 202,Saint Elmo,Fayette,Unit District,Middle/Junior High School,7 - 8,Commendable,All Students,Title 1 Schoolwide,55,110,,,55,160.96,5628.39,5789.35,610.7,5715.22,6325.92,771.66,11343.61,12115.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,03-026-2020-26-0002,School,St Elmo Sr High School,St Elmo CUSD 202,Saint Elmo,Fayette,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,55,110,,,111.5,160.96,6477.29,6638.25,610.7,5715.22,6325.92,771.66,12192.51,12964.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-2580-04-2001,School,St George Elem School,St George CCSD 258,Bourbonnais,Kankakee,Elementary District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,15,29,,,396,496.07,10372.25,10868.32,4.38,1450.4,1454.78,500.45,11822.65,12323.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,09-010-1690-04-2001,School,St Joseph Elem School,St Joseph CCSD 169,Saint Joseph,Champaign,Elementary District,Elementary School,PK - 4,Commendable,All Students,Title 1 Targeted,51,102,,,424.55,0,7666.18,7666.18,136.69,2738.13,2874.82,136.69,10404.31,10541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,09-010-1690-04-1001,School,St Joseph Middle School,St Joseph CCSD 169,Saint Joseph,Champaign,Elementary District,Middle/Junior High School,5 - 8,Exemplary,All Students,Title 1 Eligible but Not Served,51,102,,,324.5,0,8049.96,8049.96,136.69,2738.13,2874.82,136.69,10788.09,10924.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,09-010-3050-16-0001,School,St Joseph-Ogden High School,St Joseph Ogden CHSD 305,Saint Joseph,Champaign,High School District,High School,9 - 12,Exemplary,All Students,Title 1 Targeted,51,102,,,450.07,90.53,13240.94,13331.47,0,613.62,613.62,90.53,13854.56,13945.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,50-082-0300-03-2001,School,St Libory Elem School,St Libory Cons SD 30,Saint Libory,Saint Clair,Elementary District,Elementary School,K - 8,Commendable,All Students,Title 1 Targeted,55,109,,,62.1,1390.37,8167.69,9558.06,0,6005.54,6005.54,1390.37,14173.22,15563.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,13-014-1415-02-2001,School,St Rose Elem School,St Rose SD 14-15,Breese,Clinton,Elementary District,Elementary School,PK - 8,Commendable,All Students,Title 1 Targeted,55,109,,,158.5,0,0,0,875.45,11408.69,12284.14,875.45,11408.69,12284.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-0240-27-0001,School,St Anne Comm High School,St. Anne Unit District 24,Saint Anne,Kankakee,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,17,34,,,207.55,932.78,17491.5,18424.29,49.92,6022.23,6072.15,982.7,23513.74,24496.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,32-046-0240-27-2001,School,St Anne Elem School,St. Anne Unit District 24,Saint Anne,Kankakee,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,17,34,,,250.2,1436.87,13829.16,15266.03,49.92,6022.23,6072.15,1486.79,19851.39,21338.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-088-1000-26-2002,School,Stark County Elem Sch,Stark County CUSD 100,Wyoming,Stark,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,47,93,,,300,658.58,6930.5,7589.08,399.15,6037.43,6436.58,1057.73,12967.93,14025.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-088-1000-26-0001,School,Stark County High School,Stark County CUSD 100,Toulon,Stark,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,47,93,,,191.15,88.3,10340.7,10429,399.15,6037.43,6436.58,487.45,16378.13,16865.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,28-088-1000-26-1001,School,Stark County Junior High School,Stark County CUSD 100,Toulon,Stark,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Eligible but Not Served,47,93,,,140.9,0,9069.37,9069.37,399.15,6037.43,6436.58,399.15,15106.8,15505.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,40-056-0060-26-2001,School,Staunton Elem School,Staunton CUSD 6,Staunton,Macoupin,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,54,108,,,543.48,33.29,5656.66,5689.96,573.49,4857.22,5430.71,606.78,10513.89,11120.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,40-056-0060-26-0001,School,Staunton High School,Staunton CUSD 6,Staunton,Macoupin,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,54,108,,,377.37,1.11,6682.36,6683.47,573.49,4857.22,5430.71,574.6,11539.58,12114.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,40-056-0060-26-1001,School,Staunton Jr High School,Staunton CUSD 6,Staunton,Macoupin,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,54,108,,,236,0,7121.02,7121.02,573.49,4857.22,5430.71,573.49,11978.24,12551.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,45-079-1380-26-2002,School,Steeleville Elem School,Steeleville CUSD 138,Steeleville,Randolph,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Targeted,58,115,,,305.46,530.95,7325.43,7856.39,6.52,3800.47,3806.98,537.47,11125.9,11663.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,45-079-1380-26-0001,School,Steeleville High School,Steeleville CUSD 138,Steeleville,Randolph,Unit District,High School,9 - 12,Exemplary,All Students,Title 1 Eligible but Not Served,58,115,,,147.6,130.16,9073.87,9204.03,6.52,3800.47,3806.98,136.67,12874.34,13011.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1940-02-1001,School,Columbia Central School,Steger SD 194,Steger,Cook,Elementary District,Middle/Junior High School,5 - 8,Commendable,All Students,Title 1 Schoolwide,40,80,,,645.5,665.39,8685.07,9350.46,610.55,7525.9,8136.45,1275.94,16210.97,17486.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1940-02-2002,School,Steger Intermediate Center,Steger SD 194,Steger,Cook,Elementary District,Elementary School,2 - 4,Commendable,All Students,Title 1 Schoolwide,40,80,,,464.5,408.2,7384.7,7792.9,610.55,7525.9,8136.45,1018.75,14910.6,15929.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance1,07-016-1940-02-2005,School,Steger Primary Center,Steger SD 194,South Chicago Heights,Cook,Elementary District,Elementary School,PK - 1,Commendable,All Students,Title 1 Schoolwide,40,80,,,365.75,510.23,8680.23,9190.46,610.55,7525.9,8136.45,1120.79,16206.12,17326.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
